geoid10,meansp1314,minsp1314,maxsp1314,mediansp1314,stddevsp1314,totsp1314,nums1314
370630001011,118040.0,30000.0,380000.0,123250.0,57635.54230680926,6610246.0,56.0
370630001012,86265.0,18000.0,185000.0,83000.0,45418.04038044794,4054498.0,47.0
370630001021,129565.0,31000.0,251000.0,139500.0,47521.712111412824,4923500.0,38.0
370630001022,141091.0,20000.0,600000.0,129000.0,77132.47743330951,9312056.0,66.0
370630002001,145413.0,10000.0,355000.0,125000.0,90705.1482166255,3344500.0,23.0
370630002002,142874.0,33602.0,390000.0,123000.0,100400.29138901939,3286102.0,23.0
370630002003,264720.0,120000.0,474500.0,260000.0,96779.67723649423,9000500.0,34.0
370630003011,79318.0,25000.0,150000.0,66500.0,41110.38355452306,872500.0,11.0
370630003012,143000.0,34000.0,281000.0,135000.0,72279.05577689847,3146000.0,22.0
370630003013,357571.0,155000.0,817500.0,205000.0,261210.71133091,2503000.0,7.0
370630003021,283666.0,13000.0,645000.0,260000.0,129134.619680394,12765000.0,45.0
370630003022,308214.0,50000.0,650000.0,265000.0,159488.680742553,6472500.0,21.0
370630003023,500928.0,32000.0,800000.0,487000.0,237618.8274148326,10519500.0,21.0
370630004011,166742.0,35000.0,291000.0,170000.0,69418.19225534471,8670607.0,52.0
370630004012,310214.0,107000.0,823000.0,280000.0,123788.49793902501,12098379.0,39.0
370630004013,301600.0,85000.0,600000.0,310000.0,136152.35274133165,6032000.0,20.0
370630004021,234290.0,20000.0,420000.0,243000.0,91075.77194841666,7263000.0,31.0
370630005001,nan,nan,nan,nan,nan,nan,nan
370630005002,213250.0,51000.0,325000.0,228500.0,92974.72774899639,3412000.0,16.0
370630005003,70333.0,1000.0,199000.0,47000.0,63518.906752241885,844000.0,12.0
370630005004,107211.0,2500.0,355000.0,103500.0,79317.7754793968,2465865.0,23.0
370630006001,182250.0,20000.0,570000.0,166000.0,101519.76881868871,12028500.0,66.0
370630006002,269354.0,12000.0,795000.0,258000.0,171683.5846113425,8350000.0,31.0
370630006003,461416.0,267000.0,781000.0,436000.0,145658.26746875717,8305500.0,18.0
370630007001,309766.0,44000.0,835000.0,280500.0,211923.40822098913,4646500.0,15.0
370630007002,333085.0,60583.0,867500.0,313000.0,183747.0568009186,13989583.0,42.0
370630007003,271960.0,59000.0,850000.0,250000.0,150627.57821195957,10334500.0,38.0
370630009001,45140.0,8000.0,129000.0,28000.0,43900.46118208783,586829.0,13.0
370630009002,57554.0,5000.0,270000.0,35000.0,62948.03674460388,2129500.0,37.0
370630010011,70129.0,5000.0,132000.0,68000.0,41586.007394314736,1893500.0,27.0
370630010012,61640.0,10000.0,131000.0,52500.0,40044.96691221008,1541000.0,25.0
370630010013,56678.0,500.0,166000.0,36000.0,46722.963165878085,2663912.0,47.0
370630010021,45937.0,15000.0,88000.0,43500.0,16785.57291247457,1286258.0,28.0
370630010022,40750.0,17000.0,57000.0,44500.0,16899.211017085974,163000.0,4.0
370630010023,41225.0,15000.0,75500.0,35000.0,18616.032498897286,659600.0,16.0
370630010024,39037.0,11590.0,95160.0,30750.0,25900.848962920114,780750.0,20.0
370630011001,160692.0,10751.0,370000.0,155000.0,112030.6169848225,5624251.0,35.0
370630011002,56238.0,14000.0,106500.0,42954.5,36958.75257635192,449909.0,8.0
370630013011,35318.0,10000.0,110000.0,27000.0,24346.72018979148,1165500.0,33.0
370630013031,54722.0,1000.0,190000.0,53000.0,37098.083279328595,1586950.0,29.0
370630013032,44930.0,29000.0,64000.0,43361.0,15454.233109410508,179722.0,4.0
370630013041,50088.0,16000.0,101000.0,45000.0,22636.83407634557,1252201.0,25.0
370630014001,54500.0,12000.0,166000.0,40000.0,46810.789354592176,708500.0,13.0
370630014002,42374.0,5500.0,150000.0,32500.0,35660.51872870051,805115.0,19.0
370630015011,nan,nan,nan,nan,nan,nan,nan
370630015021,78196.0,59677.0,99500.0,75750.0,16445.37284466363,469177.0,6.0
370630015022,nan,nan,nan,nan,nan,nan,nan
370630015023,nan,nan,nan,nan,nan,nan,nan
370630015024,nan,nan,nan,nan,nan,nan,nan
370630015031,nan,nan,nan,nan,nan,nan,nan
370630016011,238238.0,39000.0,607500.0,217500.0,128224.60437451153,10006019.0,42.0
370630016012,145425.0,4000.0,255000.0,151000.0,45337.75237040319,10906887.0,75.0
370630016013,138201.0,18500.0,237000.0,140000.0,38611.399210595824,5666267.0,41.0
370630016031,141309.0,29500.0,198000.0,149000.0,43661.90449350555,2967500.0,21.0
370630016032,197696.0,66000.0,305000.0,200000.0,46045.33908008497,22735056.0,115.0
370630016033,142570.0,20500.0,465000.0,130895.5,82295.15720259608,4277118.0,30.0
370630016034,276823.0,133000.0,415000.0,289000.0,76714.03829808466,9412000.0,34.0
370630016041,213345.0,46000.0,374000.0,217500.0,60307.45410809513,12374066.0,58.0
370630016042,225599.0,15000.0,435000.0,227500.0,65217.521020044915,13987160.0,62.0
370630016043,191970.0,21000.0,460000.0,170500.0,95098.62722458196,6718966.0,35.0
370630017051,132583.0,78000.0,254000.0,129000.0,31074.22423810448,8087604.0,61.0
370630017052,225122.0,61000.0,735000.0,142000.0,170760.5046607675,7879278.0,35.0
370630017053,112597.0,40000.0,240000.0,113000.0,48864.50938053098,4053500.0,36.0
370630017061,290319.0,97500.0,479000.0,261000.0,99458.54504264578,10451500.0,36.0
370630017062,195904.0,59000.0,416000.0,189000.0,89941.03888659504,4114000.0,21.0
370630017071,233437.0,65000.0,614000.0,192500.0,107888.42690483535,9337500.0,40.0
370630017072,200074.0,58000.0,375000.0,213000.0,68572.51738852818,10203796.0,51.0
370630017073,233977.0,144000.0,415000.0,206750.0,76897.54635877532,3275678.0,14.0
370630017074,218599.0,20000.0,751000.0,204000.0,133559.08607429147,20329747.0,93.0
370630017075,422866.0,36000.0,1230000.0,250000.0,276228.93150066666,25372000.0,60.0
370630017081,127543.0,3894.0,196000.0,134452.0,50282.61542521431,8545429.0,67.0
370630017091,54894.0,17000.0,90000.0,63000.0,24678.25117385752,1043000.0,19.0
370630017092,62167.0,31500.0,89000.0,61000.0,16916.48568704505,746007.0,12.0
370630017093,115750.0,31256.0,210000.0,118000.0,56089.922080530654,1736256.0,15.0
370630017101,146250.0,90500.0,240000.0,141250.0,34464.17789531618,7020036.0,48.0
370630017102,113699.0,68000.0,163000.0,115000.0,25814.205314128885,2842485.0,25.0
370630017111,109821.0,51000.0,157000.0,127500.0,39294.55195062033,1537500.0,14.0
370630017112,165000.0,115000.0,222000.0,161500.0,47560.48780237646,660000.0,4.0
370630017113,123250.0,119000.0,127500.0,123250.0,6010.407640085654,246500.0,2.0
370630018011,103433.0,1674.0,168500.0,117000.0,40639.069748211514,7757544.0,75.0
370630018012,102215.0,32508.0,189000.0,100000.0,52976.19982595958,2146516.0,21.0
370630018013,103355.0,13000.0,245000.0,105000.0,50178.26382010442,11472459.0,111.0
370630018014,92759.0,23500.0,155000.0,97000.0,33519.86980881638,3803145.0,41.0
370630018015,162400.0,15000.0,345000.0,116000.0,146701.39740302408,812000.0,5.0
370630018021,86808.0,30000.0,169200.0,81750.0,36882.040019500004,3298740.0,38.0
370630018022,85827.0,34500.0,120000.0,90409.0,27084.51286251979,1287409.0,15.0
370630018023,95645.0,30000.0,185000.0,98360.0,33296.81729535122,3443220.0,36.0
370630018024,66036.0,28980.0,141000.0,75000.0,34132.355954431274,858480.0,13.0
370630018061,116733.0,1750.0,260000.0,111000.0,60178.010917610096,2334679.0,20.0
370630018062,137890.0,1941.0,230000.0,147500.0,48262.90209881706,18477369.0,134.0
370630018071,121551.0,30500.0,227000.0,124000.0,41209.738739768785,4497400.0,37.0
370630018072,136851.0,3000.0,295000.0,140000.0,50191.65743427886,14095704.0,103.0
370630018073,111742.0,28000.0,183369.0,112000.0,29202.214522189923,7486746.0,67.0
370630018081,170316.0,57500.0,275500.0,171500.0,41801.50610923008,11581502.0,68.0
370630018082,316148.0,40000.0,1830000.0,234000.0,321172.93746671744,184946605.0,585.0
370630018091,110425.0,22500.0,185000.0,121500.0,57337.9352174457,2208500.0,20.0
370630018092,211829.0,93500.0,385000.0,213000.0,44387.623646687825,17793698.0,84.0
370630019001,363771.0,74000.0,611000.0,366500.0,96725.21367771694,86577500.0,238.0
370630019002,205726.0,105000.0,520000.0,186000.0,79389.77396995157,10903500.0,53.0
370630020071,217127.0,42000.0,430000.0,209500.0,81970.65591417455,11073500.0,51.0
370630020072,342693.0,40000.0,1850000.0,241500.0,328365.96519889205,12679657.0,37.0
370630020073,276283.0,97000.0,1270000.0,250000.0,215259.19584538077,10222500.0,37.0
370630020081,782750.0,261000.0,2700000.0,593000.0,623800.9177614282,20351500.0,26.0
370630020082,395569.0,62552.0,945000.0,349500.0,206941.73060308545,30854452.0,78.0
370630020091,55833.0,20000.0,126000.0,54000.0,29594.079188243042,837500.0,15.0
370630020092,77356.0,25000.0,170000.0,55000.0,47215.06232125507,1315056.0,17.0
370630020093,73153.0,15000.0,162000.0,74750.0,33393.82901076185,2926144.0,40.0
370630020131,170228.0,94000.0,305000.0,153000.0,48522.77092252667,5787765.0,34.0
370630020132,150775.0,114000.0,185000.0,153000.0,20181.7237370845,3015500.0,20.0
370630020133,182312.0,60000.0,297500.0,187500.0,49344.604193366475,14220400.0,78.0
370630020151,163607.0,60000.0,257000.0,165500.0,46190.95251236978,6871500.0,42.0
370630020152,201642.0,105000.0,469500.0,170000.0,90988.7551898585,4234500.0,21.0
370630020153,nan,nan,nan,nan,nan,nan,nan
370630020161,nan,nan,nan,nan,nan,nan,nan
370630020162,183400.0,155000.0,197000.0,195000.0,18242.806801586208,917000.0,5.0
370630020171,324306.0,60000.0,980000.0,318250.0,132501.074599416,25944500.0,80.0
370630020172,303487.0,2500.0,575000.0,319500.0,101385.74575353283,12139513.0,40.0
370630020173,282313.0,83000.0,530000.0,271485.0,104161.07137505835,16374160.0,58.0
370630020181,488335.0,70000.0,1300000.0,482500.0,274276.47536199674,34183500.0,70.0
370630020182,300192.0,69000.0,490000.0,340000.0,102472.16437159898,19512500.0,65.0
370630020183,296642.0,5000.0,650000.0,302000.0,105861.31290041702,30554200.0,103.0
370630020191,561954.0,438500.0,620000.0,580000.0,60331.772118842986,6181500.0,11.0
370630020192,431111.0,30000.0,695000.0,457500.0,155067.21009291423,19400000.0,45.0
