geoid10,meansp1314,minsp1314,maxsp1314,mediansp1314,stddevsp1314,totsp1314,nums1314
370630020193,313755.0,215000.0,388500.0,321500.0,38546.256471932524,14119000.0,45.0
370630020201,312554.0,11000.0,1125000.0,294000.0,132013.1635330356,25629500.0,82.0
370630020202,359588.0,85000.0,1152000.0,330000.0,155799.2330051724,89178000.0,248.0
370630020211,239565.0,30000.0,299000.0,255750.0,60197.41676351237,11020000.0,46.0
370630020212,246770.0,80000.0,340000.0,262500.0,64021.437479956665,4935410.0,20.0
370630020221,168533.0,131500.0,206000.0,162000.0,21362.90731618709,2528000.0,15.0
370630020222,196721.0,1000.0,312500.0,192250.0,49269.971290837995,13770470.0,70.0
370630020231,223318.0,163500.0,295500.0,222000.0,40487.371759599315,4913000.0,22.0
370630020232,234295.0,153000.0,335000.0,232500.0,47781.16262712744,5154500.0,22.0
370630020241,255060.0,31875.0,442000.0,235000.0,79925.05261806212,43615375.0,171.0
370630020242,182466.0,98500.0,277000.0,165000.0,53284.09929800822,2737000.0,15.0
370630020243,215645.0,171500.0,301000.0,216250.0,30114.80899823208,5175500.0,24.0
370630020251,193318.0,12000.0,291000.0,193000.0,49597.367450299214,25518008.0,132.0
370630020252,184582.0,36000.0,352500.0,186500.0,55395.4463922803,12182420.0,66.0
370630020253,135980.0,25000.0,180500.0,141000.0,29164.941762328275,4895280.0,36.0
370630020261,109988.0,10000.0,184000.0,113750.0,44174.227554084064,5279448.0,48.0
370630020262,122480.0,28800.0,244000.0,124000.0,57118.04440805025,2327127.0,19.0
370630020271,183996.0,16500.0,520000.0,185500.0,115197.13809813159,14535700.0,79.0
370630020272,189777.0,108000.0,273000.0,189250.0,34947.85449780859,12145750.0,64.0
370630020273,nan,nan,nan,nan,nan,nan,nan
370630020281,201067.0,41000.0,672500.0,196250.0,75944.49495519738,20106721.0,100.0
370630020282,451157.0,323500.0,672000.0,454250.0,74868.81366764134,17144000.0,38.0
370630020283,234184.0,194500.0,277000.0,235000.0,16619.924969746404,8899000.0,38.0
370630021001,288224.0,25000.0,1044000.0,246750.0,183672.8615609829,20175732.0,70.0
370630021002,220928.0,38000.0,408095.0,235000.0,91167.98480278041,5965071.0,27.0
370630021003,282900.0,135000.0,390000.0,294000.0,74113.20169848284,2829000.0,10.0
370630022001,240250.0,49000.0,950000.0,178000.0,235263.41619554878,5285500.0,22.0
370630023001,133434.0,10000.0,235000.0,182000.0,81592.71139630058,3069000.0,23.0
370630023002,nan,nan,nan,nan,nan,nan,nan
370639801001,nan,nan,nan,nan,nan,nan,nan
