singlefamily_2018,singlefamily_2000,two2four_2018,two2four_2000,townhouse_2018,townhouse_2000,condo_2018,condo_2000,multidwg_2018,multidwg_2000,aprtmt_2018,aprtmt_2000,vacant_2018,vacant_2000
70573,52606,1996,2192,8964,3870,2732,58,224,20,745,730,14433,13729
