id,mean_sfno100517,tot_sfno100517,num_sfno100517,mean_sfoo100517,tot_sfoo100517,num_sfoo100517,prc_sfno100517
370630020072,231416.50,1851332.00,8,278563.30,132039003.00,474,1.66
370630020073,204465.31,2658049.00,13,230472.65,67298014.00,292,4.26
370630020081,528918.17,6347018.00,12,656519.49,231094861.00,352,3.3
370630020082,367878.64,4046665.00,11,440306.51,315699769.00,717,1.51
370630020091,96181.35,3270166.00,34,106845.38,47866732.00,448,7.05
370630020092,96881.33,1743864.00,18,111812.90,29294981.00,262,6.43
370630020093,91820.95,3397375.00,37,103979.39,49806126.00,479,7.17
370630020131,205060.17,2460722.00,12,194778.05,76742553.00,394,2.96
370630020132,146178.25,1754139.00,12,153597.62,42546540.00,277,4.15
370630020133,159435.69,2550971.00,16,195159.38,138758316.00,711,2.2
370630020151,171543.20,1715432.00,10,189972.91,60031440.00,316,3.07
370630020152,329229.00,1316916.00,4,254350.24,35100333.00,138,2.82
370630020153,162983.50,325967.00,2,205137.13,1641097.00,8,20.0
370630020161,NaN,NaN,NaN,266111.50,532223.00,2,NaN
370630020162,240997.50,2891970.00,12,233691.45,16124710.00,69,14.81
370630020171,294978.76,6194554.00,21,355455.58,293250852.00,825,2.48
370630020172,251655.30,2516553.00,10,363103.64,144515250.00,398,2.45
370630020173,287580.00,3163380.00,11,324536.92,183687895.00,566,1.91
370630020181,372379.69,5958075.00,16,489154.73,268056791.00,548,2.84
370630020182,247063.67,2223573.00,9,274333.34,79282336.00,289,3.02
370630020183,253187.43,3544624.00,14,315476.14,287083286.00,910,1.52
370630020191,577537.00,577537.00,1,552284.86,61855904.00,112,0.88
370630020192,309565.11,5572172.00,18,425672.32,87688498.00,206,8.04
370630020193,287172.00,4020408.00,14,317851.67,146211767.00,460,2.95
370630020201,469457.33,4225116.00,9,329346.14,208476106.00,633,1.4
370630020202,288610.00,2886100.00,10,345699.84,618802716.00,1790,0.56
370630020211,210610.47,3159157.00,15,257062.43,87915351.00,342,4.2
370630020212,235805.71,1650640.00,7,276751.52,71125140.00,257,2.65
370630020221,159810.67,479432.00,3,180648.01,38297379.00,212,1.4
370630020222,192794.42,2313533.00,12,231822.99,137239211.00,592,1.99
370630020231,167338.67,502016.00,3,235929.48,63229101.00,268,1.11
370630020232,273104.75,1092419.00,4,254526.06,81448339.00,320,1.23
370630020241,218042.07,6541262.00,30,257971.93,331751906.00,1286,2.28
370630020242,177178.25,708713.00,4,210726.28,33294752.00,158,2.47
370630020243,233333.00,233333.00,1,239071.81,36099843.00,151,0.66
370630020251,171039.48,3933908.00,23,207174.13,167189522.00,807,2.77
370630020252,164590.75,1975089.00,12,199572.11,104376212.00,523,2.24
370630020253,153920.44,1385284.00,9,162805.75,57958848.00,356,2.47
370630020261,113834.38,1821350.00,16,133386.41,53487949.00,401,3.84
370630020262,146667.06,2346673.00,16,172722.16,54234757.00,314,4.85
370630020271,122321.17,2813387.00,23,167808.92,98000410.00,584,3.79
370630020272,146954.83,1763458.00,12,210053.78,115529578.00,550,2.14
370630020273,NaN,NaN,NaN,NaN,NaN,NaN,NaN
370630020281,196972.91,4333404.00,22,218621.75,175334642.00,802,2.67
370630020282,532833.00,532833.00,1,428101.08,42382007.00,99,1.0
370630020283,229098.83,1374593.00,6,262537.19,56970571.00,217,2.69
370630021001,327530.50,4585427.00,14,369952.50,233440027.00,631,2.17
370630021002,267224.00,2939464.00,11,251938.22,86414810.00,343,3.11
370630021003,261952.72,4715149.00,18,264384.29,81430361.00,308,5.52
370630022001,126626.80,1899402.00,15,286526.67,28079614.00,98,13.27
370630023001,74570.33,223711.00,3,172647.95,18991274.00,110,2.65
370630023002,127404.00,127404.00,1,63421.22,570791.00,9,10.0
370639801001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
