id,pop70,nhwht70,pnhwht70,nhblk70,pnhblk70,asian70,pasian70,haw70,phaw70,hu70,vac70,pvac70,ohu70,pohu70,own70,pown70,rent70,prent70,mhmval70a17,mhmval70,mrent70,mrent70a17,hinc70,hinc70a17,ag25up70,hs70,phs70,col70,pcol70,clf70,unemp70,punemp70,pop80,nhwht80,pnhwht80,nhblk80,pnhblk80,ntv80,pntv80,asian80,pasian80,hisp80,phisp80,haw80,phaw80,hu80,vac80,pvac80,ohu80,pohu80,own80,pown80,rent80,prent80,mhmval80,mhmval80a17,mrent80,mrent80a17,hinc80,hinc80a17,hincw80,hincw80a17,hincb80,hincb80a17,hinch80,hinch80a17,hinca80,hinca80a17,ag25up80,hs80,phs80,col80,pcol80,clf80,unemp80,punemp80,pop90,nhwht90,pnhwht90,nhblk90,pnhblk90,ntv90,pntv90,asian90,pasian90,hisp90,phisp90,haw90,phaw90,hu90,vac90,pvac90,ohu90,pohu90,own90,pown90,rent90,prent90,mhmval90,mhmval90a17,mrent90,mrent90a17,hinc90,hinc90a17,hincw90,hincw90a17,hincb90,hincb90a17,hinch90,hinch90a17,hinca90,hinca90a17,ag25up90,hs90,phs90,col90,pcol90,clf90,unemp90,punemp90,pop00,nhwht00,pnhwht00,nhblk00,pnhblk00,ntv00,pntv00,asian00,pasian00,hisp00,phisp00,haw00,phaw00,hu00,vac00,pvac00,ohu00,pohu00,own00,pown00,rent00,prent00,mhmval00,mhmval00a17,mrent00,mrent00a17,hinc00,hinc00a17,hincw00,hincw00a17,hincb00,hincb00a17,hinch00,hinch00a17,hinca00,hinca00a17,meansp9800,minsp9800,maxsp9800,mediansp9800,totsp9800,nums9800,meansp9800a17,minsp9800a17,maxsp9800a17,mediansp9800a17,totsp9800a17,pir9800,ag25up00,hs00,phs00,col00,pcol00,clf00,unemp00,punemp00,pop10,nhwht10,pnhwht10,nhblk10,pnhblk10,ntv10,pntv10,asian10,pasian10,hisp10,phisp10,haw10,phaw10,hu10,vac10,pvac10,ohu10,pohu10,own10,pown10,rent10,prent10,mhmval12,mhmval12a17,mrent12,mrent12a17,hinc12,hinc12a17,hincw12,hincw12a17,hincb12,hincb12a17,hinch12,hinch12a17,hinca12,hinca12a17,meansp0709,minsp0709,maxsp0709,mediansp0709,totsp0709,nums0709,meansp0709a17,minsp0709a17,maxsp0709a17,mediansp0709a17,totsp0709a17,pir0712,ag25up12,hs12,phs12,col12,pcol12,clf12,unemp12,punemp12,pop16,nhwht16,pnhwht16,nhblk16,pnhblk16,ntv16,pntv16,asian16,pasian16,haw16,phaw16,oth16,poth16,twomr16,ptwomr16,hisp16,phisp16,pcnhwht0016,pcnhblk0016,pcasian0016,pchisp0016,hu16,ohu16,pohu16,vac16,pvac16,own16,pown16,rent16,prent16,mhmval16,mrent16,mhmval16a17,mrent16a17,hinc16,hinc16a17,hincw16,hincw16a17,hincb16,hincb16a17,hincn16,hincn16a17,hinca16,hinca16a17,hincp16,hincp16a17,hinco16,hinco16a17,hincm16,hincm16a17,hinch16,hinch16a17,meansp1517,minsp1517,maxsp1517,mediansp1517,totsp1517,nums1517,meansp1517a17,minsp1517a17,maxsp1517a17,mediansp1517a17,totsp1517a17,pir1517,ag25up16,colm16,colf16,col16,pcol16
37063000900,2996.00,125.00,4.17,2865.00,95.63,2.00,0.07,0.00,0.00,977.00,26.00,2.66,951.00,97.34,238.00,24.36,713.00,72.98,48327.09,7713.41,46.92,293.97,3074.63,19263.55,1662.00,1536.00,92.42,56.00,3.37,1127.00,94.00,8.34,2174.00,48.00,2.21,2110.00,97.06,0.00,0.00,0.00,0.00,15.00,0.69,0.00,0.00,935.00,65.00,6.95,870.00,93.05,203.00,21.71,667.00,71.34,17258.00,50036.82,89.00,258.04,6557.00,19010.98,,,7972.22,23114.19,,,,,1302.00,1103.00,84.72,64.00,4.92,817.00,80.00,9.79,1967.00,50.00,2.54,1916.00,97.41,0.00,0.00,0.00,0.00,1.00,0.05,0.00,0.00,986.00,157.00,15.92,829.00,84.08,184.00,18.66,645.00,65.42,41600.00,77233.54,219.00,406.59,13009.00,24152.19,16363.64,30380.33,12480.92,23171.76,,,,,1297.00,989.00,76.25,76.00,5.86,837.00,95.00,11.35,2198.00,62.00,2.82,1732.00,78.80,4.00,0.18,0.00,0.00,397.00,18.06,0.00,0.00,906.00,141.00,15.56,765.00,84.44,190.00,20.97,575.00,63.47,52600.00,74702.07,381.00,541.09,18611.00,26431.18,22708.00,32249.71,17250.00,24498.30,30114.00,42767.64,,,38458.73,4065.00,138000.00,36000.00,2269065.00,59.00,54618.76,5773.08,195986.41,51126.89,3222506.57,1.93,1300.00,1068.00,82.15,69.00,5.31,945.00,120.00,12.70,1668,62,3.72,1127,67.57,6,0.36,10,0.60,456,27.34,0,0.00,843,232,27.52,611,72.48,143,16.96,468,55.52,77600,82540.86,468,497.80,21382.00,22743.41,30893,32859.98,18636,19822.57,25677,27311.88,-999.00,-1062.61,35165.58,5000.00,154000.00,19750.00,914305.00,26.00,37404.60,5318.35,163805.31,21007.50,972519.54,0.92,980,642,65.51,146,14.90,718,113,15.74,1999,94,4.7,1319,66.0,0,0.0,0,0.0,0,0.0,0,0.0,22,1.1,564,28.2,1.88,-12.80,0.00,10.14,860,731,85.00,129,15.00,153,20.90,578,79.10,85800.00,876.00,87556.62,893.93,25986.00,26518.02,31892.00,32544.94,24420.00,24919.96,,,,,,,25729.00,26255.76,,,32708.00,33377.64,158606.38,25000.00,1095000.00,105500.00,14909000.00,94.00,161853.59,25511.84,1117418.39,107659.95,15214238.15,4.06,1247,53,17,70,5.61
37063001001,5198.12,3775.48,72.63,1409.92,27.12,11.74,0.23,0.00,0.00,1759.83,72.39,4.11,1687.44,95.89,662.88,37.67,1024.56,58.22,57205.10,9130.42,54.87,343.81,5114.31,32042.86,2723.70,2512.70,92.25,85.56,3.14,1961.81,111.47,5.68,4426.16,2210.29,49.94,2169.75,49.02,9.78,0.22,3.03,0.07,33.29,0.75,0.98,0.02,1740.43,91.05,5.23,1649.38,94.77,654.75,37.62,991.89,56.99,20255.20,58726.72,106.00,307.33,9944.33,28832.00,14098.01,40874.93,10161.06,29460.36,,,,,2581.02,2250.38,87.19,52.25,2.02,1862.19,122.32,6.57,4415.92,1037.68,23.50,3329.18,75.39,19.00,0.43,7.03,0.16,20.02,0.45,0.00,0.00,1894.42,222.03,11.72,1672.39,88.28,507.21,26.77,1165.19,61.51,46015.31,85430.89,254.03,471.62,15420.96,28630.17,14394.14,26723.80,15881.37,29484.96,31666.67,58791.55,29705.88,55151.21,2581.61,1983.28,76.82,209.18,8.10,2016.54,195.01,9.67,4908.36,453.76,9.24,3680.34,74.98,28.01,0.57,5.19,0.11,732.05,14.91,0.00,0.00,1803.72,187.07,10.37,1616.65,89.63,448.20,24.85,1168.45,64.78,67926.62,96468.79,365.15,518.58,17572.32,24956.05,25108.42,35658.76,16371.90,23251.23,32207.25,45740.46,64807.69,92039.32,57926.71,3000.00,410500.00,54900.00,8457300.00,146.00,82267.01,4260.57,582988.56,77968.51,12010984.62,3.12,2589.00,1785.27,68.96,112.50,4.35,1970.87,264.02,13.40,3466,291,8.40,2309,66.62,6,0.17,11,0.32,843,24.32,0,0.00,1509,304,20.15,1205,79.85,377,24.98,828,54.87,74600,79349.84,557,592.46,22585.00,24023.01,20982,22317.94,20110,21390.42,32536,34607.59,-999.00,-1062.61,62151.46,5000.00,413100.00,32000.00,4847814.00,78.00,66108.69,5318.35,439402.41,34037.47,5156478.27,1.42,2413,1701,70.49,161,6.67,1461,355,24.30,4377,405,9.3,2437,55.7,324,7.4,0,0.0,0,0.0,0,0.0,83,1.9,1128,25.8,0.06,-19.28,-0.11,10.89,1513,1262,83.40,251,16.60,300,23.80,962,76.20,69800.00,815.00,71229.04,831.69,30938.00,31571.41,30926.00,31559.16,26274.00,26811.92,,,,,,,66136.00,67490.03,,,47625.00,48600.05,124292.13,10500.00,800000.00,92500.00,22124000.00,178.00,126836.81,10714.97,816378.73,94393.79,22576953.84,2.99,2594,91,165,256,9.87
37063001002,4136.97,3847.84,93.01,279.83,6.76,6.27,0.15,0.00,0.00,1598.96,140.68,8.80,1458.28,91.20,728.41,45.56,729.86,45.65,77922.50,12437.09,73.19,458.54,8420.25,52755.62,2303.39,1976.49,85.81,170.98,7.42,2008.65,26.60,1.32,5037.94,2358.34,46.81,2623.52,52.08,3.23,0.06,10.07,0.20,26.77,0.53,2.02,0.04,1950.48,69.12,3.54,1881.37,96.46,714.26,36.62,1167.11,59.84,27139.74,78687.36,149.13,432.37,12799.02,37108.71,16179.36,46909.48,10159.09,29454.66,,,,,2623.02,1971.37,75.16,259.18,9.88,2409.28,111.85,4.64,4897.00,1402.00,28.63,3443.00,70.31,10.00,0.20,5.00,0.10,35.00,0.71,0.00,0.00,2086.00,180.00,8.63,1906.00,91.37,659.00,31.59,1247.00,59.78,54300.00,100812.05,281.00,521.70,17363.00,32235.72,17053.57,31661.24,18959.54,35199.81,,,12500.00,23207.19,3022.00,2090.00,69.16,249.00,8.24,2464.00,187.00,7.59,6050.00,614.00,10.15,3884.00,64.20,13.00,0.21,12.00,0.20,1517.00,25.07,0.00,0.00,2232.00,162.00,7.26,2070.00,92.74,628.00,28.14,1442.00,64.61,75700.00,107508.49,411.00,583.70,25819.00,36667.92,23165.00,32898.73,26830.00,38103.73,30182.00,42864.22,,,64147.19,15000.00,180000.00,65000.00,9301342.00,145.00,91101.29,21302.87,255634.45,92312.44,13209685.80,2.52,3315.00,2354.00,71.01,275.00,8.30,2945.00,269.00,9.13,5974,373,6.24,3057,51.17,14,0.23,21,0.35,2495,41.76,0,0.00,2305,303,13.15,2002,86.85,480,20.82,1522,66.03,87000,92539.36,502,533.96,22074.00,23479.47,36250,38558.07,21089,22431.75,28400,30208.25,-999.00,-1062.61,49293.63,5500.00,117260.00,42500.00,2021039.00,41.00,52432.20,5850.19,124726.04,45206.01,2149720.20,1.93,2924,1834,62.72,188,6.43,2178,407,18.69,5776,266,4.6,2496,43.2,29,0.5,0,0.0,0,0.0,0,0.0,87,1.5,2898,50.2,-5.55,-21.00,-0.20,25.13,2330,2099,90.10,231,9.90,522,24.90,1577,75.10,85300.00,721.00,87046.38,735.76,28810.00,29399.84,31622.00,32269.41,20225.00,20639.07,,,,,,,47893.00,48873.53,,,33545.00,34231.78,102616.00,26000.00,675000.00,87000.00,12827000.00,125.00,104716.90,26532.31,688819.56,88781.19,13089612.50,3.02,3522,53,111,164,4.66
37063001100,3469.00,1317.00,37.96,2138.00,61.63,14.00,0.40,0.00,0.00,1147.00,49.00,4.27,1098.00,95.73,222.00,19.35,876.00,76.37,38121.77,6084.56,51.50,322.66,2976.68,18649.91,1914.00,1836.00,95.92,14.00,0.73,1248.00,99.00,7.93,2987.00,624.00,20.89,2319.00,77.64,5.00,0.17,0.00,0.00,35.00,1.17,0.00,0.00,1211.00,82.00,6.77,1129.00,93.23,175.00,14.45,954.00,78.78,14348.00,41599.74,99.00,287.03,7536.00,21849.43,12554.35,36399.33,7730.77,22414.13,,,,,1833.00,1727.00,94.22,63.00,3.44,1256.00,127.00,10.11,2731.00,377.00,13.80,2288.00,83.78,18.00,0.66,0.00,0.00,48.00,1.76,0.00,0.00,1352.00,152.00,11.24,1200.00,88.76,136.00,10.06,1064.00,78.70,37500.00,69621.58,219.00,406.59,8091.00,15021.55,6865.08,12745.54,9047.62,16797.59,4750.00,8818.73,,,1802.00,1569.00,87.07,21.00,1.17,1073.00,160.00,14.91,3727.00,202.00,5.42,2591.00,69.52,17.00,0.46,2.00,0.05,910.00,24.42,0.00,0.00,1378.00,124.00,9.00,1254.00,91.00,173.00,12.55,1081.00,78.45,68100.00,96715.03,352.00,499.91,16633.00,23622.04,7063.00,10030.81,13024.00,18496.57,39432.00,56000.99,47500.00,67459.09,45562.07,300.00,192000.00,39000.00,3963900.00,87.00,64706.86,426.06,272676.75,55387.46,5629496.64,2.34,2155.00,1650.00,76.57,109.00,5.06,1625.00,301.00,18.52,3225,224,6.95,2154,66.79,17,0.53,6,0.19,824,25.55,2,0.06,1487,245,16.48,1242,83.52,163,10.96,1079,72.56,81500,86689.17,367,390.37,18818.00,20016.16,15972,16988.95,18725,19917.24,25833,27477.81,-999.00,-1062.61,59767.39,6000.00,224400.00,49500.00,1374650.00,23.00,63572.83,6382.02,238687.73,52651.71,1462175.09,2.63,1570,1035,65.92,111,7.07,1146,303,26.44,3617,368,10.2,2363,65.3,16,0.4,0,0.0,0,0.0,0,0.0,13,0.4,857,23.7,4.78,-4.22,-0.05,-0.72,1474,1332,90.40,142,9.60,234,17.60,1098,82.40,100600.00,535.00,102659.63,545.95,20519.00,20939.09,37159.00,37919.77,18396.00,18772.63,,,,,,,,,,,35682.00,36412.53,222465.28,32500.00,1250000.00,140750.00,16017500.00,72.00,227019.90,33165.39,1275591.77,143631.63,16345432.93,6.86,2145,80,103,183,8.53
37063001301,2219.16,3.99,0.18,2211.18,99.64,2.99,0.13,0.00,0.00,794.22,17.97,2.26,776.25,97.74,332.16,41.82,444.09,55.92,71493.74,11411.01,53.72,336.58,4517.56,28304.02,1358.89,1043.71,76.81,152.61,11.23,1070.50,47.89,4.47,1705.02,1.00,0.06,1694.04,99.36,1.00,0.06,1.00,0.06,4.00,0.23,0.00,0.00,772.10,29.93,3.88,742.17,96.12,292.23,37.85,449.94,58.27,24061.66,69762.94,100.00,289.93,9605.03,27848.26,,,4910.71,14237.83,2500.00,7248.35,,,1113.30,743.26,66.76,202.47,18.19,753.15,47.91,6.36,1524.49,7.99,0.52,1510.52,99.08,0.00,0.00,1.00,0.07,1.99,0.13,0.00,0.00,818.02,110.72,13.54,707.30,86.46,230.40,28.17,476.89,58.30,50401.15,93573.54,237.97,441.81,15327.81,28457.23,12506.46,23219.19,15425.04,28637.75,,,7500.00,13924.32,1077.36,601.52,55.83,211.47,19.63,805.08,93.79,11.65,1406.82,30.93,2.20,1334.00,94.82,2.99,0.21,1.00,0.07,36.91,2.62,0.00,0.00,758.18,149.61,19.73,608.56,80.27,204.48,26.97,404.08,53.30,69600.90,98846.59,411.90,584.97,19373.97,27514.75,38718.39,54987.52,18263.33,25937.42,21250.00,30179.07,,,55616.78,500.00,135000.00,60000.00,2280288.00,41.00,78986.47,710.10,191725.84,85211.48,3238445.38,3.10,921.76,508.78,55.20,147.63,16.02,467.94,34.96,7.47,1128,26,2.30,1012,89.72,3,0.27,4,0.35,80,7.09,1,0.09,697,216,30.99,481,69.01,151,21.66,330,47.35,87200,92752.10,437,464.82,17685.00,18811.02,2499,2658.11,19583,20829.87,14750,15689.14,-999.00,-1062.61,41451.89,8000.00,120021.00,27500.00,1119201.00,27.00,44091.17,8509.37,127662.83,29250.95,1190461.44,1.55,565,314,55.58,76,13.45,558,149,26.70,1408,58,4.1,1123,79.8,0,0.0,5,0.4,0,0.0,0,0.0,45,3.2,177,12.6,1.90,-15.02,0.33,9.98,692,548,79.20,144,20.80,158,28.80,390,71.20,88000.00,809.00,89801.66,825.56,23587.00,24069.91,21563.00,22004.47,24185.00,24680.15,,,,,,,,,,,,,151559.70,10000.00,1095000.00,85000.00,10154500.00,67.00,154662.64,10204.73,1117418.39,86740.24,10362397.30,3.60,874,44,29,73,8.35
37063001303,3526.79,10.65,0.30,3506.37,99.42,7.55,0.21,0.44,0.01,850.07,85.23,10.03,764.84,89.97,376.43,44.28,388.41,45.69,88595.68,14140.63,65.23,408.66,1434.10,8985.09,1392.52,983.68,70.64,249.92,17.95,1347.24,42.17,3.13,3283.09,10.65,0.32,3236.92,98.59,1.33,0.04,1.78,0.05,23.97,0.73,0.44,0.01,909.55,23.08,2.54,886.47,97.46,407.94,44.85,478.52,52.61,30641.00,88838.70,137.00,397.21,11128.00,32263.86,,,14081.44,40826.89,13437.50,38959.89,,,1394.74,834.53,59.83,284.98,20.43,1373.87,51.49,3.75,3649.00,19.00,0.52,3591.00,98.41,9.00,0.25,3.00,0.08,26.00,0.71,0.00,0.00,893.00,62.00,6.94,831.00,93.06,448.00,50.17,383.00,42.89,60900.00,113065.45,267.00,495.71,21563.00,40033.34,12500.00,23207.19,22341.04,41477.83,,,,,1341.00,663.00,49.44,350.00,26.10,1468.00,187.00,12.74,3642.00,23.00,0.63,3583.00,98.38,5.00,0.14,5.00,0.14,23.00,0.63,0.00,0.00,867.00,72.00,8.30,795.00,91.70,405.00,46.71,390.00,44.98,83200.00,118159.92,401.00,569.50,27130.00,38529.79,,,26736.00,37970.24,,,,,64850.98,2900.00,191000.00,62000.00,3307400.00,51.00,92100.80,4118.56,271256.56,88051.87,4697141.00,2.29,1260.00,580.00,46.03,357.00,28.33,1997.00,900.00,45.07,3676,66,1.80,3441,93.61,30,0.82,8,0.22,105,2.86,0,0.00,850,147,17.29,703,82.71,313,36.82,390,45.88,95000,101048.73,473,503.12,25833.00,27477.81,50556,53774.94,23125,24597.39,58750,62490.66,-999.00,-1062.61,63998.20,19000.00,245000.00,54246.00,959973.00,15.00,68073.02,20209.75,260599.35,57699.89,1021095.26,2.10,893,367,41.10,168,18.81,1069,140,13.10,3591,264,7.4,2808,78.2,6,0.2,94,2.6,0,0.0,0,0.0,89,2.5,330,9.2,6.77,-20.18,2.46,8.57,937,698,74.50,239,25.50,205,29.40,493,70.60,100900.00,829.00,102965.77,845.97,26603.00,27147.65,54063.00,55169.85,22364.00,22821.87,,,,,,,,,,,,,131968.25,500.00,838000.00,87500.00,8314000.00,63.00,134670.09,510.24,855156.72,89291.42,8484215.98,3.29,1271,76,99,175,13.77
37063001304,4020.44,12.14,0.30,3997.16,99.42,8.60,0.21,0.51,0.01,969.05,97.16,10.03,871.90,89.97,429.12,44.28,442.78,45.69,88595.68,14140.63,65.23,408.66,1434.10,8985.09,1587.43,1121.37,70.64,284.90,17.95,1535.81,48.07,3.13,3742.63,12.14,0.32,3690.00,98.59,1.52,0.04,2.02,0.05,27.33,0.73,0.51,0.01,1036.86,26.31,2.54,1010.55,97.46,465.05,44.85,545.50,52.61,30641.00,88838.70,137.00,397.21,11128.00,32263.86,,,14081.44,40826.89,13437.50,38959.89,,,1589.96,951.34,59.83,324.87,20.43,1566.17,58.70,3.75,2843.00,30.00,1.06,2783.00,97.89,7.00,0.25,0.00,0.00,23.00,0.81,0.00,0.00,1218.00,96.00,7.88,1122.00,92.12,379.00,31.12,743.00,61.00,60200.00,111765.84,234.00,434.44,17382.00,32270.99,30000.00,55697.26,17838.83,33119.13,20000.00,37131.51,,,1711.00,928.00,54.24,291.00,17.01,1365.00,94.00,6.89,2882.00,38.00,1.32,2370.00,82.23,2.00,0.07,2.00,0.07,469.00,16.27,0.00,0.00,1200.00,101.00,8.42,1099.00,91.58,338.00,28.17,761.00,63.42,82200.00,116739.73,350.00,497.07,21567.00,30629.27,,,20357.00,28910.84,32917.00,46748.44,,,65139.13,1000.00,120000.00,74500.00,3973487.00,61.00,92510.03,1420.19,170422.97,105804.26,5643112.02,3.45,1728.00,1081.00,62.56,202.00,11.69,1200.00,84.00,7.00,2557,38,1.49,2195,85.84,10,0.39,2,0.08,303,11.85,2,0.08,1185,128,10.80,1057,89.20,307,25.91,750,63.29,111900,119024.76,486,516.94,20343.00,21638.26,12917,13739.44,22181,23593.28,11827,12580.03,-999.00,-1062.61,72911.76,18000.00,157000.00,55000.00,1239500.00,17.00,77554.11,19146.07,166996.32,58501.89,1318419.97,2.70,1477,895,60.60,153,10.36,1046,242,23.14,3006,93,3.1,2499,83.1,0,0.0,0,0.0,0,0.0,0,0.0,171,5.7,243,8.1,1.78,0.87,-0.07,-8.17,1278,1151,90.10,127,9.90,226,19.60,925,80.40,117300.00,599.00,119701.53,611.26,21229.00,21663.63,18516.00,18895.09,21194.00,21627.91,,,,,,,,,,,77375.00,78959.13,143134.15,11000.00,838000.00,85000.00,5868500.00,41.00,146064.59,11225.21,855156.72,86740.24,5988648.24,4.00,1724,57,111,168,9.74
37063001400,3620.64,6.15,0.17,3608.65,99.67,3.34,0.09,0.83,0.02,1048.31,27.53,2.63,1020.78,97.37,285.98,27.28,734.80,70.09,76512.53,12212.05,55.75,349.27,3925.02,24591.52,1591.95,1307.96,82.16,167.80,10.54,1388.00,89.97,6.48,3234.23,11.10,0.34,3188.15,98.58,5.83,0.18,0.84,0.03,26.64,0.82,0.00,0.00,1198.56,76.64,6.39,1121.92,93.61,292.18,24.38,829.74,69.23,24989.07,72451.82,97.03,281.31,9959.29,28875.37,14785.71,42868.82,11654.51,33790.40,,,,,1668.83,1250.24,74.92,175.65,10.53,1516.22,94.19,6.21,3084.04,15.02,0.49,3051.00,98.93,1.00,0.03,1.00,0.03,12.01,0.39,0.00,0.00,1304.17,117.29,8.99,1186.87,91.01,312.61,23.97,874.26,67.04,51597.66,95794.94,192.07,356.59,14577.25,27063.76,12500.00,23207.19,14788.04,27455.10,2500.00,4641.44,,,1746.85,1136.59,65.07,167.56,9.59,1270.13,106.25,8.37,3412.73,40.08,1.17,3223.53,94.46,4.01,0.12,1.00,0.03,144.10,4.22,0.00,0.00,1388.01,128.40,9.25,1259.61,90.75,286.54,20.64,973.07,70.11,64908.89,92183.04,265.16,376.58,18439.19,26187.18,13815.89,19621.20,18270.99,25948.30,63294.54,89890.36,,,59011.36,7000.00,190500.00,56500.00,2596500.00,44.00,83807.43,9941.34,270546.46,80240.81,3687526.94,3.06,1668.44,1021.35,61.22,231.39,13.87,1331.24,198.09,14.88,2609,32,1.23,2356,90.30,6,0.23,3,0.11,207,7.93,1,0.04,1220,209,17.13,1011,82.87,213,17.46,798,65.41,79600,84668.20,359,381.86,17355.00,18460.01,-999,-1062.61,17267,18366.40,212727,226271.50,-999.00,-1062.61,45092.35,7000.00,125000.00,37000.00,766570.00,17.00,47963.42,7445.70,132958.85,39355.82,815378.14,2.13,1447,928,64.13,162,11.20,1077,246,22.84,2542,33,1.3,1982,78.0,0,0.0,0,0.0,0,0.0,0,0.0,211,8.3,316,12.4,0.13,-16.46,-0.03,8.18,1173,926,78.90,247,21.10,219,23.70,707,76.30,65000.00,407.00,66330.77,415.33,21267.00,21702.41,,,19962.00,20370.69,,,,,,,,,,,,,63681.03,1000.00,136000.00,58500.00,3693500.00,58.00,64984.80,1020.47,138784.38,59697.69,3769118.56,2.75,1261,57,127,184,14.59
37063001501,4119.25,3315.86,80.50,752.52,18.27,38.01,0.92,0.00,0.00,602.83,29.82,4.95,573.01,95.05,21.63,3.59,551.38,91.46,87018.47,13888.89,76.11,476.86,1011.25,6335.83,972.95,550.79,56.61,323.34,33.23,1149.53,46.78,4.07,4663.02,3664.93,78.60,803.97,17.24,9.94,0.21,101.15,2.17,69.58,1.49,0.58,0.01,1099.83,56.13,5.10,1043.70,94.90,24.56,2.23,1019.14,92.66,30833.00,89395.37,197.00,571.17,8795.00,25499.70,13384.15,38805.20,7172.13,20794.45,,,,,1150.12,474.20,41.23,498.17,43.31,1746.51,66.07,3.78,4600.00,3950.00,85.87,202.00,4.39,5.00,0.11,284.00,6.17,155.00,3.37,1.00,0.02,140.00,0.00,0.00,140.00,100.00,1.00,0.71,139.00,99.29,67500.00,125318.85,418.00,776.05,6056.00,11243.42,6200.00,11510.77,7500.00,13924.32,,,,,34.00,2.00,5.88,32.00,94.12,1783.00,76.00,4.26,3008.00,2145.00,71.31,234.00,7.78,4.00,0.13,485.00,16.12,124.00,4.12,0.00,0.00,145.00,3.00,2.07,142.00,97.93,2.00,1.38,140.00,96.55,0.00,0.00,440.00,624.88,4545.00,6454.77,7125.00,10118.86,2499.00,3549.06,,,5645.16,8017.21,,,,,,,,,,,,,43.00,0.00,0.00,43.00,100.00,1156.00,240.00,20.76,3070,1527,49.74,358,11.66,17,0.55,970,31.60,187,6.09,0,0.00,198,0,0.00,198,100.00,13,6.57,185,93.43,-999,-1062.61,370,393.56,8482.00,9022.06,-999,-1062.61,-999,-1062.61,-999,-1062.61,-999.00,-1062.61,,,,,,,,,,,,,66,26,39.39,23,34.85,810,104,12.84,2911,1307,44.9,666,22.9,0,0.0,644,22.1,10,0.3,0,0.0,71,2.4,213,7.3,-26.41,15.12,5.98,3.18,35,35,100.00,0,0.00,5,14.30,30,85.70,,1053.00,,1074.56,10536.00,10751.71,10000.00,10204.73,,,,,,,,,,,,,11250.00,11480.33,,,,,,,,,,,,,60,11,19,30,50.00
37063001502,3314.50,2648.04,79.89,629.96,19.01,27.29,0.82,0.36,0.01,771.48,36.74,4.76,734.74,95.24,153.37,19.88,581.37,75.36,62569.29,9986.59,71.58,448.46,1799.43,11274.04,1140.08,800.09,70.18,228.58,20.05,1138.03,37.47,3.29,3783.43,2943.63,77.80,707.52,18.70,7.60,0.20,67.32,1.78,46.41,1.23,0.32,0.01,1296.20,80.84,6.24,1215.37,93.76,143.19,11.05,1072.18,82.72,23957.55,69461.09,188.87,547.60,8935.74,25907.74,13215.93,38317.49,8879.57,25744.89,,,,,1355.61,745.53,55.00,424.96,31.35,1631.88,64.14,3.93,5187.79,2443.96,47.11,2111.10,40.69,23.99,0.46,513.78,9.90,90.96,1.75,1.00,0.02,2635.88,143.94,5.46,2491.94,94.54,104.96,3.98,2386.98,90.56,55700.00,103411.25,329.00,610.81,14994.00,27837.49,17753.85,32961.36,12433.86,23084.40,20000.00,37131.51,16093.75,29879.26,3387.56,1226.48,36.21,1460.38,43.11,2476.94,118.95,4.80,6122.39,1424.39,23.27,2483.94,40.57,28.99,0.47,812.65,13.27,1313.44,21.45,1.00,0.02,3144.66,358.85,11.41,2785.81,88.59,86.96,2.77,2698.85,85.82,62000.00,88051.86,517.00,734.24,22265.00,31620.56,22423.00,31844.95,16048.00,22791.23,27250.00,38700.22,28520.41,40504.44,67944.44,45000.00,81500.00,72000.00,611500.00,9.00,96494.11,63908.61,115745.60,102253.78,868447.03,3.23,3440.53,1566.33,45.53,1283.45,37.30,3183.64,177.92,5.59,5986,1350,22.55,2028,33.88,11,0.18,912,15.24,1663,27.78,1,0.02,3150,303,9.62,2847,90.38,66,2.10,2781,88.29,111000,118067.46,564,599.91,25690.00,27325.70,21546,22917.85,14817,15760.41,38031,40452.46,28214.00,30010.41,93000.00,93000.00,93000.00,93000.00,93000.00,1.00,98921.39,98921.39,98921.39,98921.39,98921.39,3.62,2988,1572,52.61,775,25.94,2956,404,13.67,6292,1440,22.9,1900,30.2,63,1.0,1338,21.3,20,0.3,11,0.2,172,2.7,1348,21.4,-0.37,-10.37,8.03,-0.05,3633,3098,85.30,535,14.70,29,0.90,3069,99.10,,833.00,,850.05,24884.00,25393.46,27000.00,27552.78,20426.00,20844.19,,,26771.00,27319.09,,,16181.00,16512.28,,,27361.00,27921.17,130600.00,56000.00,225000.00,135000.00,1306000.00,10.00,133273.83,57146.51,229606.52,137763.91,1332738.28,5.43,3671,482,371,853,23.24
