id,pop70,nhwht70,pnhwht70,nhblk70,pnhblk70,asian70,pasian70,haw70,phaw70,hu70,vac70,pvac70,ohu70,pohu70,own70,pown70,rent70,prent70,mhmval70a17,mhmval70,mrent70,mrent70a17,hinc70,hinc70a17,ag25up70,hs70,phs70,col70,pcol70,clf70,unemp70,punemp70,pop80,nhwht80,pnhwht80,nhblk80,pnhblk80,ntv80,pntv80,asian80,pasian80,hisp80,phisp80,haw80,phaw80,hu80,vac80,pvac80,ohu80,pohu80,own80,pown80,rent80,prent80,mhmval80,mhmval80a17,mrent80,mrent80a17,hinc80,hinc80a17,hincw80,hincw80a17,hincb80,hincb80a17,hinch80,hinch80a17,hinca80,hinca80a17,ag25up80,hs80,phs80,col80,pcol80,clf80,unemp80,punemp80,pop90,nhwht90,pnhwht90,nhblk90,pnhblk90,ntv90,pntv90,asian90,pasian90,hisp90,phisp90,haw90,phaw90,hu90,vac90,pvac90,ohu90,pohu90,own90,pown90,rent90,prent90,mhmval90,mhmval90a17,mrent90,mrent90a17,hinc90,hinc90a17,hincw90,hincw90a17,hincb90,hincb90a17,hinch90,hinch90a17,hinca90,hinca90a17,ag25up90,hs90,phs90,col90,pcol90,clf90,unemp90,punemp90,pop00,nhwht00,pnhwht00,nhblk00,pnhblk00,ntv00,pntv00,asian00,pasian00,hisp00,phisp00,haw00,phaw00,hu00,vac00,pvac00,ohu00,pohu00,own00,pown00,rent00,prent00,mhmval00,mhmval00a17,mrent00,mrent00a17,hinc00,hinc00a17,hincw00,hincw00a17,hincb00,hincb00a17,hinch00,hinch00a17,hinca00,hinca00a17,meansp9800,minsp9800,maxsp9800,mediansp9800,totsp9800,nums9800,meansp9800a17,minsp9800a17,maxsp9800a17,mediansp9800a17,totsp9800a17,pir9800,ag25up00,hs00,phs00,col00,pcol00,clf00,unemp00,punemp00,pop10,nhwht10,pnhwht10,nhblk10,pnhblk10,ntv10,pntv10,asian10,pasian10,hisp10,phisp10,haw10,phaw10,hu10,vac10,pvac10,ohu10,pohu10,own10,pown10,rent10,prent10,mhmval12,mhmval12a17,mrent12,mrent12a17,hinc12,hinc12a17,hincw12,hincw12a17,hincb12,hincb12a17,hinch12,hinch12a17,hinca12,hinca12a17,meansp0709,minsp0709,maxsp0709,mediansp0709,totsp0709,nums0709,meansp0709a17,minsp0709a17,maxsp0709a17,mediansp0709a17,totsp0709a17,pir0712,ag25up12,hs12,phs12,col12,pcol12,clf12,unemp12,punemp12,pop16,nhwht16,pnhwht16,nhblk16,pnhblk16,ntv16,pntv16,asian16,pasian16,haw16,phaw16,oth16,poth16,twomr16,ptwomr16,hisp16,phisp16,pcnhwht0016,pcnhblk0016,pcasian0016,pchisp0016,hu16,ohu16,pohu16,vac16,pvac16,own16,pown16,rent16,prent16,mhmval16,mrent16,mhmval16a17,mrent16a17,hinc16,hinc16a17,hincw16,hincw16a17,hincb16,hincb16a17,hincn16,hincn16a17,hinca16,hinca16a17,hincp16,hincp16a17,hinco16,hinco16a17,hincm16,hincm16a17,hinch16,hinch16a17,meansp1517,minsp1517,maxsp1517,mediansp1517,totsp1517,nums1517,meansp1517a17,minsp1517a17,maxsp1517a17,mediansp1517a17,totsp1517a17,pir1517,ag25up16,colm16,colf16,col16,pcol16
37063001503,615.21,495.22,80.50,112.39,18.27,5.68,0.92,0.00,0.00,90.03,4.45,4.95,85.58,95.05,3.23,3.59,82.35,91.46,87018.47,13888.89,76.11,476.86,1011.25,6335.83,145.31,82.26,56.61,48.29,33.23,171.68,6.99,4.07,696.42,547.35,78.60,120.07,17.24,1.48,0.21,15.11,2.17,10.39,1.49,0.09,0.01,164.26,8.38,5.10,155.88,94.90,3.67,2.23,152.21,92.66,30833.00,89395.37,197.00,571.17,8795.00,25499.70,13384.15,38805.20,7172.13,20794.45,,,,,171.77,70.82,41.23,74.40,43.31,260.84,9.87,3.78,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0.00,0.00,,0.00,,0.00,0.00,,1694.00,1165.00,68.77,172.00,10.15,8.00,0.47,263.00,15.53,82.00,4.84,0.00,0.00,21.00,0.00,0.00,21.00,100.00,0.00,0.00,21.00,100.00,,,475.00,674.59,8750.00,12426.67,8750.00,12426.67,,,,,,,,,,,,,,,,,,,8.00,0.00,0.00,8.00,100.00,560.00,45.00,8.04,1941,1044,53.79,243,12.52,8,0.41,451,23.24,175,9.02,0,0.00,39,0,0.00,39,100.00,15,38.46,24,61.54,-999,-1062.61,-999,-1062.61,-999.00,-1062.61,-999,-1062.61,-999,-1062.61,-999,-1062.61,-999.00,-1062.61,,,,,,,,,,,,,16,0,0.00,16,100.00,432,47,10.88,1642,655,39.9,471,28.7,8,0.5,328,20.0,0,0.0,5,0.3,32,1.9,143,8.7,-28.87,18.55,4.47,3.86,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7,16,23,85.19
37063001601,1639.55,1479.87,90.26,157.97,9.64,0.00,0.00,0.00,0.00,488.62,12.99,2.66,475.62,97.34,412.71,84.46,62.91,12.88,134360.92,21445.15,66.00,413.51,10846.71,67958.25,906.11,688.99,76.04,131.64,14.53,728.65,7.18,0.99,3816.07,3135.86,82.18,627.96,16.46,3.94,0.10,21.69,0.57,21.69,0.57,0.00,0.00,1237.19,27.60,2.23,1209.59,97.77,1117.91,90.36,91.68,7.41,51705.00,149910.40,241.00,698.74,24823.00,71970.33,26700.40,77413.56,23166.67,67168.06,,,,,2221.03,1224.37,55.13,531.35,23.92,2081.04,12.82,0.62,4349.39,3562.71,81.91,723.58,16.64,10.84,0.25,35.49,0.82,16.76,0.39,0.00,0.00,1512.23,51.26,3.39,1460.97,96.61,1313.10,86.83,147.87,9.78,92400.00,171547.57,478.00,887.44,46652.00,86612.96,47049.63,87351.20,44878.05,83319.49,62500.00,116035.96,42500.00,78904.46,2933.77,1327.88,45.26,772.87,26.34,2527.61,57.18,2.26,5516.00,3977.00,72.10,1298.00,23.53,23.00,0.42,138.00,2.50,63.00,1.14,0.00,0.00,2001.00,57.00,2.85,1944.00,97.15,1811.00,90.50,133.00,6.65,134500.00,191015.74,708.00,1005.50,59072.00,83893.55,58405.00,82946.28,61098.00,86770.85,63750.00,90537.20,62727.27,89084.73,145506.61,18500.00,332500.00,140000.00,66060000.00,454.00,206647.23,26273.54,472213.64,198826.79,93817843.06,2.37,3906.00,1353.00,34.64,1345.00,34.43,2846.00,52.00,1.83,5806,3610,62.18,1661,28.61,33,0.57,180,3.10,312,5.37,0,0.00,2379,104,4.37,2275,95.63,1984,83.40,291,12.23,167000,177633.03,1014,1078.56,67854.00,72174.32,69200,73606.02,53917,57349.94,95771,101868.82,39420.00,41929.90,177434.19,4500.00,642500.00,162500.00,16856248.00,95.00,188731.57,4786.52,683408.50,172846.51,17929499.04,2.39,4123,1522,36.91,1569,38.05,2992,266,8.89,6114,3291,53.8,1665,27.2,0,0.0,147,2.4,0,0.0,0,0.0,121,2.0,890,14.6,-18.30,3.67,-0.10,13.46,2396,2257,94.20,139,5.80,2018,89.40,239,10.60,169400.00,1220.00,172868.20,1244.98,78134.00,79733.67,79170.00,80790.88,76477.00,78042.75,,,,,,,77188.00,78768.30,,,82071.00,83751.27,205545.00,18000.00,800000.00,182000.00,57758145.00,281.00,209753.21,18368.52,816378.73,185726.16,58940651.50,2.33,4398,527,583,1110,25.24
37063001603,1602.48,1446.41,90.26,154.40,9.64,0.00,0.00,0.00,0.00,477.57,12.70,2.66,464.87,97.34,403.38,84.46,61.49,12.88,134360.92,21445.15,66.00,413.51,10846.71,67958.25,885.63,673.41,76.04,128.67,14.53,712.18,7.02,0.99,4413.18,4099.52,92.89,248.67,5.63,3.58,0.08,16.89,0.38,39.40,0.89,0.00,0.00,1469.52,77.26,5.26,1392.26,94.74,1304.77,88.79,87.50,5.95,63666.00,184589.42,230.00,666.85,27078.00,78508.34,28369.07,82251.61,,,36071.43,104583.37,,,2632.56,1216.25,46.20,852.45,32.38,2351.65,40.93,1.74,4812.93,4447.55,92.41,273.54,5.68,3.99,0.08,42.93,0.89,44.92,0.93,3.99,0.08,1695.16,29.95,1.77,1665.21,98.23,1554.39,91.70,110.81,6.54,92800.00,172290.21,528.00,980.27,47554.00,88287.59,47631.58,88431.62,33888.89,62917.28,64880.95,120456.39,40357.14,74926.08,3123.76,1325.78,42.44,855.57,27.39,2871.19,82.86,2.89,5539.72,4681.15,84.50,639.93,11.55,24.96,0.45,98.83,1.78,74.87,1.35,2.00,0.04,2125.44,54.91,2.58,2070.53,97.42,1946.74,91.59,123.79,5.82,136600.00,193998.15,569.00,808.09,61469.00,87297.75,62188.00,88318.86,60893.00,86479.71,,,58235.29,82705.26,164277.09,6000.00,466000.00,142000.00,64396621.00,392.00,233304.91,8521.15,661809.19,201667.18,91455526.53,2.31,3817.60,1274.86,33.39,1470.54,38.52,3124.76,54.91,1.76,6271,4505,71.84,1096,17.48,41,0.65,278,4.43,329,5.25,0,0.00,2548,130,5.10,2418,94.90,2258,88.62,160,6.28,188100,200076.48,850,904.12,78833.00,83852.36,83289,88592.08,57361,61013.22,42351,45047.52,138088.00,146880.18,197986.65,12500.00,528000.00,181250.00,28510077.00,144.00,210592.62,13295.89,561618.19,192790.34,30325336.83,2.30,4318,1272,29.46,1675,38.79,3244,126,3.88,6277,4417,70.4,1111,17.7,0,0.0,204,3.2,0,0.0,45,0.7,123,2.0,377,6.0,-14.10,6.15,1.42,4.65,2667,2589,97.10,78,2.90,2371,91.60,218,8.40,182100.00,1121.00,185828.21,1143.95,71458.00,72920.99,79432.00,81058.24,57952.00,59138.48,,,,,,,,,,,,,214350.00,15500.00,519000.00,201500.00,55731000.00,260.00,218738.48,15817.34,529625.70,205625.39,56872003.92,2.82,4560,396,660,1056,23.16
37063001604,1526.79,1378.10,90.26,147.10,9.63,0.00,0.00,0.00,0.00,455.01,12.10,2.66,442.91,97.34,384.32,84.46,58.59,12.88,134360.64,21445.10,66.01,413.56,10846.71,67958.21,843.79,641.60,76.04,122.59,14.53,678.55,6.69,0.99,4204.57,3905.75,92.89,236.91,5.63,3.41,0.08,16.09,0.38,37.54,0.89,0.00,0.00,1400.07,73.61,5.26,1326.46,94.74,1243.09,88.79,83.37,5.96,63665.73,184588.64,229.99,666.83,27077.71,78507.50,28368.95,82251.26,,,36071.43,104583.36,,,2508.13,1158.76,46.20,812.16,32.38,2240.50,39.00,1.74,5311.17,4692.16,88.35,502.00,9.45,5.00,0.09,64.00,1.21,44.00,0.83,0.00,0.00,1801.07,48.00,2.67,1753.07,97.33,1645.06,91.34,108.01,6.00,128504.39,238578.09,572.68,1063.22,54141.14,100517.11,57141.61,106087.70,40709.04,75579.40,42500.00,78904.46,69999.00,129958.43,3466.12,1044.05,30.12,1435.04,41.40,2969.10,49.00,1.65,5350.00,4456.00,83.29,663.00,12.39,22.00,0.41,124.00,2.32,66.00,1.23,0.00,0.00,2052.00,59.00,2.88,1993.00,97.12,1887.00,91.96,106.00,5.17,168600.00,239444.27,794.00,1127.63,79769.00,113287.25,83924.00,119188.14,52708.00,74855.45,61250.00,86986.72,,,172066.21,20000.00,516000.00,165500.00,75365000.00,438.00,244366.95,28403.83,732818.76,235041.67,107032723.92,2.07,3750.00,919.00,24.51,1661.00,44.29,3200.00,57.00,1.78,6645,4995,75.17,1140,17.16,14,0.21,225,3.39,254,3.82,0,0.00,2711,108,3.98,2603,96.02,2446,90.23,157,5.79,224100,238368.63,1300,1382.77,90441.00,96199.45,90689,96463.24,82891,88168.74,-999,-1062.61,51645.00,54933.28,206478.49,4000.00,356000.00,200000.00,19202500.00,93.00,219625.14,4254.68,378666.81,212734.16,20425138.82,2.21,4669,993,21.27,2417,51.77,3413,191,5.60,6599,5206,78.9,965,14.6,10,0.2,90,1.4,0,0.0,40,0.6,149,2.3,139,2.1,-4.39,2.21,-0.92,0.87,2663,2541,95.40,122,4.60,2332,91.80,209,8.20,227100.00,1363.00,231749.51,1390.91,92465.00,94358.07,86949.00,88729.14,130982.00,133663.65,,,,,,,,,,,,,232635.80,500.00,490000.00,232500.00,56530500.00,243.00,237398.65,510.24,500031.97,237260.07,57687872.42,2.51,4774,512,931,1443,30.23
37063001705,2260.92,2234.34,98.82,23.89,1.06,1.09,0.05,0.00,0.00,733.47,29.45,4.01,704.02,95.99,550.08,75.00,153.94,20.99,121054.23,19321.29,99.24,621.77,10622.90,66555.99,1284.86,928.11,72.23,181.61,14.13,1055.50,9.81,0.93,3367.23,3237.10,96.14,90.87,2.70,0.10,0.00,17.27,0.51,20.97,0.62,0.00,0.00,1460.98,24.60,1.68,1436.37,98.32,895.11,61.27,541.27,37.05,40391.65,117109.16,246.52,714.74,17199.18,49866.29,23297.61,67547.70,20312.33,58892.38,,,,,62.59,32.17,51.40,21.36,34.13,46.37,1.26,2.72,4255.86,3809.28,89.51,369.77,8.69,2.07,0.05,68.28,1.60,4.44,0.10,0.01,0.00,1888.63,57.16,3.03,1831.47,96.97,1282.66,67.91,548.81,29.06,83475.18,154977.98,456.31,847.18,36178.24,67167.63,35986.92,66812.43,49563.39,92018.17,30000.00,55697.26,31999.42,59409.34,3089.08,1320.89,42.76,811.26,26.26,2204.92,57.35,2.60,4073.32,3050.44,74.89,794.91,19.52,8.00,0.20,88.99,2.18,113.98,2.80,0.00,0.00,1884.68,79.99,4.24,1804.70,95.76,1260.77,66.90,543.92,28.86,113299.90,160907.55,656.99,933.06,41823.13,59396.85,38981.19,55360.75,54498.49,77398.29,39792.55,56513.03,61873.92,87872.81,144029.20,3000.00,735000.00,115000.00,34711038.00,241.00,204549.03,4260.57,1043840.67,163322.01,49296317.22,2.75,3016.48,1120.80,37.16,956.84,31.72,1985.68,92.99,4.68,4519,2539,56.18,1251,27.68,22,0.49,174,3.85,526,11.64,2,0.04,2202,161,7.31,2041,92.69,1205,54.72,836,37.97,144300,153487.70,799,849.87,45709.00,48619.33,45890,48811.85,58625,62357.70,42266,44957.11,-999.00,-1062.61,167415.63,1500.00,1005000.00,124798.00,13728082.00,82.00,178075.12,1595.51,1068989.17,132743.99,14602160.16,2.73,3342,1051,31.45,1275,38.15,2476,211,8.52,5202,2753,52.9,1528,29.4,0,0.0,126,2.4,0,0.0,0,0.0,8,0.2,787,15.1,-21.99,9.88,0.22,12.30,2531,2359,93.20,172,6.80,1227,52.00,1132,48.00,157300.00,1066.00,160520.47,1087.82,57883.00,59068.06,52313.00,53384.03,58983.00,60190.58,,,121165.00,123645.66,,,,,,,41639.00,42491.49,203866.93,1500.00,780000.00,163000.00,38530850.00,189.00,208040.78,1530.71,795969.26,166337.17,39319708.10,2.82,3811,307,618,925,24.27
37063001706,991.67,965.41,97.35,22.34,2.25,2.66,0.27,0.00,0.00,318.84,6.72,2.11,312.12,97.89,229.43,71.96,82.68,25.93,129895.13,20732.37,112.75,706.42,9769.52,61209.24,558.19,381.20,68.29,113.96,20.42,520.70,6.91,1.33,1395.04,1311.50,94.01,50.32,3.61,1.77,0.13,14.72,1.06,10.76,0.77,0.01,0.00,541.30,6.79,1.25,534.51,98.75,367.42,67.88,167.09,30.87,55322.80,160399.65,202.49,587.08,20218.89,58621.46,24916.02,72240.02,7317.02,21214.54,,,,,895.39,411.47,45.95,324.73,36.27,830.33,12.95,1.56,3212.00,2694.00,83.87,324.00,10.09,8.00,0.25,114.00,3.55,67.00,2.09,0.00,0.00,1800.00,104.00,5.78,1696.00,94.22,579.00,32.17,1117.00,62.06,96700.00,179530.85,437.00,811.32,32528.00,60390.69,33841.91,62830.06,21574.07,40053.90,32142.86,59675.64,15937.50,29589.17,2266.00,471.00,20.79,1334.00,58.87,2058.00,53.00,2.58,3847.00,2652.00,68.94,746.00,19.39,10.00,0.26,255.00,6.63,156.00,4.06,0.00,0.00,2084.00,141.00,6.77,1943.00,93.23,765.00,36.71,1178.00,56.53,137500.00,195276.32,642.00,911.76,42398.00,60213.27,47056.00,66828.53,30750.00,43670.89,30147.00,42814.51,32916.67,46747.97,203902.68,20000.00,545500.00,175000.00,30381500.00,149.00,289580.83,28403.83,774714.40,248533.49,43147544.64,4.13,2569.00,364.00,14.17,1618.00,62.98,2410.00,81.00,3.36,4179,2443,58.46,984,23.55,22,0.53,370,8.85,347,8.30,0,0.00,2351,215,9.15,2136,90.85,805,34.24,1331,56.61,190100,202203.82,688,731.81,45921.00,48844.83,52604,55953.34,35966,38255.98,32500,34569.30,162701.98,173061.35,255761.90,108500.00,470000.00,222000.00,16113000.00,63.00,272046.47,115408.28,499925.28,236134.92,17138927.84,4.83,2967,512,17.26,1812,61.07,2665,173,6.49,5033,2490,49.5,1574,31.3,0,0.0,583,11.6,0,0.0,0,0.0,85,1.7,301,6.0,-19.44,11.91,4.97,1.94,2542,2444,96.10,98,3.90,951,38.90,1493,61.10,207800.00,774.00,212054.38,789.85,45283.00,46210.10,54346.00,55458.65,39895.00,40711.79,,,27208.00,27765.04,,,,,,,35694.00,36424.78,277525.97,72000.00,500000.00,263000.00,21369500.00,77.00,283207.87,73474.09,510236.71,268384.51,21807006.65,5.81,3662,384,588,972,26.54
37063001707,2714.50,2665.62,98.20,39.82,1.47,5.97,0.22,0.00,0.00,896.85,19.95,2.22,876.89,97.78,658.62,73.44,218.27,24.34,128967.54,20584.32,113.96,714.02,10734.59,67255.78,1571.04,1082.43,68.90,307.73,19.59,1442.12,17.80,1.23,3867.29,3663.20,94.72,118.89,3.07,4.37,0.11,37.29,0.96,28.27,0.73,0.00,0.00,1540.82,19.08,1.24,1521.74,98.76,1054.82,68.46,466.92,30.30,55232.42,160137.59,207.88,602.72,20414.21,59187.76,24806.89,71923.61,18613.14,53965.84,,,,,2320.78,1070.17,46.11,837.90,36.10,2129.41,32.27,1.52,4294.83,4096.84,95.39,99.00,2.31,9.00,0.21,73.00,1.70,17.00,0.40,0.00,0.00,1683.93,47.00,2.79,1636.93,97.21,1411.94,83.85,224.99,13.36,97000.00,180087.82,519.00,963.56,49123.00,91200.56,49241.07,91419.76,50735.29,94193.90,42500.00,78904.46,36875.00,68461.22,2974.88,1224.95,41.18,1072.96,36.07,2539.90,76.00,2.99,5903.00,5283.00,89.50,360.00,6.10,25.00,0.42,152.00,2.57,68.00,1.15,0.00,0.00,2654.00,155.00,5.84,2499.00,94.16,2003.00,75.47,496.00,18.69,149700.00,212602.65,971.00,1379.01,64280.00,91289.90,65724.00,93340.66,62656.00,88983.51,28750.00,40830.50,61500.00,87341.77,185227.27,20000.00,821000.00,159500.00,71312500.00,385.00,263058.17,28403.83,1165977.13,226520.53,101277398.33,2.48,4462.00,1334.00,29.90,2001.00,44.85,3184.00,61.00,1.92,6485,5361,82.67,518,7.99,20,0.31,264,4.07,310,4.78,0,0.00,3023,137,4.53,2886,95.47,2195,72.61,691,22.86,209600,222945.40,1191,1266.83,70370.00,74850.52,71481,76032.25,57794,61473.79,55952,59514.51,82279.00,87517.77,251646.34,3500.00,992000.00,206500.00,31204146.00,124.00,267668.87,3722.85,1055161.45,219648.02,33190939.40,2.93,5407,1335,24.69,2824,52.23,3872,81,2.09,7042,5503,78.1,394,5.6,0,0.0,379,5.4,0,0.0,0,0.0,237,3.4,529,7.5,-11.40,-0.50,2.83,6.35,3267,3214,98.40,53,1.60,2337,72.70,877,27.30,219300.00,1161.00,223789.82,1184.77,66915.00,68284.98,68803.00,70211.63,76384.00,77947.84,,,105568.00,107729.34,,,,,50740.00,51778.82,,,339115.25,34500.00,2375000.00,258000.00,100039000.00,295.00,346058.10,35206.33,2423624.36,263282.14,102087140.01,3.86,5601,640,993,1633,29.16
37063001708,1377.26,919.79,66.78,456.57,33.15,0.44,0.03,0.00,0.00,442.01,37.06,8.38,404.96,91.62,260.52,58.94,144.44,32.68,97579.39,15574.50,76.51,479.38,9866.65,61817.80,697.77,563.85,80.81,92.31,13.23,549.49,21.17,3.85,2239.49,535.43,23.91,1669.51,74.55,1.37,0.06,2.95,0.13,21.38,0.95,0.00,0.00,647.67,39.02,6.03,608.65,93.97,322.47,49.79,286.19,44.19,40279.16,116782.99,183.27,531.35,17621.18,51089.81,19225.42,55741.04,18381.31,53293.67,,,,,1082.77,617.20,57.00,288.13,26.61,979.36,57.68,5.89,3069.61,702.29,22.88,2337.42,76.15,4.16,0.14,5.51,0.18,20.24,0.66,0.00,0.00,1140.77,33.74,2.96,1107.03,97.04,624.90,54.78,482.13,42.26,75914.23,140940.49,415.28,771.00,35611.14,66114.77,13436.54,24945.95,41822.63,77646.88,50088.07,92992.28,42500.00,78904.46,1816.23,673.12,37.06,616.13,33.92,1590.39,37.82,2.38,2720.00,368.00,13.53,2201.00,80.92,7.00,0.26,18.00,0.66,111.00,4.08,0.00,0.00,1142.00,50.00,4.38,1092.00,95.62,612.00,53.59,480.00,42.03,101200.00,143723.37,598.00,849.27,39833.00,56570.48,10387.00,14751.53,50323.00,71468.29,58750.00,83436.24,,,97458.33,10000.00,230000.00,100500.00,4678000.00,48.00,138409.48,14201.91,326644.02,142729.23,6643655.31,2.52,1812.00,642.00,35.43,567.00,31.29,1487.00,36.00,2.42,3989,416,10.43,3142,78.77,26,0.65,72,1.80,329,8.25,0,0.00,1736,201,11.58,1535,88.42,1035,59.62,500,28.80,153000,162741.63,594,631.82,48116.00,51179.58,19500,20741.58,53023,56399.02,47857,50904.09,70714.00,75216.42,157250.09,20000.00,216500.00,160000.00,17769260.00,113.00,167262.33,21273.42,230284.73,170187.33,18900643.26,3.33,2661,882,33.15,746,28.03,1974,231,11.70,5260,455,8.7,3773,71.7,0,0.0,69,1.3,0,0.0,13,0.2,85,1.6,865,16.4,-4.83,-9.22,0.64,12.32,1824,1769,97.00,55,3.00,1216,68.70,553,31.30,156500.00,857.00,159704.09,874.55,55563.00,56700.56,,,59476.00,60693.68,,,78125.00,79724.49,,,76655.00,78224.39,,,63125.00,64417.38,156735.71,5000.00,232000.00,165250.00,21943000.00,140.00,159944.63,5102.37,236749.83,168633.23,22392248.16,2.97,3187,247,630,877,27.52
37063001709,1766.13,1175.67,66.57,589.32,33.37,0.58,0.03,0.00,0.00,566.75,47.57,8.39,519.18,91.61,332.93,58.74,186.25,32.86,96214.90,15356.72,76.37,478.50,9820.72,61530.08,895.04,726.63,81.18,116.01,12.96,705.67,27.06,3.83,2831.97,658.03,23.24,2130.37,75.23,1.71,0.06,3.39,0.12,27.23,0.96,0.01,0.00,818.93,49.84,6.09,769.09,93.91,401.46,49.02,367.63,44.89,39536.50,114629.77,182.52,529.20,17402.20,50454.89,18475.06,53565.48,18331.94,53150.53,,,,,1367.85,787.85,57.60,359.79,26.30,1234.90,74.32,6.02,3104.00,518.00,16.69,2556.00,82.35,12.00,0.39,11.00,0.35,7.00,0.23,0.00,0.00,1115.00,162.00,14.53,953.00,85.47,468.00,41.97,485.00,43.50,54700.00,101554.68,341.00,633.09,22298.00,41397.92,20084.75,37288.85,21956.52,40763.94,,,42500.00,78904.46,1758.00,1221.00,69.45,166.00,9.44,1486.00,92.00,6.19,4509.00,511.00,11.33,3820.00,84.72,4.00,0.09,25.00,0.55,134.00,2.97,0.00,0.00,1760.00,134.00,7.61,1626.00,92.39,626.00,35.57,1000.00,56.82,82100.00,116597.71,509.00,722.88,27750.00,39410.31,19414.00,27571.60,29438.00,41807.59,30536.00,43366.96,,,76141.40,4000.00,240000.00,78000.00,9669958.00,127.00,108135.36,5680.77,340845.93,110774.93,13733191.07,2.81,2608.00,1574.00,60.35,361.00,13.84,1816.00,71.00,3.91,6109,758,12.41,4587,75.09,15,0.25,62,1.01,680,11.13,0,0.00,2691,350,13.01,2341,86.99,652,24.23,1689,62.76,113200,120407.54,625,664.79,26781.00,28486.17,31250,33239.71,24315,25863.16,34485,36680.69,-999.00,-1062.61,69314.86,10277.00,230000.00,65000.00,2426020.00,35.00,73728.19,10931.34,244644.29,69138.60,2580486.67,2.43,3337,1619,48.52,783,23.46,2535,429,16.92,6477,830,12.8,4566,70.5,0,0.0,174,2.7,0,0.0,0,0.0,230,3.6,677,10.5,1.47,-14.22,2.15,7.53,2914,2682,92.00,232,8.00,697,26.00,1985,74.00,114200.00,886.00,116538.06,904.14,26636.00,27181.33,22358.00,22815.74,28015.00,28588.56,,,,,,,45292.00,46219.28,,,,,104017.22,1600.00,675000.00,86500.00,11233860.00,108.00,106146.81,1632.76,688819.56,88270.95,11463855.48,3.25,3815,181,404,585,15.33
37063001710,1115.95,1102.50,98.80,12.24,1.10,0.48,0.04,0.00,0.00,359.82,14.64,4.07,345.18,95.93,270.77,75.25,74.41,20.68,122006.32,19473.25,100.42,629.14,10717.75,67150.24,631.31,457.52,72.47,88.10,13.95,520.17,4.56,0.88,1617.22,1318.27,81.51,261.51,16.17,1.52,0.09,15.68,0.97,17.20,1.06,0.51,0.03,680.09,33.39,4.91,646.70,95.09,268.76,39.52,377.94,55.57,48322.83,140104.35,238.00,690.05,18375.99,53278.24,19471.45,56454.37,18716.39,54265.20,,,,,1030.31,561.44,54.49,274.65,26.66,1002.49,20.23,2.02,2992.73,2146.68,71.73,704.04,23.52,12.00,0.40,91.01,3.04,36.00,1.20,0.00,0.00,1364.32,93.01,6.82,1271.32,93.18,587.24,43.04,684.08,50.14,84499.53,156879.75,386.01,716.66,32435.13,60218.26,36337.89,67464.04,29455.81,54686.93,30000.00,55697.26,19618.42,36423.07,2032.54,909.23,44.73,518.14,25.49,1839.36,44.01,2.39,3170.68,1496.56,47.20,1395.09,44.00,16.00,0.50,121.01,3.82,125.02,3.94,2.00,0.06,1477.32,107.01,7.24,1370.30,92.76,723.23,48.96,647.08,43.80,110201.14,156506.71,569.02,808.11,44898.15,63763.97,46099.90,65470.67,41024.37,58262.46,44218.59,62798.86,47694.43,67735.22,128875.58,78000.00,280000.00,125000.00,22166600.00,172.00,183027.99,110774.93,397653.59,177523.92,31480814.41,2.78,2096.52,634.20,30.25,693.16,33.06,1793.32,93.01,5.19,4705,1251,26.59,1960,41.66,16,0.34,196,4.17,1272,27.04,0,0.00,1850,132,7.14,1718,92.86,968,52.32,750,40.54,148300,157742.38,639,679.69,43202.00,45952.71,56797,60413.31,30833,32796.16,40938,43544.56,78990.00,84019.36,147557.38,73500.00,280000.00,149000.00,9001000.00,61.00,156952.48,78179.80,297827.83,158486.95,9574101.00,3.45,2524,1026,40.65,682,27.02,2290,153,6.68,4348,1260,29.0,1973,45.4,12,0.3,319,7.3,0,0.0,0,0.0,49,1.1,735,16.9,-18.20,1.40,3.48,12.96,1964,1768,90.00,196,10.00,1037,58.70,731,41.30,146800.00,841.00,149805.50,858.22,45106.00,46029.47,51292.00,52342.12,37500.00,38267.75,,,84932.00,86670.85,,,31548.00,32193.90,48750.00,49748.08,40088.00,40908.74,167601.56,25000.00,631000.00,170000.00,21453000.00,128.00,171032.94,25511.84,643918.73,173480.48,21892216.18,3.77,2776,305,372,677,24.39
