id,meansp1314,meansp1314a17,minsp1314,minsp1314a17,maxsp1314,maxsp1314a17,mediansp1314,mediansp1314a17,stddevsp1314,stddevsp1314a17,totsp1314,totsp1314a17,nums1314,mhi1314,mhi1314a17,pir1314,mean_sfno100517,tot_sfno100517,num_sfno100517,mean_sfoo100517,tot_sfoo100517,num_sfoo100517,prc_sfno100517,pop13,pop14,ptwhnl13,ptwhnl14,ptblknl13,ptblknl14,ptasnl13,ptasnl14,ptothnl13,ptothnl14,ptlat13,ptlat14,meansp1517,meansp1517a17,minsp1517,minsp1517a17,maxsp1517,maxsp1517a17,mediansp1517,mediansp1517a17,stddevsp1517,stddevsp1517a17,totsp1517,totsp1517a17,nums1517,mhi16,mhi16a17,pir1517,mgr_phi16,mmoc_phi16,mean_sfno011818,tot_sfno011818,num_sfno011818,mean_sfoo011818,tot_sfoo011818,num_sfoo011818,prc_sfno011818,pop16,ptwhnl16,ptblknl16,ptnanl16,ptasnl16,ptpanl16,ptothnl16,pt2mnl16,ptlat16
370630010012,61640.00,63485.84,10000.00,10299.46,131000.00,134922.86,52500.00,54072.14,40044.97,41244.13,1541000.00,1587146.05,25.00,16224.50,16710.35,3.24,70265.14,1545833.00,22.00,80135.18,11779872.00,147.00,13.02,1299,1299,8.70,8.70,61.00,61.00,0.20,0.20,1.50,1.50,28.70,28.70,99880.00,101924.88,6500.00,6633.08,399000.00,407168.89,74750.00,76280.39,79541.46,81169.94,9988065.00,10192554.80,100.00,26203.00,26739.46,2.85,32.90,26.00,71196.45,1423929.00,20.00,79836.03,12454420.00,156.00,11.36,1175,6.21,66.98,1.02,0.00,0.00,0.00,4.60,21.19
370630010013,56678.00,58375.25,500.00,514.97,166000.00,170970.96,36000.00,37078.04,46722.96,48122.11,2663912.00,2743684.24,47.00,20902.50,21528.44,1.72,59083.74,1595261.00,27.00,75222.36,14894027.00,198.00,12.00,1289,1289,7.40,7.40,68.80,68.80,0.00,0.00,1.80,1.80,22.00,22.00,107338.00,109535.58,5000.00,5102.37,800000.00,816378.73,69500.00,70922.90,141825.06,144728.70,10304528.00,10515496.88,96.00,37865.00,38640.23,1.84,29.50,12.20,58805.18,1646545.00,28.00,73896.91,15074969.00,204.00,12.07,1906,10.23,50.05,10.07,0.00,0.00,0.00,0.05,29.59
370630010021,45937.00,47312.61,15000.00,15449.18,88000.00,90635.21,43500.00,44802.63,16785.57,17288.23,1286258.00,1324775.67,28.00,22019.50,22678.89,1.98,75387.27,1960069.00,26.00,91745.87,22477739.00,245.00,9.59,3045,3045,4.40,4.40,52.50,52.50,0.60,0.60,1.70,1.70,40.80,40.80,79830.00,81464.39,15500.00,15817.34,180000.00,183685.21,75000.00,76535.51,38573.03,39362.75,5188950.00,5295185.53,65.00,29665.00,30272.34,2.53,30.80,19.20,76994.44,2078850.00,27.00,91914.53,22427146.00,244.00,9.96,2654,2.60,33.87,0.00,0.00,0.00,0.00,1.96,61.57
370630010022,40750.00,41970.28,17000.00,17509.07,57000.00,58706.89,44500.00,45832.58,16899.21,17405.27,163000.00,167881.12,4.00,20835.50,21459.43,2.14,72134.79,1009887.00,14.00,83963.16,8228390.00,98.00,12.50,787,787,9.80,9.80,61.20,61.20,0.00,0.00,1.40,1.40,27.60,27.60,117567.00,119974.00,5000.00,5102.37,675000.00,688819.56,81000.00,82658.35,128848.63,131486.61,3409453.00,3479256.15,29.00,24063.00,24555.65,3.37,31.40,15.60,72134.79,1009887.00,14.00,83928.44,8308916.00,99.00,12.39,898,3.01,83.63,0.00,0.00,0.00,0.00,0.00,13.36
370630010023,41225.00,42459.50,15000.00,15449.18,75500.00,77760.89,35000.00,36048.09,18616.03,19173.50,659600.00,679352.07,16.00,30817.50,31740.35,1.14,75855.00,1061970.00,14.00,77825.06,5525579.00,71.00,16.47,846,846,9.00,9.00,50.60,50.60,0.00,0.00,1.50,1.50,38.90,38.90,74405.00,75928.32,25000.00,25511.84,190000.00,193889.95,74000.00,75515.03,38210.55,38992.86,2157750.00,2201926.51,29.00,19920.00,20327.83,3.71,43.90,27.90,75259.20,1128888.00,15.00,76644.70,5671708.00,74.00,16.85,641,0.47,61.78,0.00,0.00,0.00,0.00,0.00,37.75
370630010024,39037.00,40205.98,11590.00,11937.07,95160.00,98009.62,30750.00,31670.82,25900.85,26676.46,780750.00,804129.97,20.00,28583.00,29438.93,1.08,60704.47,910567.00,15.00,75411.15,7164059.00,95.00,13.64,1296,1296,6.70,6.70,37.40,37.40,0.20,0.20,1.20,1.20,54.50,54.50,86925.00,88704.65,11500.00,11735.44,245000.00,250015.99,67000.00,68371.72,59641.29,60862.35,4085481.00,4169124.75,47.00,30385.00,31007.08,2.21,34.60,21.60,61441.24,1044501.00,17.00,76032.24,7375127.00,97.00,14.91,1583,10.55,28.43,1.83,0.00,0.00,0.00,2.21,56.98
370630011001,160692.00,165504.01,10751.00,11072.94,370000.00,381079.84,155000.00,159641.56,112030.62,115385.43,5624251.00,5792672.13,35.00,17024.50,17534.31,9.10,134996.14,1889946.00,14.00,188652.18,25468044.00,135.00,9.40,1947,1947,7.10,7.10,61.60,61.60,0.20,0.20,1.70,1.70,29.40,29.40,196186.00,200202.60,12000.00,12245.68,549000.00,560239.91,144250.00,147203.29,135280.29,138049.94,15302550.00,15615845.46,78.00,20441.00,20859.50,7.06,28.10,24.60,123887.56,1982201.00,16.00,184257.65,25611813.00,139.00,10.32,2321,12.80,59.11,0.69,0.00,0.00,0.00,0.39,27.01
370630011002,56238.00,57922.08,14000.00,14419.24,106500.00,109689.20,42954.50,44240.79,36958.75,38065.50,449909.00,463381.76,8.00,21173.50,21807.55,2.03,80613.00,322452.00,4.00,84590.42,6428872.00,76.00,5.00,1278,1278,6.70,6.70,71.60,71.60,0.00,0.00,2.00,2.00,19.60,19.60,169196.00,172660.02,24500.00,25001.60,1250000.00,1275591.77,113000.00,115313.50,266259.66,271710.91,3214736.00,3280552.63,19.00,20591.00,21012.57,5.49,29.80,31.40,80613.00,322452.00,4.00,84247.58,6402816.00,76.00,5.00,1296,5.48,76.47,0.00,0.00,0.00,0.00,0.31,17.75
370630013011,35318.00,36375.62,10000.00,10299.46,110000.00,113294.01,27000.00,27808.53,24346.72,25075.80,1165500.00,1200401.51,33.00,16055.50,16536.29,1.68,59670.22,2685160.00,45.00,71960.27,10362279.00,144.00,23.81,1128,1128,2.30,2.30,88.30,88.30,0.30,0.30,2.00,2.00,7.10,7.10,118455.00,120880.18,10000.00,10204.73,1095000.00,1117418.39,67750.00,69137.07,186622.54,190443.34,11845550.00,12088068.87,100.00,23587.00,24069.91,2.87,33.70,35.80,57924.02,2606581.00,45.00,71616.74,10456044.00,146.00,23.56,1408,4.12,79.76,0.00,0.36,0.00,0.00,3.20,12.57
370630013031,54722.00,56360.68,1000.00,1029.95,190000.00,195689.65,53000.00,54587.11,37098.08,38209.00,1586950.00,1634472.05,29.00,26456.00,27248.24,2.00,74912.50,2547025.00,34.00,90535.24,15390990.00,170.00,16.67,3121,3121,2.10,2.10,92.80,92.80,0.00,0.00,2.10,2.10,3.00,3.00,96495.00,98470.58,500.00,510.24,838000.00,855156.72,74985.00,76520.20,119862.95,122316.95,5017770.00,5120500.89,52.00,20977.00,21406.47,3.57,37.30,27.00,74982.37,2624383.00,35.00,90789.39,15071039.00,166.00,17.41,3122,7.14,76.23,0.19,3.01,0.00,0.00,2.85,10.57
370630013032,44930.00,46275.45,29000.00,29868.42,64000.00,65916.51,43361.00,44659.47,15454.23,15917.02,179722.00,185103.87,4.00,41294.50,42531.09,1.05,78713.56,1259417.00,16.00,97604.80,12493415.00,128.00,11.11,555,555,0.20,0.20,93.50,93.50,0.20,0.20,4.00,4.00,2.20,2.20,119780.00,122232.31,21000.00,21429.94,838000.00,855156.72,68000.00,69392.19,177114.20,180740.33,4551650.00,4644837.82,38.00,35521.00,36248.24,1.91,30.20,32.50,78713.56,1259417.00,16.00,97604.80,12493415.00,128.00,11.11,469,8.74,91.26,0.00,0.00,0.00,0.00,0.00,0.00
370630013041,50088.00,51587.91,16000.00,16479.13,101000.00,104024.50,45000.00,46347.55,22636.83,23314.71,1252201.00,1289698.81,25.00,22371.00,23040.91,2.01,87118.15,2962017.00,34.00,97659.20,28711805.00,294.00,10.37,2557,2557,1.50,1.50,84.40,84.40,0.10,0.10,2.20,2.20,11.80,11.80,123554.00,126083.57,11000.00,11225.21,838000.00,855156.72,84000.00,85719.77,181794.54,185516.50,6548400.00,6682468.11,53.00,21229.00,21663.63,3.96,32.40,13.30,85824.09,2832195.00,33.00,97809.04,28853667.00,295.00,10.06,3006,3.09,83.13,0.00,0.00,0.00,0.00,5.69,8.08
370630014001,54500.00,56132.03,12000.00,12359.35,166000.00,170970.96,40000.00,41197.82,46810.79,48212.56,708500.00,729716.40,13.00,16133.50,16616.63,2.48,61944.10,619441.00,10.00,75462.75,6263408.00,83.00,10.75,984,984,0.50,0.50,94.90,94.90,0.00,0.00,1.20,1.20,3.40,3.40,68083.00,69476.89,12000.00,12245.68,136000.00,138784.38,61500.00,62759.12,26566.84,27110.76,1634000.00,1667453.56,24.00,35781.00,36513.56,1.72,16.30,14.10,61944.10,619441.00,10.00,75151.32,6312711.00,84.00,10.64,626,0.00,66.29,0.00,0.00,0.00,0.00,4.47,29.23
370630014002,42374.00,43642.91,5500.00,5664.70,150000.00,154491.83,32500.00,33473.23,35660.52,36728.39,805115.00,829224.59,19.00,15714.00,16184.56,2.07,59396.23,2554038.00,43.00,58934.79,6836436.00,116.00,27.04,1625,1625,1.70,1.70,85.20,85.20,0.10,0.10,2.30,2.30,10.70,10.70,54054.00,55160.67,1000.00,1020.47,139500.00,142356.04,47000.00,47962.25,34625.63,35334.53,2648650.00,2702876.91,49.00,16974.00,17321.52,2.77,31.40,19.50,57438.76,2412428.00,42.00,59641.42,6978046.00,117.00,26.42,1916,1.72,81.78,0.00,0.00,0.00,0.00,9.55,6.94
370630015011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3070,3070,49.70,49.70,11.60,11.60,31.30,31.30,1.30,1.30,6.10,6.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2911,44.90,22.88,0.00,22.12,0.34,0.00,2.44,7.32
370630015021,78196.00,80537.62,59677.00,61464.06,99500.00,102479.58,75750.00,78018.37,16445.37,16937.84,469177.00,483226.75,6.00,25510.00,26273.91,2.97,115871.50,463486.00,4.00,106320.30,5316015.00,50.00,7.41,2391,2391,9.70,9.70,39.70,39.70,1.90,1.90,1.20,1.20,47.50,47.50,109553.00,111795.92,49000.00,50003.20,225000.00,229606.52,78000.00,79596.93,61375.05,62631.61,1424193.00,1453351.10,13.00,26691.00,27237.46,2.92,32.40,NaN,115871.50,463486.00,4.00,107279.41,5471250.00,51.00,7.27,2827,16.24,33.00,0.00,8.74,0.00,0.00,1.88,40.15
370630015022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1024,1024,63.60,63.60,2.30,2.30,23.30,23.30,2.90,2.90,7.80,7.80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,947,57.97,0.00,0.00,26.29,0.00,1.16,1.69,12.88
370630015023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105884.00,211768.00,2.00,94981.00,94981.00,1.00,66.67,2117,2117,20.50,20.50,32.30,32.30,26.80,26.80,2.40,2.40,18.00,18.00,152333.00,155451.78,140000.00,142866.28,175000.00,178582.85,142000.00,144907.23,19655.36,20057.78,457000.00,466356.35,3.00,24444.00,24944.45,5.81,31.60,NaN,105884.00,211768.00,2.00,94981.00,94981.00,1.00,66.67,2129,15.45,33.11,1.83,39.55,0.94,0.00,4.84,4.27
370630015024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,454,454,7.30,7.30,71.80,71.80,4.40,4.40,2.20,2.20,14.30,14.30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,389,26.48,67.35,6.17,0.00,0.00,0.00,0.00,0.00
370630015031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1941,1941,53.80,53.80,12.40,12.40,22.80,22.80,2.00,2.00,9.00,9.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1642,39.89,28.68,0.49,19.98,0.00,0.30,1.95,8.71
370630016011,238238.00,245372.16,39000.00,40167.88,607500.00,625691.90,217500.00,224013.15,128224.60,132064.36,10006019.00,10305654.46,42.00,80002.50,82398.22,2.72,157956.06,2527297.00,16.00,232846.55,88481688.00,380.00,4.04,1124,1124,72.40,72.40,17.20,17.20,2.60,2.60,2.40,2.40,5.40,5.40,231264.00,235998.76,18000.00,18368.52,605000.00,617386.42,203000.00,207156.10,129827.78,132485.80,17576070.00,17935912.18,76.00,91597.00,93472.30,2.22,NaN,18.20,159779.33,2396690.00,15.00,232778.13,88921246.00,382.00,3.78,1407,63.90,20.90,0.00,8.81,0.00,0.00,2.77,3.62
370630016012,145425.00,149779.83,4000.00,4119.78,255000.00,262636.11,151000.00,155521.77,45337.75,46695.42,10906887.00,11233499.43,75.00,71394.00,73531.93,2.12,142762.56,5139452.00,36.00,178559.99,176774390.00,990.00,3.51,2984,2984,55.10,55.10,35.30,35.30,3.00,3.00,2.20,2.20,4.40,4.40,185425.00,189221.28,37000.00,37757.52,800000.00,816378.73,170000.00,173480.48,100089.01,102138.17,30595232.00,31221620.90,165.00,78638.00,80247.99,2.16,50.00,16.40,141817.40,4963609.00,35.00,178631.54,176487964.00,988.00,3.42,3190,46.74,33.13,0.00,0.72,0.00,0.00,2.57,16.83
370630016013,138201.00,142339.50,18500.00,19053.99,237000.00,244097.09,140000.00,144192.37,38611.40,39767.64,5666267.00,5835946.32,41.00,53249.00,54843.57,2.63,139439.07,3904294.00,28.00,156582.92,89095684.00,569.00,4.69,1698,1698,67.90,67.90,21.20,21.20,1.60,1.60,2.20,2.20,7.10,7.10,177577.00,181212.61,13000.00,13266.15,800000.00,816378.73,174000.00,177562.37,90148.02,91993.66,15094072.00,15403099.21,85.00,75104.00,76641.64,2.32,25.10,14.70,134045.52,3619229.00,27.00,156518.88,89372281.00,571.00,4.52,1517,59.39,20.70,0.00,0.00,0.00,0.00,0.00,19.91
370630016031,141309.00,145540.57,29500.00,30383.39,198000.00,203929.21,149000.00,153461.88,43661.90,44969.38,2967500.00,3056363.34,21.00,62483.00,64354.09,2.38,148877.70,1488777.00,10.00,162306.71,37492850.00,231.00,4.15,638,638,71.80,71.80,17.20,17.20,1.10,1.10,1.30,1.30,8.60,8.60,163647.00,166997.41,15500.00,15817.34,266000.00,271445.93,170500.00,173990.72,54502.43,55618.28,6218600.00,6345915.98,38.00,67917.00,69307.49,2.51,NaN,13.80,160858.60,1608586.00,10.00,161098.70,37535996.00,233.00,4.12,751,79.89,12.78,0.00,0.00,0.00,0.00,0.00,7.32
370630016032,197696.00,203616.11,66000.00,67976.40,305000.00,314133.38,200000.00,205989.10,46045.34,47424.19,22735056.00,23415869.12,115.00,82723.00,85200.18,2.42,166190.88,1329527.00,8.00,201829.81,208490189.00,1033.00,0.77,2624,2624,58.60,58.60,25.00,25.00,7.60,7.60,2.90,2.90,5.90,5.90,205821.00,210034.86,27000.00,27552.78,359000.00,366349.96,210000.00,214299.42,61439.16,62697.02,30873261.00,31505342.10,150.00,67533.00,68915.63,3.11,31.20,20.50,162995.82,1792954.00,11.00,202109.07,208576557.00,1032.00,1.05,2885,52.76,26.48,0.00,7.07,0.00,1.56,2.08,10.05
370630016033,142570.00,146839.33,20500.00,21113.88,465000.00,478924.67,130895.50,134815.23,82295.16,84759.53,4277118.00,4405198.53,30.00,58047.00,59785.25,2.25,183465.36,2018119.00,11.00,149905.75,57263997.00,382.00,2.80,1227,1227,77.80,77.80,12.60,12.60,2.00,2.00,2.30,2.30,5.40,5.40,146391.00,149388.12,2000.00,2040.95,236000.00,240831.73,162000.00,165316.69,48320.03,49309.30,6880411.00,7021276.51,47.00,54912.00,56036.24,2.95,16.10,16.10,190076.70,1900767.00,10.00,150036.40,57463941.00,383.00,2.54,1210,78.93,15.87,0.00,0.00,0.00,0.00,5.21,0.00
370630016034,276823.00,285112.61,133000.00,136982.75,415000.00,427427.39,289000.00,297654.26,76714.04,79011.28,9412000.00,9693847.25,34.00,96820.50,99719.84,2.98,239728.75,1917830.00,8.00,262697.90,141856864.00,540.00,1.46,1782,1782,87.30,87.30,6.40,6.40,0.90,0.90,2.40,2.40,3.00,3.00,266020.00,271466.34,32000.00,32655.15,519000.00,529625.70,275000.00,280630.19,105137.07,107289.59,19153495.00,19545632.46,72.00,109083.00,111316.30,2.52,NaN,14.30,227595.14,1593166.00,7.00,263140.76,142622290.00,542.00,1.28,1431,93.64,4.12,0.00,0.00,0.00,0.00,0.00,2.24
370630016041,213345.00,219733.73,46000.00,47377.49,374000.00,385199.63,217500.00,224013.15,60307.45,62113.39,12374066.00,12744613.87,58.00,82264.00,84727.44,2.64,164236.24,2792016.00,17.00,225133.61,152640588.00,678.00,2.45,1979,1979,79.10,79.10,11.30,11.30,3.20,3.20,2.40,2.40,3.90,3.90,215707.00,220123.26,500.00,510.24,490000.00,500031.97,214000.00,218381.31,79478.93,81106.13,20276500.00,20691629.21,94.00,74132.00,75649.74,2.89,23.50,14.50,164236.24,2792016.00,17.00,225325.76,152996191.00,679.00,2.44,1882,83.79,9.09,0.53,0.69,0.00,2.12,2.44,1.33
370630016042,225599.00,232354.68,15000.00,15449.18,435000.00,448026.30,227500.00,234312.61,65217.52,67170.49,13987160.00,14406012.81,62.00,93083.50,95870.93,2.44,218152.68,4799359.00,22.00,249037.86,241815764.00,971.00,2.22,2842,2842,83.10,83.10,12.10,12.10,1.20,1.20,1.30,1.30,2.30,2.30,229599.00,234299.68,20000.00,20409.47,400000.00,408189.37,232000.00,236749.83,70115.77,71551.28,26633586.00,27178866.47,116.00,105673.00,107836.49,2.20,23.30,16.00,215037.60,4300752.00,20.00,248835.11,241867731.00,972.00,2.02,2647,87.87,7.93,0.00,0.53,0.00,0.00,0.83,2.83
370630016043,191970.00,197718.64,21000.00,21628.86,460000.00,473774.94,170500.00,175605.71,95098.63,97946.41,6718966.00,6920168.94,35.00,79810.00,82199.95,2.14,185948.40,929742.00,5.00,233131.61,114700752.00,492.00,1.01,1824,1824,58.50,58.50,28.80,28.80,4.80,4.80,1.80,1.80,6.10,6.10,222231.00,226780.83,23000.00,23470.89,412000.00,420435.05,217500.00,221952.97,91978.77,93861.89,14445071.00,14740810.94,65.00,91979.00,93862.12,2.36,27.90,19.70,185948.40,929742.00,5.00,233131.61,114700752.00,492.00,1.01,2070,62.95,28.21,0.00,3.04,0.00,0.00,3.91,1.88
370630017051,132583.00,136553.27,78000.00,80335.75,254000.00,261606.16,129000.00,132862.97,31074.22,32004.76,8087604.00,8329791.52,61.00,45989.50,47366.68,2.80,129194.81,2713091.00,21.00,145286.06,79326187.00,546.00,3.70,1611,1611,54.30,54.30,27.10,27.10,2.50,2.50,2.30,2.30,13.80,13.80,154640.00,157806.01,21000.00,21429.94,275500.00,281140.43,163750.00,167102.52,45568.74,46501.68,13299080.00,13571357.59,86.00,64030.00,65340.91,2.56,21.90,16.30,124905.91,2872836.00,23.00,145395.99,79677000.00,548.00,4.03,1747,41.90,38.87,0.00,0.00,0.00,0.00,0.40,18.83
370630017052,225122.00,231863.40,61000.00,62826.68,735000.00,757009.96,142000.00,146252.26,170760.50,175874.02,7879278.00,8115227.09,35.00,43832.50,45145.09,3.24,142300.92,1849912.00,13.00,298554.71,123303097.00,413.00,3.05,1535,1535,70.10,70.10,17.50,17.50,3.70,3.70,2.00,2.00,6.80,6.80,310273.00,316625.35,1500.00,1530.71,1200000.00,1224568.10,190000.00,193889.95,264651.25,270069.57,26063000.00,26596598.63,84.00,50522.00,51556.36,3.76,39.00,13.80,140078.25,2241252.00,16.00,300484.36,123499070.00,411.00,3.75,2084,66.03,21.21,0.00,6.05,0.00,0.00,0.00,6.72
370630017053,112597.00,115968.78,40000.00,41197.82,240000.00,247186.93,113000.00,116383.84,48864.51,50327.78,4053500.00,4174884.17,36.00,51817.00,53368.69,2.18,97911.79,1860324.00,19.00,122814.86,31317789.00,255.00,6.93,1373,1373,42.90,42.90,35.30,35.30,4.10,4.10,3.30,3.30,14.50,14.50,132506.00,135218.85,20000.00,20409.47,225000.00,229606.52,135000.00,137763.91,40550.22,41380.42,6757850.00,6896206.27,51.00,57936.00,59122.15,2.33,23.60,25.40,99448.28,1790069.00,18.00,122587.68,31137270.00,254.00,6.62,1371,47.05,29.69,0.00,0.00,0.00,0.00,0.07,23.19
370630017061,290319.00,299012.75,97500.00,100419.69,479000.00,493343.91,261000.00,268815.78,99458.55,102436.88,10451500.00,10764475.62,36.00,41293.50,42530.06,6.32,174559.80,872799.00,5.00,295615.59,96961913.00,328.00,1.50,2310,2310,61.80,61.80,20.50,20.50,8.40,8.40,2.90,2.90,6.50,6.50,319989.00,326540.27,138000.00,140825.33,500000.00,510236.71,289000.00,294916.82,93675.83,95593.70,15679500.00,16000512.92,49.00,39196.00,39998.48,7.37,25.40,14.30,174559.80,872799.00,5.00,295072.75,97078935.00,329.00,1.50,3313,47.66,32.30,0.00,10.20,0.00,0.00,1.39,8.45
370630017062,195904.00,201770.45,59000.00,60766.79,416000.00,428457.34,189000.00,194659.70,89941.04,92634.37,4114000.00,4237195.88,21.00,49102.00,50572.39,3.85,139582.40,1395824.00,10.00,232754.56,54930076.00,236.00,4.07,1869,1869,54.40,54.40,25.30,25.30,7.10,7.10,2.70,2.70,10.60,10.60,213393.00,217761.88,72000.00,73474.09,475000.00,484724.87,209000.00,213278.94,73644.50,75152.25,7042000.00,7186173.79,33.00,54125.00,55233.12,3.86,19.20,14.80,139582.40,1395824.00,10.00,233220.15,54340295.00,233.00,4.12,1720,52.96,29.30,0.00,14.24,0.00,0.00,2.27,1.22
370630017071,233437.00,240427.39,65000.00,66946.46,614000.00,632386.55,192500.00,198264.51,107888.43,111119.20,9337500.00,9617116.31,40.00,87993.50,90628.51,2.19,197431.82,2171750.00,11.00,241663.13,97148579.00,402.00,2.66,1068,1068,80.60,80.60,7.90,7.90,2.50,2.50,1.70,1.70,7.30,7.30,256271.00,261517.74,34500.00,35206.33,600000.00,612284.05,240000.00,244913.62,113447.66,115770.32,16145114.00,16475659.63,63.00,77411.00,78995.87,3.10,27.30,19.60,197431.82,2171750.00,11.00,241738.30,96695320.00,400.00,2.68,1159,71.27,4.92,0.00,2.93,0.00,0.00,1.12,19.76
370630017072,200074.00,206065.32,58000.00,59736.84,375000.00,386229.57,213000.00,219378.40,68572.52,70625.96,10203796.00,10509354.00,51.00,60583.00,62397.19,3.52,184301.60,3686032.00,20.00,220081.37,108940279.00,495.00,3.88,1601,1601,79.50,79.50,10.50,10.50,2.60,2.60,2.70,2.70,4.80,4.80,227261.00,231913.81,45000.00,45921.30,380000.00,387779.90,225000.00,229606.52,73232.92,74732.24,17044639.00,17393600.98,75.00,59129.00,60339.57,3.81,26.30,16.70,183191.85,3663837.00,20.00,219366.22,109683109.00,500.00,3.85,1862,67.19,9.45,0.00,10.79,0.00,0.00,8.75,3.81
370630017073,233977.00,240983.56,144000.00,148312.16,415000.00,427427.39,206750.00,212941.24,76897.55,79200.28,3275678.00,3373769.89,14.00,69057.00,71124.95,2.99,200084.75,800339.00,4.00,251033.34,58239736.00,232.00,1.69,627,627,85.00,85.00,5.40,5.40,4.30,4.30,0.80,0.80,4.50,4.50,257820.00,263098.46,113114.00,115429.83,430000.00,438803.57,250750.00,255883.71,79902.90,81538.79,7734614.00,7892967.97,30.00,70625.00,72070.93,3.55,NaN,14.80,199572.20,997861.00,5.00,251033.34,58239736.00,232.00,2.11,438,96.80,0.00,0.00,3.20,0.00,0.00,0.00,0.00
370630017074,218599.00,225145.06,20000.00,20598.91,751000.00,773489.09,204000.00,210108.89,133559.09,137558.58,20329747.00,20938531.89,93.00,66934.00,68938.37,3.05,172883.50,4494971.00,26.00,226989.46,147316162.00,649.00,3.85,1744,1744,81.70,81.70,9.00,9.00,2.80,2.80,1.50,1.50,5.10,5.10,275440.00,281079.20,20000.00,20409.47,2375000.00,2423624.36,215000.00,219401.78,360949.23,368339.09,32226500.00,32886286.52,117.00,63190.00,64483.72,3.40,25.30,19.60,175415.17,4209964.00,24.00,226934.28,147507285.00,650.00,3.56,1994,82.60,2.36,0.00,2.66,0.00,0.00,3.06,9.33
370630017075,422866.00,435528.94,36000.00,37078.04,1230000.00,1266832.99,250000.00,257486.38,276228.93,284500.75,25372000.00,26131777.79,60.00,72020.50,74177.19,3.47,863310.60,4316553.00,5.00,644484.76,192056457.00,298.00,1.65,1445,1445,88.00,88.00,3.30,3.30,5.40,5.40,0.80,0.80,2.60,2.60,505335.00,515680.93,36500.00,37247.28,1175000.00,1199056.26,571250.00,582945.44,305533.47,311788.79,38405500.00,39191791.76,76.00,71923.00,73395.51,7.94,38.80,11.70,863310.60,4316553.00,5.00,645408.23,192977060.00,299.00,1.64,1589,85.27,7.17,0.00,4.85,0.00,0.00,0.00,2.71
370630017081,127543.00,131362.34,3894.00,4010.61,196000.00,201869.32,134452.00,138478.24,50282.62,51788.35,8545429.00,8801326.33,67.00,46265.50,47650.94,2.91,129582.67,6349551.00,49.00,141921.75,140928300.00,993.00,4.70,3989,3989,10.40,10.40,76.90,76.90,1.50,1.50,2.90,2.90,8.20,8.20,147853.00,150880.06,3404.00,3473.69,232000.00,236749.83,160000.00,163275.75,49951.94,50974.62,24691531.00,25197050.97,167.00,55563.00,56700.56,2.88,27.70,21.20,130686.94,6665034.00,51.00,141751.95,140617938.00,992.00,4.89,5260,8.65,71.73,0.00,1.31,0.00,0.25,1.62,16.44
370630017091,54894.00,56537.83,17000.00,17509.07,90000.00,92695.10,63000.00,64886.57,24678.25,25417.25,1043000.00,1074233.18,19.00,37879.50,39013.82,1.66,77907.83,1791880.00,23.00,84937.12,14609184.00,172.00,11.79,971,971,3.60,3.60,81.30,81.30,0.60,0.60,1.60,1.60,12.90,12.90,68220.00,69616.70,14500.00,14796.86,137000.00,139804.86,59000.00,60207.93,33915.42,34609.79,2797050.00,2854315.17,41.00,42171.00,43034.38,1.40,NaN,17.50,77907.83,1791880.00,23.00,85057.78,14544880.00,171.00,11.86,681,0.15,99.85,0.00,0.00,0.00,0.00,0.00,0.00
