id,mean_sfno2001,tot_sfno2001,num_sfno2001,mean_sfoo2001,tot_sfoo2001,num_sfoo2001,prc_sfno2001
370630020243,NaN,NaN,NaN,174037.23,24539250.00,141,NaN
370630020251,124671.83,3740155.00,30,151869.46,58166002.00,383,7.26
370630020252,143650.56,1292855.00,9,143251.50,52573299.00,367,2.39
370630020253,139218.60,2088279.00,15,128805.84,42119511.00,327,4.39
370630020261,78011.93,1170179.00,15,89108.70,30296957.00,340,4.23
370630020262,154341.05,3395503.00,22,128776.63,34640914.00,269,7.56
370630020271,110021.12,2860549.00,26,105717.31,36683907.00,347,6.97
370630020272,112918.25,1355019.00,12,144153.62,23352887.00,162,6.9
370630020273,NaN,NaN,NaN,165253.25,661013.00,4,NaN
370630020281,151107.75,1208862.00,8,138860.80,18329626.00,132,5.71
370630020282,NaN,NaN,NaN,NaN,NaN,NaN,NaN
370630020283,NaN,NaN,NaN,137718.00,137718.00,1,NaN
370630021001,369184.00,4799392.00,13,371611.76,144928585.00,390,3.23
370630021002,185747.54,2414718.00,13,239284.30,56710379.00,237,5.2
370630021003,228794.60,4575892.00,20,215998.25,48599606.00,225,8.16
370630022001,72551.67,652965.00,9,110829.05,6982230.00,63,12.5
370630023001,52962.75,635553.00,12,55933.70,2461083.00,44,21.43
370630023002,46788.50,93577.00,2,73840.29,1255285.00,17,10.53
370639801001,NaN,NaN,NaN,NaN,NaN,NaN,NaN
