id,meansp9800,meansp9800a17,minsp9800,minsp9800a17,maxsp9800,maxsp9800a17,mediansp9800,mediansp9800a17,stddevsp9800,stddevsp9800a17,totsp9800,totsp9800a17,nums9800,mhi99,mhi99a17,pir9800,mgr_phi99,mmoc_phi99,pop00,ptwhnl00,ptblknl00,ptnanl00,ptasnl00,ptpanl00,ptothnl00,pt2mnl00,ptlat00,mean_sfno2001,tot_sfno2001,num_sfno2001,mean_sfoo2001,tot_sfoo2001,num_sfoo2001,prc_sfno2001
370630012011,61895.00,90724.32,9500.00,13924.89,190500.00,279230.67,48000.00,70357.33,54049.69,79224.84,1485500.00,2177412.89,24.00,18893.00,27692.94,2.54,33.20,17.30,1459,4.18,86.91,0.00,0.00,0.00,0.00,1.17,7.75,50292.54,653803.00,13.00,56161.04,2639569.00,47.00,21.67
370630018054,166978.00,244752.64,3500.00,5130.22,292000.00,428007.11,177000.00,259442.67,57432.04,84182.61,15529000.00,22762063.11,93.00,68750.00,100772.22,2.57,37.50,22.50,1593,66.54,28.75,0.75,1.63,0.00,0.00,1.95,0.38,140108.55,2802171.00,20.00,165913.62,99714085.00,601.00,3.22
370630019001,151733.00,222406.86,60000.00,87946.67,375000.00,549666.67,123000.00,180290.67,95021.21,139279.98,2276000.00,3336110.22,15.00,41467.00,60781.41,2.97,23.40,15.20,751,91.21,3.33,0.00,2.13,0.00,0.00,0.00,3.33,134521.00,1479731.00,11.00,140763.61,16328579.00,116.00,8.66
370630005004,43815.00,64223.05,6500.00,9527.56,138000.00,202277.33,31500.00,46172.00,33237.76,48719.18,1665000.00,2440520.00,38.00,22847.00,33488.62,1.38,26.80,29.80,1233,3.16,75.34,0.00,0.00,0.00,0.00,0.00,21.49,55892.21,1341413.00,24.00,66072.46,5351869.00,81.00,22.86
370630018022,82646.00,121140.67,5000.00,7328.89,180000.00,263840.00,94000.00,137783.11,36572.35,53606.93,12479555.00,18292254.40,151.00,36989.00,54217.65,2.54,29.30,18.60,1762,14.87,81.61,0.00,0.00,0.00,0.00,3.52,0.00,85603.50,1198449.00,14.00,92631.09,39090318.00,422.00,3.21
370630010023,64775.00,94945.76,17000.00,24918.22,180000.00,263840.00,64000.00,93809.78,31620.12,46348.07,1878500.00,2753463.56,29.00,37500.00,54966.67,1.71,17.90,12.40,883,13.14,73.61,0.00,0.00,0.00,0.00,1.59,11.67,61340.60,613406.00,10.00,68329.84,6013026.00,88.00,10.20
370630012021,39600.00,58044.80,17500.00,25651.11,79000.00,115796.44,26000.00,38110.22,25969.69,38065.80,198000.00,290224.00,5.00,15981.00,23424.59,1.63,18.50,22.30,979,2.04,92.14,2.96,0.00,0.00,0.00,2.86,0.00,36842.11,331579.00,9.00,68910.27,1516026.00,22.00,29.03
370630010012,69336.00,101631.17,19000.00,27849.78,410500.00,601701.78,59500.00,87213.78,62110.65,91040.41,3397500.00,4979980.00,49.00,11563.00,16948.79,5.15,34.00,16.80,1995,4.41,68.62,1.30,0.00,0.00,0.00,0.65,25.01,56290.67,506616.00,9.00,64170.89,9176437.00,143.00,5.92
370630020172,184121.00,269880.47,20000.00,29315.56,540000.00,791520.00,186500.00,273367.56,105333.58,154395.63,15098000.00,22130312.89,82.00,70833.00,103825.44,2.63,36.40,16.60,1087,92.73,0.92,0.00,2.94,0.00,1.01,0.74,1.66,160405.83,962435.00,6.00,220420.59,66126176.00,300.00,1.96
370630011002,49387.00,72390.37,4000.00,5863.11,85000.00,124591.11,58000.00,85015.11,23244.97,34071.96,1531000.00,2244105.78,31.00,17206.00,25220.17,3.37,30.00,16.40,1594,4.71,70.89,0.00,0.00,0.00,0.00,0.00,24.40,53423.93,747935.00,14.00,58997.04,4837757.00,82.00,14.58
370630007002,184473.00,270396.42,10000.00,14657.78,550000.00,806177.78,167000.00,244784.89,118646.05,173908.74,13835500.00,20279768.44,75.00,65238.00,95624.41,2.56,32.50,16.30,1017,78.07,13.67,2.66,0.00,0.00,0.00,0.00,5.61,152986.00,1223888.00,8.00,189868.13,60378064.00,318.00,2.45
370630006001,110555.00,162049.06,24000.00,35178.67,290000.00,425075.56,100500.00,147310.67,41776.87,61235.60,17578316.00,25765904.96,159.00,45536.00,66745.66,2.21,25.70,18.20,2355,50.70,31.55,0.00,5.18,0.00,0.00,2.33,10.23,93109.47,3165722.00,34.00,116022.81,51166060.00,441.00,7.16
370630010013,48292.00,70785.34,1000.00,1465.78,410500.00,601701.78,39000.00,57165.33,47646.17,69838.70,4008308.00,5875288.79,83.00,21964.00,32194.34,1.78,27.50,25.30,1612,15.14,79.96,0.81,0.00,0.00,0.00,1.74,2.36,52537.16,1628652.00,31.00,64868.74,11935849.00,184.00,14.42
370630014002,56511.00,82832.57,5100.00,7475.47,190500.00,279230.67,55000.00,80617.78,37770.27,55362.82,2090936.00,3064847.52,37.00,16653.00,24409.60,3.30,25.30,14.80,2157,0.33,92.91,0.00,0.00,0.00,0.00,0.23,6.54,53114.64,1168522.00,22.00,60627.71,10064200.00,166.00,11.70
370630007003,146628.00,214924.06,16000.00,23452.44,465000.00,681586.67,147000.00,215469.33,90868.21,133192.61,18768500.00,27510450.22,128.00,55833.00,81838.77,2.63,24.60,18.10,1121,48.80,47.01,0.53,0.00,0.00,0.62,0.80,2.23,116086.29,1625208.00,14.00,167551.65,54119182.00,323.00,4.15
370630013012,54400.00,79738.31,5000.00,7328.89,135000.00,197880.00,55500.00,81350.67,38652.39,56655.81,816000.00,1196074.67,15.00,13203.00,19352.66,4.20,47.20,37.50,544,0.00,95.77,0.00,0.00,0.00,0.00,0.00,4.23,54698.85,1093977.00,20.00,63895.84,3578167.00,56.00,26.32
370630013031,64637.00,94743.48,8000.00,11726.22,175000.00,256511.11,65000.00,95275.56,39153.98,57391.03,1874500.00,2747600.44,29.00,25494.00,37368.54,2.55,27.80,19.80,2968,0.00,98.69,0.24,0.00,0.81,0.00,0.27,0.00,62907.64,2453398.00,39.00,76912.14,17074494.00,222.00,14.94
370630020151,119045.00,174493.52,5000.00,7328.89,265000.00,388431.11,124000.00,181756.44,33958.92,49776.23,14404500.00,21113796.00,121.00,48287.00,70778.01,2.57,24.70,20.30,3127,40.17,23.73,0.00,3.55,0.00,1.95,2.69,27.92,93857.82,1032436.00,11.00,128368.90,40564572.00,316.00,3.36
370630020091,72659.00,106501.95,5000.00,7328.89,123000.00,180290.67,80000.00,117262.22,34662.83,50808.01,3415000.00,5005631.11,47.00,36840.00,53999.25,2.17,32.50,23.60,1867,0.00,96.09,0.00,0.00,0.00,0.00,2.84,1.07,84903.21,3311225.00,39.00,91338.29,45486466.00,498.00,7.26
370630018053,100648.00,147527.60,17000.00,24918.22,259000.00,379636.44,109000.00,159769.78,56219.39,82405.13,4428540.00,6491255.52,44.00,49732.00,72896.06,2.19,15.50,14.60,1428,75.00,8.96,0.00,0.56,0.00,0.00,1.19,14.29,88545.08,2302172.00,26.00,124466.15,35970716.00,289.00,8.25
370630013032,62336.00,91370.72,2900.00,4250.76,191000.00,279963.56,54500.00,79884.89,42285.63,61981.34,1371400.00,2010167.64,22.00,37875.00,55516.33,1.44,21.60,21.10,644,0.00,93.79,0.00,0.00,0.00,0.00,6.21,0.00,69229.15,899979.00,13.00,82727.25,12822723.00,155.00,7.74
370630014001,58235.00,85359.57,19000.00,27849.78,137000.00,200811.56,55000.00,80617.78,30240.25,44325.48,990000.00,1451120.00,17.00,21793.00,31943.70,2.52,23.30,14.60,1252,0.00,99.04,0.00,0.00,0.00,0.00,0.96,0.00,67805.86,474641.00,7.00,82028.97,9187245.00,112.00,5.88
370630020092,79354.00,116315.33,26000.00,38110.22,270000.00,395760.00,70000.00,102604.44,46089.87,67557.50,2539335.00,3722100.81,32.00,39643.00,58107.83,1.77,24.00,22.80,1052,0.00,86.31,0.00,0.00,0.00,0.00,0.00,13.69,69878.14,1956588.00,28.00,87177.10,24409588.00,280.00,9.09
370630020141,106959.00,156778.13,10000.00,14657.78,301500.00,441932.00,109000.00,159769.78,42926.20,62920.26,14653500.00,21478774.67,137.00,45643.00,66902.50,2.39,22.00,19.20,3135,53.88,26.76,0.32,14.39,0.00,0.00,2.04,2.62,114679.79,3784433.00,33.00,114887.69,56294967.00,490.00,6.31
370630013041,63698.00,93367.11,1000.00,1465.78,120000.00,175893.33,74000.00,108467.56,23021.63,33744.59,4012987.00,5882147.17,63.00,21567.00,31612.43,3.43,27.10,23.50,2912,0.21,82.66,0.00,0.00,0.00,0.00,0.00,17.14,67932.86,2445583.00,36.00,78181.47,26972606.00,345.00,9.45
370630020093,76642.00,112340.14,7500.00,10993.33,137000.00,200811.56,77500.00,113597.78,36937.28,54141.85,3985400.00,5841710.76,52.00,42070.00,61665.27,1.84,27.80,22.60,1867,0.96,95.07,0.00,0.00,0.00,1.50,2.46,0.00,81921.54,2129960.00,26.00,85935.85,44171026.00,514.00,4.81
370630020071,137895.00,202123.43,12500.00,18322.22,245500.00,359848.44,147000.00,215469.33,43641.77,63969.14,14479000.00,21222996.44,105.00,59107.00,86637.73,2.49,20.80,17.50,1647,71.65,24.41,0.36,1.15,0.00,0.00,0.00,2.43,120186.14,1682606.00,14.00,148132.02,73769745.00,498.00,2.73
370630020161,113176.00,165890.87,24000.00,35178.67,234000.00,342992.00,126750.00,185787.33,54885.82,80450.41,3848000.00,5640312.89,34.00,30757.00,45082.93,4.12,26.10,24.20,4122,35.47,32.87,0.36,6.33,0.00,0.32,3.25,21.40,169782.57,1188478.00,7.00,168356.47,13636874.00,81.00,7.95
370630018051,81013.00,118747.06,9000.00,13192.00,158000.00,231592.89,85000.00,124591.11,34043.98,49900.92,2997500.00,4393668.89,37.00,39083.00,57286.99,2.17,22.90,20.60,1168,79.28,9.25,0.00,0.00,0.00,0.34,0.00,11.13,72251.89,1950801.00,27.00,100209.76,23749712.00,237.00,10.23
370630020072,188795.00,276731.52,54000.00,79152.00,887000.00,1300144.89,151000.00,221332.44,127037.58,186208.86,13404500.00,19648018.22,71.00,59375.00,87030.56,2.54,23.40,21.10,2246,66.65,21.28,0.00,6.81,0.00,0.00,1.16,4.10,204273.06,3472642.00,17.00,184234.70,73878113.00,401.00,4.07
370630020182,171512.00,251398.48,14500.00,21253.78,400000.00,586311.11,155000.00,227195.56,75215.82,110249.67,40477000.00,59330287.11,236.00,62625.00,91794.33,2.48,26.60,19.60,3795,80.61,8.46,0.00,4.35,0.00,0.00,2.13,4.45,167856.50,8392825.00,50.00,201692.26,162967347.00,808.00,5.83
370630020073,140910.00,206542.75,25000.00,36644.44,322500.00,472713.33,127000.00,186153.78,54437.17,79792.79,5777323.00,8468271.67,41.00,68438.00,100314.90,1.86,25.30,19.30,817,31.95,67.20,0.00,0.00,0.00,0.00,0.86,0.00,126468.57,1770560.00,14.00,164022.30,43793955.00,267.00,4.98
370630020101,76125.00,111582.33,14000.00,20520.89,139000.00,203743.11,70500.00,103337.33,45936.78,67333.11,913500.00,1338988.00,12.00,38500.00,56432.44,1.83,25.50,19.10,1608,12.87,53.61,0.68,7.52,0.00,0.00,3.11,22.20,154341.05,3395503.00,22.00,134304.51,29144079.00,217.00,9.21
370630020081,296651.00,434824.44,37000.00,54233.78,1800000.00,2638400.00,261000.00,382568.00,228270.22,334593.42,25512000.00,37394922.67,86.00,162716.00,238505.50,1.60,22.50,13.60,957,90.49,2.61,0.00,2.30,0.00,0.00,1.67,2.93,484226.50,4842265.00,10.00,377451.10,128710826.00,341.00,2.85
370630020181,158388.00,232161.61,24000.00,35178.67,242000.00,354718.22,165750.00,242952.67,44842.88,65729.69,8553000.00,12536797.33,54.00,57206.00,83851.28,2.90,28.80,14.00,1359,82.19,11.11,0.00,5.45,0.52,0.00,0.44,0.29,204597.42,2455169.00,12.00,282911.35,114296187.00,404.00,2.88
370630020103,200205.00,293456.04,200.00,293.16,812500.00,1190944.44,136500.00,200078.67,189206.11,277334.11,97900646.00,143500591.34,489.00,48281.00,70769.22,2.83,43.80,22.40,1990,9.85,89.30,0.85,0.00,0.00,0.00,0.00,0.00,111428.17,5237124.00,47.00,123596.54,91708631.00,742.00,5.96
370630020082,267000.00,391362.67,63000.00,92344.00,700000.00,1026044.44,231250.00,338961.11,150701.22,220894.50,24564000.00,36005365.33,92.00,89874.00,131735.31,2.57,17.70,15.50,1860,87.80,5.43,0.65,0.27,0.00,0.00,1.07,4.78,265176.19,5568700.00,21.00,282675.93,191936954.00,679.00,3.00
370630020102,122405.00,179418.53,24000.00,35178.67,224000.00,328334.22,125000.00,183222.22,29329.84,42991.03,16157463.00,23683250.21,132.00,59167.00,86725.67,2.11,22.70,20.90,3551,36.98,51.39,1.13,5.35,0.00,0.34,2.42,2.39,138252.00,3456300.00,25.00,135160.44,98531961.00,729.00,3.32
370630020113,273133.00,400352.28,16000.00,23452.44,812500.00,1190944.44,174500.00,255778.22,208206.43,305184.35,237079447.00,347505784.98,868.00,76744.00,112489.65,2.27,21.90,20.50,2415,67.66,16.36,0.50,11.47,0.00,0.00,1.86,2.15,173339.67,3120114.00,18.00,176488.39,181783043.00,1030.00,1.72
370630018052,131538.00,192805.48,11500.00,16856.44,292500.00,428740.00,138000.00,202277.33,40409.90,59231.93,13680000.00,20051840.00,104.00,55000.00,80617.78,2.51,23.60,18.30,1789,70.21,24.09,0.00,3.63,0.00,0.00,1.45,0.61,128267.68,3976298.00,31.00,147403.16,57782039.00,392.00,7.33
370630020142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43077.00,63141.31,NaN,21.00,0.00,580,60.00,15.00,0.00,11.38,0.00,0.00,4.66,8.97,88992.25,355969.00,4.00,280079.91,3080879.00,11.00,26.67
370630020111,161041.00,236050.32,7000.00,10260.44,239000.00,350320.89,158500.00,232325.78,32922.19,48256.61,28826500.00,42253243.11,179.00,57500.00,84282.22,2.76,24.70,21.50,2908,67.81,19.81,0.00,6.05,0.00,0.00,1.75,4.57,167492.78,1507435.00,9.00,181873.58,104213562.00,573.00,1.55
370630020143,104894.00,153751.29,23500.00,34445.78,260500.00,381835.11,131500.00,192749.78,58419.06,85629.36,9965000.00,14606475.56,95.00,55625.00,81533.89,2.36,20.20,19.10,1319,60.12,21.38,3.11,7.51,0.00,0.00,2.88,5.00,151107.75,1208862.00,8.00,138659.16,19550941.00,141.00,5.37
370630020112,161782.00,237136.46,14000.00,20520.89,225000.00,329800.00,163000.00,238921.78,27920.06,40924.60,12619000.00,18496649.78,78.00,54894.00,80462.41,2.97,21.10,18.40,2518,69.54,19.30,0.00,5.60,0.00,1.11,3.14,1.31,162849.00,325698.00,2.00,176409.13,41632555.00,236.00,0.84
370630020123,174831.00,256263.39,20000.00,29315.56,402000.00,589242.67,157000.00,230127.11,78761.33,115446.60,50701000.00,74316399.11,290.00,54024.00,79187.18,2.91,23.60,22.40,5014,50.14,34.24,0.32,9.45,0.00,0.22,1.90,3.73,147920.25,5916810.00,40.00,168642.27,141828145.00,841.00,4.54
370630020122,136776.00,200483.22,18500.00,27116.89,330500.00,484439.56,161000.00,235990.22,70854.51,103856.97,16823500.00,24659512.44,123.00,44950.00,65886.71,3.58,22.00,19.40,2427,63.08,23.32,0.00,6.22,0.00,0.00,5.11,2.27,92656.67,1111880.00,12.00,162763.14,26693155.00,164.00,6.82
370630020121,190763.00,279616.17,15000.00,21986.67,332000.00,486638.22,206000.00,301950.22,67765.21,99328.74,31476000.00,46136821.33,165.00,61642.00,90353.47,3.34,24.00,17.60,3105,81.67,6.79,0.48,4.67,0.00,0.68,0.87,4.83,168240.43,4710732.00,28.00,221295.85,122597900.00,554.00,4.81
370630020131,122687.00,179831.88,24000.00,35178.67,245000.00,359115.56,116000.00,170030.22,32967.13,48322.48,9937721.00,14566490.60,81.00,70134.00,102800.86,1.65,18.80,19.30,1700,58.77,35.41,0.82,3.88,0.00,0.00,1.12,0.00,130896.00,916272.00,7.00,148227.17,56474551.00,381.00,1.80
370630020124,270860.00,397020.57,17500.00,25651.11,954000.00,1398352.00,222000.00,325402.67,188824.07,276774.13,172809000.00,253299592.00,638.00,90123.00,132100.29,2.46,18.90,20.50,2166,66.30,30.79,0.00,0.32,0.00,0.00,0.83,1.75,261534.97,7584514.00,29.00,216590.64,180853184.00,835.00,3.36
370630020132,116627.00,170949.26,81500.00,119460.89,184000.00,269703.11,116000.00,170030.22,17997.05,26379.68,5015000.00,7350875.56,43.00,53929.00,79047.93,2.15,23.00,18.20,926,76.03,16.63,0.00,4.10,0.00,0.00,2.48,0.76,114372.21,1601211.00,14.00,124511.93,33369197.00,268.00,4.96
370630020133,131238.00,192365.74,77000.00,112864.89,170000.00,249182.22,130500.00,191284.00,16823.46,24659.46,5774500.00,8464133.78,44.00,75727.00,110998.95,1.72,28.50,20.60,1710,65.50,22.16,0.76,6.55,0.00,0.35,2.05,2.63,141304.75,2826095.00,20.00,149571.72,98119047.00,656.00,2.96
