id,meansp9800,meansp9800a17,minsp9800,minsp9800a17,maxsp9800,maxsp9800a17,mediansp9800,mediansp9800a17,totsp9800,totsp9800a17,nums9800,mhi99,mhi99a17,pir9800,mgr_phi99,mmoc_phi99,pop00,ptwhnl00,ptblknl00,ptnanl00,ptasnl00,ptpanl00,ptothnl00,pt2mnl00,ptlat00,mean_sfno2001,tot_sfno2001,num_sfno2001,mean_sfoo2001,tot_sfoo2001,num_sfoo2001,prc_sfno2001
370630006001,111933.67,164069.89,16000.00,23452.44,290000.00,425075.56,102000.00,149509.33,16342316.00,23954203.63,146.00,45536.00,66745.66,2.24,25.70,18.20,2355,50.70,31.55,0.00,5.18,0.00,0.00,2.33,10.23,93109.47,3165722.00,34.00,116022.81,51166060.00,441.00,7.16
370630010013,52625.81,77137.74,3000.00,4397.33,410500.00,601701.78,40000.00,58631.11,3262800.00,4782539.73,62.00,21964.00,32194.34,1.82,27.50,25.30,1612,15.14,79.96,0.81,0.00,0.00,0.00,1.74,2.36,52537.16,1628652.00,31.00,64868.74,11935849.00,184.00,14.42
370630014002,57810.34,84737.11,7000.00,10260.44,190500.00,279230.67,56000.00,82083.56,1676500.00,2457376.44,29.00,16653.00,24409.60,3.36,25.30,14.80,2157,0.33,92.91,0.00,0.00,0.00,0.00,0.23,6.54,53114.64,1168522.00,22.00,60627.71,10064200.00,166.00,11.70
370630007003,142722.22,209199.06,16000.00,23452.44,465000.00,681586.67,146500.00,214736.44,12845000.00,18827915.56,90.00,55833.00,81838.77,2.62,24.60,18.10,1121,48.80,47.01,0.53,0.00,0.00,0.62,0.80,2.23,116086.29,1625208.00,14.00,167551.65,54119182.00,323.00,4.15
370630013012,55066.67,80715.50,5000.00,7328.89,135000.00,197880.00,56000.00,82083.56,826000.00,1210732.44,15.00,13203.00,19352.66,4.24,47.20,37.50,544,0.00,95.77,0.00,0.00,0.00,0.00,0.00,4.23,54698.85,1093977.00,20.00,63895.84,3578167.00,56.00,26.32
370630013031,65233.33,95617.57,8000.00,11726.22,175000.00,256511.11,67000.00,98207.11,1957000.00,2868527.11,30.00,25494.00,37368.54,2.63,27.80,19.80,2968,0.00,98.69,0.24,0.00,0.81,0.00,0.27,0.00,62907.64,2453398.00,39.00,76912.14,17074494.00,222.00,14.94
370630020151,121513.51,178111.80,18000.00,26384.00,265000.00,388431.11,124000.00,181756.44,13488000.00,19770410.67,111.00,48287.00,70778.01,2.57,24.70,20.30,3127,40.17,23.73,0.00,3.55,0.00,1.95,2.69,27.92,93857.82,1032436.00,11.00,128368.90,40564572.00,316.00,3.36
370630020091,80075.00,117372.16,5000.00,7328.89,123000.00,180290.67,84000.00,123125.33,3203000.00,4694886.22,40.00,36840.00,53999.25,2.28,32.50,23.60,1867,0.00,96.09,0.00,0.00,0.00,0.00,2.84,1.07,84903.21,3311225.00,39.00,91338.29,45486466.00,498.00,7.26
370630018053,100681.82,147577.17,500.00,732.89,259000.00,379636.44,107500.00,157571.11,4430000.00,6493395.56,44.00,49732.00,72896.06,2.16,15.50,14.60,1428,75.00,8.96,0.00,0.56,0.00,0.00,1.19,14.29,88545.08,2302172.00,26.00,124466.15,35970716.00,289.00,8.25
370630013032,66352.38,97257.84,2900.00,4250.76,191000.00,279963.56,58000.00,85015.11,1393400.00,2042414.76,21.00,37875.00,55516.33,1.53,21.60,21.10,644,0.00,93.79,0.00,0.00,0.00,0.00,6.21,0.00,69229.15,899979.00,13.00,82727.25,12822723.00,155.00,7.74
370630014001,61333.33,89901.03,19000.00,27849.78,137000.00,200811.56,57000.00,83549.33,920000.00,1348515.56,15.00,21793.00,31943.70,2.62,23.30,14.60,1252,0.00,99.04,0.00,0.00,0.00,0.00,0.96,0.00,67805.86,474641.00,7.00,82028.97,9187245.00,112.00,5.88
370630020092,83634.62,122589.77,28000.00,41041.78,270000.00,395760.00,76000.00,111399.11,2174500.00,3187333.78,26.00,39643.00,58107.83,1.92,24.00,22.80,1052,0.00,86.31,0.00,0.00,0.00,0.00,0.00,13.69,69878.14,1956588.00,28.00,87177.10,24409588.00,280.00,9.09
370630020141,107863.25,158103.55,10000.00,14657.78,301500.00,441932.00,109000.00,159769.78,12620000.00,18498115.56,117.00,45643.00,66902.50,2.39,22.00,19.20,3135,53.88,26.76,0.32,14.39,0.00,0.00,2.04,2.62,114679.79,3784433.00,33.00,114887.69,56294967.00,490.00,6.31
370630013041,64174.78,94065.97,1000.00,1465.78,120000.00,175893.33,75250.00,110299.78,3850487.00,5643958.28,60.00,21567.00,31612.43,3.49,27.10,23.50,2912,0.21,82.66,0.00,0.00,0.00,0.00,0.00,17.14,67932.86,2445583.00,36.00,78181.47,26972606.00,345.00,9.45
370630020093,80563.04,118087.51,7500.00,10993.33,137000.00,200811.56,80000.00,117262.22,3705900.00,5432025.87,46.00,42070.00,61665.27,1.90,27.80,22.60,1867,0.96,95.07,0.00,0.00,0.00,1.50,2.46,0.00,81921.54,2129960.00,26.00,85935.85,44171026.00,514.00,4.81
370630020071,145321.43,213008.92,25000.00,36644.44,322500.00,472713.33,149000.00,218400.89,14241500.00,20874874.22,98.00,59107.00,86637.73,2.52,20.80,17.50,1647,71.65,24.41,0.36,1.15,0.00,0.00,0.00,2.43,120186.14,1682606.00,14.00,148132.02,73769745.00,498.00,2.73
370630020161,131019.23,192045.08,11000.00,16123.56,234000.00,342992.00,131500.00,192749.78,3406500.00,4993172.00,26.00,30757.00,45082.93,4.28,26.10,24.20,4122,35.47,32.87,0.36,6.33,0.00,0.32,3.25,21.40,169782.57,1188478.00,7.00,168356.47,13636874.00,81.00,7.95
370630018051,94075.76,137894.16,18000.00,26384.00,270000.00,395760.00,87000.00,127522.67,3104500.00,4550507.11,33.00,39083.00,57286.99,2.23,22.90,20.60,1168,79.28,9.25,0.00,0.00,0.00,0.34,0.00,11.13,72251.89,1950801.00,27.00,100209.76,23749712.00,237.00,10.23
370630020072,180977.27,265272.46,54000.00,79152.00,700000.00,1026044.44,141250.00,207041.11,11944500.00,17507982.67,66.00,59375.00,87030.56,2.38,23.40,21.10,2246,66.65,21.28,0.00,6.81,0.00,0.00,1.16,4.10,204273.06,3472642.00,17.00,184234.70,73878113.00,401.00,4.07
370630020182,182008.55,266784.09,14500.00,21253.78,442500.00,648606.67,161000.00,235990.22,42590000.00,62427475.56,234.00,62625.00,91794.33,2.57,26.60,19.60,3795,80.61,8.46,0.00,4.35,0.00,0.00,2.13,4.45,167856.50,8392825.00,50.00,201692.26,162967347.00,808.00,5.83
370630020073,145059.52,212625.02,75000.00,109933.33,322500.00,472713.33,128500.00,188352.44,6092500.00,8930251.11,42.00,68438.00,100314.90,1.88,25.30,19.30,817,31.95,67.20,0.00,0.00,0.00,0.00,0.86,0.00,126468.57,1770560.00,14.00,164022.30,43793955.00,267.00,4.98
370630020101,109333.33,160258.37,14000.00,20520.89,189000.00,277032.00,125000.00,183222.22,1640000.00,2403875.56,15.00,38500.00,56432.44,3.25,25.50,19.10,1608,12.87,53.61,0.68,7.52,0.00,0.00,3.11,22.20,154341.05,3395503.00,22.00,134304.51,29144079.00,217.00,9.21
370630020081,314229.17,460590.13,41000.00,60096.89,1800000.00,2638400.00,281500.00,412616.44,22624500.00,33162489.33,72.00,162716.00,238505.50,1.73,22.50,13.60,957,90.49,2.61,0.00,2.30,0.00,0.00,1.67,2.93,484226.50,4842265.00,10.00,377451.10,128710826.00,341.00,2.85
370630020181,241888.24,354554.41,50000.00,73288.89,790000.00,1157964.44,194500.00,285093.78,20560500.00,30137124.00,85.00,57206.00,83851.28,3.40,28.80,14.00,1359,82.19,11.11,0.00,5.45,0.52,0.00,0.44,0.29,204597.42,2455169.00,12.00,282911.35,114296187.00,404.00,2.88
370630020103,125058.53,183308.01,200.00,293.16,622500.00,912446.67,131750.00,193116.22,42019666.00,61591492.65,336.00,48281.00,70769.22,2.73,43.80,22.40,1990,9.85,89.30,0.85,0.00,0.00,0.00,0.00,0.00,111428.17,5237124.00,47.00,123596.54,91708631.00,742.00,5.96
370630020082,243237.97,356532.81,36000.00,52768.00,700000.00,1026044.44,226500.00,331998.67,45485500.00,66671635.11,187.00,89874.00,131735.31,2.52,17.70,15.50,1860,87.80,5.43,0.65,0.27,0.00,0.00,1.07,4.78,265176.19,5568700.00,21.00,282675.93,191936954.00,679.00,3.00
370630020102,120270.01,176289.11,4000.00,5863.11,224000.00,328334.22,120000.00,175893.33,29826963.00,43719699.54,248.00,59167.00,86725.67,2.03,22.70,20.90,3551,36.98,51.39,1.13,5.35,0.00,0.34,2.42,2.39,138252.00,3456300.00,25.00,135160.44,98531961.00,729.00,3.32
370630020113,166260.20,243700.51,16000.00,23452.44,622500.00,912446.67,160250.00,234890.89,88782947.00,130136070.76,534.00,76744.00,112489.65,2.09,21.90,20.50,2415,67.66,16.36,0.50,11.47,0.00,0.00,1.86,2.15,173339.67,3120114.00,18.00,176488.39,181783043.00,1030.00,1.72
370630018052,136378.95,199901.23,11500.00,16856.44,292500.00,428740.00,142000.00,208140.44,12956000.00,18990616.89,95.00,55000.00,80617.78,2.58,23.60,18.30,1789,70.21,24.09,0.00,3.63,0.00,0.00,1.45,0.61,128267.68,3976298.00,31.00,147403.16,57782039.00,392.00,7.33
370630020142,216250.00,316974.44,166500.00,244052.00,266000.00,389896.89,216250.00,316974.44,432500.00,633948.89,2.00,43077.00,63141.31,5.02,21.00,0.00,580,60.00,15.00,0.00,11.38,0.00,0.00,4.66,8.97,88992.25,355969.00,4.00,280079.91,3080879.00,11.00,26.67
370630020111,162116.56,237626.85,7000.00,10260.44,239000.00,350320.89,160000.00,234524.44,26425000.00,38733177.78,163.00,57500.00,84282.22,2.78,24.70,21.50,2908,67.81,19.81,0.00,6.05,0.00,0.00,1.75,4.57,167492.78,1507435.00,9.00,181873.58,104213562.00,573.00,1.55
370630020143,141362.07,207205.38,95000.00,139248.89,173500.00,254312.44,140750.00,206308.22,8199000.00,12017912.00,58.00,55625.00,81533.89,2.53,20.20,19.10,1319,60.12,21.38,3.11,7.51,0.00,0.00,2.88,5.00,151107.75,1208862.00,8.00,138659.16,19550941.00,141.00,5.37
370630020112,163240.00,239273.56,14000.00,20520.89,225000.00,329800.00,164000.00,240387.56,12243000.00,17945517.33,75.00,54894.00,80462.41,2.99,21.10,18.40,2518,69.54,19.30,0.00,5.60,0.00,1.11,3.14,1.31,162849.00,325698.00,2.00,176409.13,41632555.00,236.00,0.84
370630020123,159188.41,233334.83,30000.00,43973.33,374000.00,548200.89,150500.00,220599.56,54920000.00,80500515.56,345.00,54024.00,79187.18,2.79,23.60,22.40,5014,50.14,34.24,0.32,9.45,0.00,0.22,1.90,3.73,147920.25,5916810.00,40.00,168642.27,141828145.00,841.00,4.54
370630020122,186370.13,273177.19,29000.00,42507.56,330500.00,484439.56,192000.00,281429.33,14350500.00,21034644.00,77.00,44950.00,65886.71,4.27,22.00,19.40,2427,63.08,23.32,0.00,6.22,0.00,0.00,5.11,2.27,92656.67,1111880.00,12.00,162763.14,26693155.00,164.00,6.82
370630020121,206793.10,303112.73,20000.00,29315.56,332000.00,486638.22,212000.00,310744.89,29985000.00,43951346.67,145.00,61642.00,90353.47,3.44,24.00,17.60,3105,81.67,6.79,0.48,4.67,0.00,0.68,0.87,4.83,168240.43,4710732.00,28.00,221295.85,122597900.00,554.00,4.81
370630020131,126318.18,185154.38,88000.00,128988.44,245000.00,359115.56,118000.00,172961.78,9726500.00,14256887.56,77.00,70134.00,102800.86,1.68,18.80,19.30,1700,58.77,35.41,0.82,3.88,0.00,0.00,1.12,0.00,130896.00,916272.00,7.00,148227.17,56474551.00,381.00,1.80
370630020124,218101.42,319688.21,17500.00,25651.11,849000.00,1244445.33,214250.00,314042.89,92475000.00,135547800.00,424.00,90123.00,132100.29,2.38,18.90,20.50,2166,66.30,30.79,0.00,0.32,0.00,0.00,0.83,1.75,261534.97,7584514.00,29.00,216590.64,180853184.00,835.00,3.36
370630020132,117045.45,171562.62,81500.00,119460.89,184000.00,269703.11,116500.00,170763.11,5150000.00,7548755.56,44.00,53929.00,79047.93,2.16,23.00,18.20,926,76.03,16.63,0.00,4.10,0.00,0.00,2.48,0.76,114372.21,1601211.00,14.00,124511.93,33369197.00,268.00,4.96
370630020133,157582.55,230981.00,57000.00,83549.33,215000.00,315142.22,163500.00,239654.67,50584000.00,74144903.11,321.00,75727.00,110998.95,2.16,28.50,20.60,1710,65.50,22.16,0.76,6.55,0.00,0.35,2.05,2.63,141304.75,2826095.00,20.00,149571.72,98119047.00,656.00,2.96
