trtid10,pop70,white70,black70,asian70,haw70,hu70,vac70,ohu70,own70,rent70,pwhite70,pblack70,pasian70,phaw70,pvac70,pohu70,pown70,prent70
37063001503,615.206142067909,495.221296191216,112.387550354004,5.67613887786865,0,90.0322952270508,4.45358610153198,85.5787124633789,3.23103284835815,82.3476791381836,80.49680624556434,18.268275081947767,0.9226401509564405,0.0,4.946653964891778,95.0533497425113,3.5887487264540656,91.46460048642821
37063001601,1639.54762213637,1479.86696738399,157.971008300781,0,0,488.615966796875,12.9932870864868,475.622680664063,412.707824707031,62.9148635864258,90.26068821689289,9.635036284883325,0.0,0.0,2.659202312127533,97.34079788305128,84.46466197421663,12.876137470264137
37063001603,1602.48274938662,1446.41195815334,154.399795532227,0,0,477.569946289063,12.6995506286621,464.870391845703,403.377838134766,61.492561340332,90.26068821689226,9.635036357884436,0.0,0.0,2.659202223117979,97.34079697810941,84.4646614112124,12.876137164442056
37063001604,1526.78548099346,1378.09537892137,147.097790080472,.000243557515204884,0,455.014108456671,12.0995323582902,442.914561793208,384.322388233617,58.5921888183802,90.26123159257847,9.634476611917828,1.5952307526948987e-05,0.0,2.6591554269228523,97.34084142918061,84.46383993172694,12.877004850929733
37063001705,2260.92281600903,2234.34004743675,23.8919090740383,1.09069165587425,0,733.468380212784,29.445271551609,704.023089408875,550.081903934479,153.941216945648,98.82425139044754,1.0567326272646573,0.04824099470142611,0.0,4.014525008299162,95.98547236687057,74.99735759227912,20.98811906533566
37063001706,991.669751704854,965.406476856461,22.3439756631851,2.66182849230245,.00040708007873036,318.838158607483,6.72029955498874,312.117846280336,229.434379070997,82.6834821105003,97.35161077533706,2.2531670069367236,0.26841884485498335,4.1049964267894434e-05,2.107746320057632,97.89224967409866,71.95951076654231,25.932743581137892
37063001707,2714.5042247711,2665.62195472956,39.8243098231032,5.97003973275423,.00450185220688581,896.845669269562,19.9531800895929,876.892508506775,658.620790958405,218.271732926369,98.19921923143583,1.467093307856663,0.21993112695404454,0.00016584436177348105,2.224817577124927,97.77518457785074,73.43747241315445,24.33771387937246
37063001708,1377.26119672763,919.792374784655,456.566338539124,.43892976641655,0,442.013177394867,37.0571442693472,404.95604801178,260.520324707031,144.435708045959,66.78416388772732,33.15030871587211,0.03186975480464028,0.0,8.383719346955726,91.61628402087604,58.93949276410338,32.67678780466066
37063001709,1766.12545942574,1175.66854011718,589.319873809814,.576176255941391,0,566.751101493835,47.5708230137825,519.180271148682,332.932576179504,186.247679710388,66.56766844295714,33.36795076842575,0.03262374441557148,0.0,8.393600451484957,91.60639825493652,58.7440545421023,32.86234102050775
37063001710,1115.94548661532,1102.50338906392,12.2418434615238,.480104589286839,0,359.820731759828,14.6423879165568,345.178351472656,270.765332966432,74.413033764693,98.79545213340391,1.0969929632184363,0.04302222599985629,0.0,4.069356383369887,95.93064573695953,75.25006456469596,20.68058541283885
37063001711,1147.95388207742,1134.12608741269,12.5931701660156,.493849813938141,0,370.140441894531,15.0624189376831,355.078002929688,278.531280517578,76.5467224121094,98.79543987954408,1.097010111871924,0.043020004692560884,0.0,4.06937941193009,95.93061517737775,75.25016155812112,20.68045361925646
37063001801,4548.93719079126,3453.22420574226,1093.79344046535,1.91949317144008,.0136360256001353,1365.92624788219,57.0529807932908,1308.8732438134,953.184281926136,355.688961887208,75.912769530713,24.045032819525282,0.04219651955902684,0.0002997628902799468,4.1768712536089705,95.82312704238255,69.78299768409951,26.04012935827893
37063001802,2891.20245987963,2196.17678676578,691.025154992938,1.0003602928773,0,916.059513833374,28.0024565423373,888.057057291269,628.042940359563,260.014116929844,75.96067094025693,23.900960399075878,0.03460014671262241,0.0,3.0568381332733785,96.94316186675196,68.55918538866902,28.383976477879703
37063001806,1418.89281223988,1339.40789867014,78.6580214500427,.826891278848052,.387303709983826,426.483945846558,9.65833455324173,416.825629234314,302.613088130951,114.212540149689,94.39810302201305,5.543619699212675,0.05827721951334099,0.027296192259401476,2.2646419982046972,97.73536220851818,70.95532928684408,26.780032698061003
37063001807,2881.47210923245,2720.05501022383,159.737856864929,1.67924182116985,.786532163619995,866.099008560181,19.6140407323837,846.484931945801,614.543393135071,231.941584587097,94.39810302201337,5.543619747458846,0.058277219334847453,0.027296192147752803,2.2646418640970905,97.73535399295898,70.95532809311251,26.780031185196822
37063001808,1291.73407217551,1232.28851607533,58.6385383605957,.788597428239882,.369195848703384,387.952401638031,8.30049803853035,379.651903629303,275.829770326614,103.822125554085,95.39800355346647,4.539520914071576,0.06104951825817706,0.028581412897284077,2.139566091995717,97.86043391568624,71.09886912981914,26.76156278855919
37063001809,1384.61999791548,1320.48090104997,63.2638640403748,.851366245187819,.394261866807938,415.815970897675,8.92694628238678,406.889013767242,295.656540155411,111.232481360435,95.36774732691494,4.5690416241002865,0.06148735728716436,0.028474373286641243,2.1468502672263985,97.85314712391607,71.1027379533161,26.750411034069533
37063001900,1274.30452624959,1072.24002588848,201.099907398224,.964596800506115,.0253159068524837,397.856620788574,26.1226546168327,371.733953475952,263.347276687622,108.38667011261,84.14315446592607,15.781149894372723,0.07569594085528544,0.0019866449762201686,6.565846400910997,93.43415040804261,66.19150290012846,27.242645829993123
37063002007,1954.7702643408,1851.5792756279,94.1016927608289,9.08929741955944,0,590.821772135794,11.7647436473053,579.057018950582,513.816207876429,65.2408034456894,94.72106821986578,4.813951515298013,0.46498033990836213,0.0,1.9912508648380174,98.00874752081613,86.96636314179935,11.042383087855216
37063002008,1697.08920555803,1607.49997780291,81.6979522705078,7.89127922058105,0,512.933166503906,10.2122440338135,502.720886230469,446.08935546875,56.6315307617188,94.72100656455112,4.81400459109303,0.4649890644956563,0.0,1.9909502252347981,98.00904270959066,86.96831957840516,11.040723131185464
37063002009,2569.94448213478,164.857291753104,2398.76738131698,5.5576271195896,.218478799564764,714.980686310679,35.9354463850614,679.045222885907,433.916628841311,245.128590112552,6.414819187695514,93.33926853254012,0.21625475407052513,0.008501304253206273,5.026072322385286,94.97392529437404,60.68927974548982,34.28464499893313
37063002013,296.539348385812,258.932287704079,36.8395690917969,.527650058269501,0,87.158203125,3.59761428833008,83.5605850219727,62.8862953186035,20.6742897033691,87.31802005823376,12.42316383722097,0.1779359336768363,0.0,4.127682948179274,95.87231267507008,72.1518951330532,23.72041754201676
37063002015,539.661298451515,518.653251232951,19.5544354245067,1.45361115969718,0,202.441565454006,15.0569798564538,187.38459610939,104.188179820776,83.1964162737131,96.10717921058193,3.623464473108504,0.26935619876172706,0.0,7.437691870583116,92.56231332194629,51.465804261648614,41.096509052937066
37063002016,411.646902576309,395.641665017628,14.8991842269897,1.10605299472809,0,154.522109985352,11.5159635543823,143.006149291992,79.3755645751953,63.6305770874023,96.11190137505916,3.6194088024815794,0.268689740601912,0.0,7.452631571931008,92.5473702795984,51.36841878661878,41.17894655556684
37063002017,2762.04943834992,2654.65822348278,99.9698687017651,7.42134374503567,0,1036.80533351915,77.2692804192689,959.536045470486,532.590539044199,426.945506426286,96.11190106244815,3.6194090994072954,0.26868975051616983,0.0,7.45263145560793,92.54736780853598,51.36842200034476,41.178945808191116
37063002018,2609.47342399971,2507.72880520396,94.7288122102618,7.01348414132372,0,979.123081922531,72.9028494199738,906.220270633698,503.39311671257,402.827123433352,96.10095209784511,3.630188808938501,0.26877009272520946,0.0,7.445728812441778,92.55427508197573,51.41264933966687,41.14162262852506
37063002019,811.546272265767,708.943041806542,100.502464771271,1.44730305112898,0,238.821459293365,9.90277089178562,228.918688416481,172.033076882362,56.8856191635132,87.35706958855647,12.384070780175824,0.17833894388895843,0.0,4.146516364604067,95.85348364163558,72.03417875067873,23.81930808555846
37063002020,434.795883992967,379.824942947916,53.8454278931022,.775410386268049,0,127.951530754566,5.3055309727788,122.645999789238,92.1688303947449,30.4771693646908,87.3570695885566,12.38407029031884,0.17833894358590377,0.0,4.1465162171101815,95.85348378871296,72.03417563760239,23.819308127818715
37063002021,451.550807812904,394.461553408808,55.9203711301088,.805290902964771,0,132.882161319256,5.5099806189537,127.372186899185,95.7205759882927,31.6516109108925,87.3570695885566,12.384070665482875,0.17833893529395167,0.0,4.146516405400495,95.85348825954672,72.03418053858957,23.819307720957315
37063002022,819.745921158818,716.106014796062,101.517912253737,1.46192617807537,0,241.234449505806,10.0028257146478,231.231630563736,173.771253168583,57.4603773355484,87.35706958855648,12.384070433705624,0.17833893897376718,0.0,4.146516277065583,95.85348653040151,72.03417817172115,23.8193083339722
37063002023,428.114852035498,66.5528202121231,360.366878271103,1.17375479266047,0,121.328337192535,6.11529749631882,115.213032722473,98.7220492362976,16.4909843206406,15.545552763631926,84.1752806653908,0.27416820207936765,0.0,5.0402878979660795,94.9597063542067,81.36767676922526,13.592030272755807
37063002024,715.607203320722,111.245095372574,602.364374637604,1.9619674384594,0,202.804054260254,10.2219085693359,192.582149505615,165.016953468323,27.5651895999908,15.545552763631978,84.17528105396046,0.27416820699331085,0.0,5.040288078372609,94.95971380260404,81.36767978837365,13.592030840082217
37063002025,1431.80447088794,154.913727565516,1272.87451171875,4.01628160476685,0,404.783843994141,20.6551628112793,384.128662109375,331.9169921875,52.2116622924805,10.819475055099218,88.90002354367361,0.280504893400433,0.0,5.102763639839901,94.89723164814231,81.99857704605036,12.89865271728489
37063002026,1051.20269933507,114.078328887815,934.175816937874,2.94820261420455,3.19798596137844E-006,297.189428384649,15.1635224125712,282.025914554717,243.678102616919,38.3477966788341,10.85217236979836,88.867334295163,0.28045995468518226,3.042216276081959e-07,5.102308818651928,94.89769406928366,81.99420280237194,12.90348613248819
37063002027,2262.02961004161,1979.74511757476,276.539878368378,3.95950212702155,.0161427985876799,665.202713012695,27.1154746711254,638.087224960327,479.788610458374,158.29861497879,87.52074282256379,12.225298782153923,0.17504201136203143,0.00071364223156137,4.076272411505923,95.92372557689035,72.12667673669237,23.797048911880935
37063002028,833.577149780454,729.552913487009,101.907300055027,1.45911021344364,.00594875868409872,245.132853984833,9.99228309094906,235.140574455261,176.806192874908,58.3343856334686,87.52074282256386,12.225299131804075,0.17504201186752033,0.0007136422448318663,4.0762724900054845,95.92372896282998,72.12668151199654,23.79704910426976
37063002100,2822.00061812159,1665.00055930533,1148.00005998298,9,0,796.000185531782,35.0000049336654,761.000180598116,411.000156708789,350.000023889326,59.000715613365294,40.680361748011386,0.31892267996704676,0.0,4.396984519580611,95.60301548041932,51.63317348151283,43.969841998906354
37063002200,1519.00000757072,750.000003613532,754,9,0,636,25,611,83,528,49.3745885369006,49.63791943660645,0.5924950595881407,0.0,3.930817610062893,96.0691823899371,13.050314465408805,83.01886792452831
37063002300,3591.96587819193,2.00000000570435,3585.9658203125,4,1,1189.67846679688,111.980113983154,1077.69836425781,166.962432861328,910.735931396484,0.05567981638820801,99.83295893995378,0.11135963245879886,0.027839908114699715,9.412636868569376,90.58736409337827,14.034248540352406,76.55311555302605
37063980100,223.110834084258,195.268259308161,27.2759670913219,.390537697589025,.00159221317153424,65.6109569072723,2.67448133230209,62.9364757537842,47.3230053186417,15.6134714782238,87.52074282256405,12.225299234469764,0.1750420140698045,0.0007136422478403444,4.076272406881558,95.92372786565522,72.12668058709022,23.797048868362424
