trtid10,pop10,nhwht10,nhblk10,ntv10,asian10,hisp10,haw10,hu10,vac10,ohu10,own10,rent10,pnhwht10,pnhblk10,pntv10,pasian10,phisp10,phaw10,pvac10,pohu10,pown10,prent10
37063000101,3152,840,1664,7,50,582,0,1309,127,1182,726,456,26.649746192893403,52.79187817258884,0.2220812182741117,1.5862944162436547,18.464467005076145,0.0,9.702062643239113,90.29793735676088,55.46218487394958,34.83575248281131
37063000102,4535,1525,1606,17,72,1293,2,1952,179,1773,672,1101,33.62734288864388,35.41345093715545,0.37486218302094815,1.587651598676957,28.511576626240355,0.04410143329658214,9.170081967213115,90.82991803278688,34.42622950819672,56.403688524590166
37063000200,2946,1148,1151,14,32,585,6,1399,200,1199,537,662,38.96809232858113,39.06992532247115,0.47522063815342835,1.0862186014935504,19.85743380855397,0.20366598778004072,14.295925661186562,85.70407433881344,38.38456040028591,47.31951393852752
37063000301,2504,895,989,7,75,519,0,1235,130,1105,346,759,35.742811501597444,39.49680511182109,0.27955271565495204,2.9952076677316293,20.726837060702874,0.0,10.526315789473683,89.47368421052632,28.016194331983808,61.45748987854252
37063000302,3426,2058,523,16,118,692,1,1691,124,1567,686,881,60.07005253940455,15.265615878575597,0.46701692936368944,3.4442498540572095,20.198482194979565,0.02918855808523059,7.332939089296274,92.66706091070373,40.56771141336487,52.09934949733886
37063000401,2523,1973,230,7,112,192,0,1272,97,1175,818,357,78.20055489496632,9.116131589377725,0.27744748315497425,4.439159730479588,7.609988109393578,0.0,7.6257861635220126,92.37421383647799,64.30817610062893,28.066037735849058
37063000402,1963,1362,166,7,128,298,0,1141,70,1071,239,832,69.38359653591442,8.456444218033623,0.3565970453387672,6.5206316861946,15.180845644421803,0.0,6.134969325153374,93.86503067484662,20.946538124452236,72.91849255039439
37063000500,4093,1024,1895,21,292,850,0,2004,326,1678,303,1375,25.01832396774982,46.298558514537014,0.5130710969948693,7.134131443928658,20.767163449792328,0.0,16.26746506986028,83.73253493013972,15.119760479041917,68.6127744510978
37063000600,5177,2222,1335,26,168,1411,0,2332,249,2083,957,1126,42.92061039211899,25.787135406606144,0.5022213637241646,3.2451226579099863,27.255167085184468,0.0,10.677530017152659,89.32246998284734,41.0377358490566,48.284734133790735
37063000700,2830,1635,970,13,71,134,0,1542,145,1397,770,627,57.773851590106005,34.275618374558306,0.45936395759717313,2.508833922261484,4.734982332155477,0.0,9.40337224383917,90.59662775616083,49.93514915693904,40.66147859922179
37063000900,1668,62,1127,6,10,456,0,843,232,611,143,468,3.7170263788968825,67.56594724220624,0.3597122302158274,0.5995203836930456,27.33812949640288,0.0,27.52075919335706,72.47924080664293,16.9632265717675,55.51601423487544
37063001001,3466,291,2309,6,11,843,0,1509,304,1205,377,828,8.395845354875938,66.61858049624928,0.17311021350259664,0.3173687247547605,24.32198499711483,0.0,20.14579191517561,79.85420808482438,24.983432736911862,54.87077534791253
37063001002,5974,373,3057,14,21,2495,0,2305,303,2002,480,1522,6.243722798794778,51.171744224974894,0.2343488449949782,0.3515232674924674,41.76431201874791,0.0,13.14533622559653,86.85466377440348,20.824295010845987,66.03036876355748
37063001100,3225,224,2154,17,6,824,2,1487,245,1242,163,1079,6.945736434108526,66.79069767441861,0.5271317829457364,0.18604651162790697,25.550387596899228,0.062015503875969,16.47612642905178,83.52387357094821,10.961667787491594,72.56220578345662
37063001301,1128,26,1012,3,4,80,1,697,216,481,151,330,2.304964539007092,89.71631205673759,0.26595744680851063,0.3546099290780142,7.092198581560284,0.08865248226950355,30.989956958393112,69.01004304160688,21.664275466284074,47.34576757532281
37063001303,3676,66,3441,30,8,105,0,850,147,703,313,390,1.7954298150163224,93.60718171926007,0.8161044613710555,0.2176278563656148,2.856365614798694,0.0,17.294117647058822,82.70588235294117,36.8235294117647,45.88235294117647
37063001304,2557,38,2195,10,2,303,2,1185,128,1057,307,750,1.4861165428236214,85.8427845131013,0.3910833007430583,0.07821666014861164,11.849824012514667,0.07821666014861164,10.80168776371308,89.19831223628692,25.90717299578059,63.29113924050633
37063001400,2609,32,2356,6,3,207,1,1220,209,1011,213,798,1.2265235722499042,90.3027980068992,0.22997316979685703,0.11498658489842851,7.934074357991568,0.038328861632809505,17.13114754098361,82.8688524590164,17.45901639344262,65.40983606557377
37063001501,3070,1527,358,17,970,187,0,198,0,198,13,185,49.73941368078176,11.661237785016286,0.5537459283387622,31.596091205211724,6.091205211726384,0.0,0.0,100.0,6.565656565656567,93.43434343434343
37063001502,5986,1350,2028,11,912,1663,1,3150,303,2847,66,2781,22.55262278650184,33.879051119278316,0.18376211159371866,15.23554961577013,27.78149014366856,0.01670564650851988,9.619047619047619,90.38095238095238,2.0952380952380953,88.28571428571429
37063001503,1941,1044,243,8,451,175,0,39,0,39,15,24,53.78670788253478,12.5193199381762,0.41215868109222054,23.235445646573933,9.015971148892325,0.0,0.0,100.0,38.46153846153847,61.53846153846154
