trtid10,ag25up00,hs00,col00,clf00,unemp00,hinc00,hincw00,hincb00,hinch00,hinca00,mhmval00,mrent00,hinc00a17,hincw00a17,hincb00a17,hinch00a17,hinca00a17,mhmval00a17,mrent00a17,pcol00,phs00,punemp00,meansp9800,minsp9800,maxsp9800,mediansp9800,stddevsp9800,totsp9800,nums9800,meansp9800a17,minsp9800a17,maxsp9800a17,mediansp9800a17,totsp9800a17,pir9800
37063002018,3810.664795,371.6422749,2893.799789,3258.213741,91.43559527,61806.50762,64922.00732,45358.8773,9182.201301,63396.84395,167620.4928,790.0098383,87777.06981707369,92201.67565895885,64418.28689084211,13040.483206520668,90035.65177626317,238053.18025309092,1121.965168441177,75.93949992129917,9.752688701132527,2.806310528969069,169068.0,14500.0,400000.0,156250.0,70677.37314728103,49030000.0,290.0,240108.91751196174,20592.775119617225,568076.5550239235,221904.9043062201,69631983.73205742,2.5280509450664868
37063002019,2906.899902,385.2012939,1930.519287,2691.573975,74.13916016,59218.00072,62753.00218,51267.00049,37291.99992,56621.62326,170900.0051,757.0000021,84100.89461105454,89121.27323955791,72808.95256192249,52961.77711126507,80413.54170350813,242710.7153769474,1075.0848833651771,66.41161897840952,13.251274790541444,2.7544908982113343,189449.0,15000.0,332000.0,205000.0,68496.6720359464,31638000.0,167.0,269053.8381818182,21302.87081339713,471503.5406698565,291139.23444976076,44932015.119617224,3.4617852259028448
37063002020,1557.407227,206.3763275,1034.299438,1442.043823,39.72096634,59217.99843,62752.99852,51267.00164,37292.00014,56621.61985,170900.0054,757.0000225,84100.89135881627,89121.26804165741,72808.95419514259,52961.77742370717,80413.53686065551,242710.7158030048,1075.0849123370813,66.41162440168901,13.251275833459324,2.7544909319999213,274805.0,17500.0,954000.0,225000.0,195318.8330602044,160761000.0,585.0,390275.69425837323,24853.34928229665,1354862.5837320574,319543.062200957,228311387.6555024,3.799520516823385
37063002021,1617.422241,214.329071,1074.156372,1497.613159,41.25162125,59217.99823,62752.99773,51267.00169,37291.99891,56621.62029,170900.0016,756.9999777,84100.89107477799,89121.26691970622,72808.95426615216,52961.77567687177,80413.53748553971,242710.7104062775,1075.0848487125072,66.41162367941,13.251275119568485,2.754491104868824,184379.0,18500.0,402000.0,184000.0,90126.3084343301,52179500.0,283.0,261853.46784688995,26273.540669856462,570916.9377990431,261315.2153110048,74104876.50717704,3.107163455362885
37063002022,2936.270508,389.0932922,1950.02478,2718.769043,74.88824463,59218.00026,62753.00288,51267.00102,37291.9989,56621.62293,170900.0047,756.9999881,84100.89395776652,89121.27423369187,72808.95331462393,52961.775662669854,80413.54123484498,242710.7148088708,1075.0848634824977,66.41161891205427,13.251275423701529,2.754490853969901,149327.0,20000.0,374000.0,146000.0,57996.31795209072,28073500.0,188.0,212072.91933014354,28403.827751196175,531151.5789473684,207347.94258373207,39869742.91866029,2.4654665702823246
37063002023,2060.975586,194.2692261,1523.085693,1914.244263,60.26463318,62383.00115,63864.00117,46392.00078,39285.99782,76411.2915,152299.9959,732.9999943,88595.80096336364,90699.10443674355,65885.51995942392,55793.635755657415,108518.65810062202,216295.1425025742,1041.000278986249,73.90120015715704,9.426080901668673,3.148220650041462,160835.0,7000.0,239000.0,158500.0,32850.67678146069,29754500.0,185.0,228416.48181818184,9941.339712918661,339425.7416267943,225100.33492822968,42257084.64114833,2.540756248948116
37063002024,3444.984375,324.7270203,2545.884766,3199.718506,100.7341995,62382.99879,63864.00006,46392.00067,39285.99869,76411.29398,152299.9999,732.9999844,88595.79761171197,90699.1028603311,65885.51980320287,55793.636991223924,108518.66162269666,216295.1481833397,1041.000264926354,73.90119921806613,9.426081077653654,3.1482206735094587,264825.0,14000.0,812500.0,171000.0,203068.2325205004,254497447.0,961.0,376102.18421052635,19882.679425837323,1153905.5023923446,242852.7272727273,361435082.38535887,2.7411314511448484
37063002025,2785.680176,778.029541,1315.556274,2444.24707,74.40015411,51446.99996,62309.99801,45487.0003,31583.00039,62556.8165,117600.0001,649.9999723,73064.58625898183,88492.12253267082,64600.246071990434,44853.90514717608,88842.65202645934,167014.50731905265,923.1243625745742,47.22567527077093,27.929607558796803,3.0438884441416145,210393.0,2500.0,812500.0,142500.0,184561.93998221844,94256184.0,448.0,298798.32660287083,3550.478468899522,1153905.5023923446,202377.27272727274,133861820.74105264,2.7698408091976914
37063002026,2044.816354,571.1033922,965.690029,1794.186933,54.61180854,51446.20306,62302.5012,45486.88877,31584.85249,62558.42919,117601.2696,650.0501304,73063.45450846507,88481.47562767465,64600.087678044976,44856.53548364498,88844.94235490814,167016.31025201915,923.1955966762105,47.22624734054723,27.92932436611371,3.0438193220304766,88563.0,200.0,139000.0,91000.0,24882.100293182648,13107425.0,148.0,125776.40985645933,284.0382775119617,197406.6028708134,129237.4162679426,18615052.098086126,1.7688380208325525
37063002027,2506.998779,671.020752,1242.982788,2190.146729,60.38508224,48455.99895,49267.00053,44219.00073,39432.00056,64807.69455,127399.9977,747.9999703,68816.79238439714,69968.56984361053,62799.44400324689,56000.98758956555,92039.32964751674,180932.37950867944,1062.3031157150526,49.5805103062637,26.765898636283303,2.757124965210493,107899.0,10000.0,301500.0,108000.0,42747.21342964943,16077000.0,149.0,153237.2305263158,14201.913875598088,428187.7033492823,153380.66985645934,22832416.937799044,2.228826199856932
37063002028,923.8503418,247.2768555,458.0497437,807.0876465,22.25241661,48456.0001,49267.00092,44219.00127,39432.00135,64807.68983,127400.0048,748.0000081,68816.79401761723,69968.57039748516,62799.44477015024,56000.988711516744,92039.3229442134,180932.38959203826,1062.303169398287,49.580513528581996,26.765899660567726,2.757125165587577,104894.0,23500.0,260500.0,131500.0,58419.060879134304,9965000.0,95.0,148969.55540669858,33374.4976076555,369959.8564593302,186755.16746411484,14152207.177033493,2.713802206715779
37063002100,4103,1465,1516,3082,42,63681.0,67536,52174,52727,62812.5,184400,518,90439.20775119617,95914.04555023924,74097.06545454546,74882.43129186603,89205.77153110049,261883.2918660287,735.6591387559808,36.948574213989765,35.70558128198879,1.3627514600908501,236018.0,12000.0,1575000.0,184250.0,266704.74786550016,69861500.0,296.0,335190.7309090909,17042.296650717704,2236801.435406699,261670.26315789475,99216700.62200958,2.8933276801557763
37063002200,895,453,269,690,87,29783.75587,53594,25594.67196,28750,87500,107947.3684,445.7710843,42298.6335757579,76113.73722488039,36349.33268501053,40830.5023923445,124266.74641148325,153305.92291142585,633.0802547460574,30.05586592178771,50.6145251396648,12.608695652173912,66640.0,4500.0,250000.0,69000.0,50555.89556124983,1932582.0,29.0,94641.55406698566,6390.861244019139,355047.84688995214,97993.20574162679,2744636.3121531103,2.316699085943723
