trtid10,ag25up70,hs70,col70,clf70,unemp70,hinc70,mhmval70,mrent70,hinc70a17,mhmval70a17,mrent70a17,pcol70,phs70,punemp70
37063001708,697.7742109,563.8475485,92.31456709,549.494875,21.17199381,9866.646967,15574.50201,76.51261486,61817.79741941826,97579.3918017562,479.37676712918625,13.229862274636266,80.80659039730642,3.8529920429194178
37063001709,895.0400639,726.6284695,116.0090305,705.6738434,27.05847225,9820.724528,15356.71726,76.37343812,61530.0781931601,96214.89851426278,478.50477895046754,12.961322646777221,81.18390436444017,3.8344162112669293
37063001710,631.3061404,457.5163071,88.09530256,520.1668136,4.560878323,10717.7502,19473.24766,100.4161554,67150.2398810343,122006.31916498575,629.1403323657624,13.954450451595829,72.471385564239,0.8768107083638833
37063001711,649.4124756,470.638855,90.62143707,535.0862427,4.691573143,10717.79152,19473.31549,100.4166627,67150.49876446227,122006.74414230711,629.1435107675778,13.954372679131822,72.47148348438658,0.8767882200309839
37063001801,2508.231887,2348.356563,59.13614278,2113.786136,17.26195185,8429.781615,11948.71842,63.17219689,52815.36208895619,74862.66177149129,395.7946486731356,2.357682441025438,93.62597514094996,0.8166366292223612
37063001802,1705.102716,1637.07291,30.01817841,1292.081852,33.00222727,7177.26314,11584.65546,61.71198717,44967.92074332031,72581.68725355566,386.64595317782374,1.760490915199504,96.01022241290008,2.554190140424633
37063001806,758.0834122,700.9317579,15.26354796,642.4932022,7.599208683,9116.376102,14636.96536,63.9141754,57117.10299938026,91705.4154755715,400.443388754153,2.013439116904608,92.46103352477496,1.182768729222206
37063001807,1539.507545,1423.44459,30.99704731,1304.768229,15.43239135,9116.37695,14636.96524,63.9141775,57117.10831237994,91705.41472373191,400.44340191134563,2.013439129328853,92.46103370022783,1.1827687865934386
37063001808,687.5634418,632.8463268,15.30533698,583.1405911,6.856016159,9180.585223,14860.02514,64.62790818,57519.39431959599,93102.95856580052,404.91516002084643,2.226025418095462,92.04188127618394,1.1757055268725571
37063001809,736.8749833,677.679472,16.81008852,624.8281741,7.37851432,9184.217052,14874.88194,64.70604226,57542.14892611377,93196.04131780051,405.40469580186175,2.281267365695898,91.96668191463083,1.180886942338665
37063001900,744.116394,683.9696236,32.87483197,563.5897446,31.50518045,8166.652199,14096.66894,40.56662169,51166.769513608015,88320.28020624378,254.1632643804918,4.41796904826693,91.91702119655221,5.590091152627407
37063002007,1122.811767,361.9803696,492.4299277,797.7393474,13.36686087,15948.18717,33094.05115,79.29656665,99920.65257624062,207345.14537927174,496.8191432834406,43.856854921970196,32.23874029813227,1.6755925244963037
37063002008,974.8050537,314.2585754,427.521637,692.5758057,11.60482216,15948.61575,33094.34045,79.28572152,99923.33777129288,207346.95793918733,496.75119496710073,43.857142038532295,32.23809460231976,1.6756031707273946
37063002009,1249.219121,954.9183927,178.1551505,1074.725452,33.93749902,5662.420548,14838.92376,59.49204137,35476.932286171184,92970.75146054247,372.73726056872613,14.26132113294798,76.44122449355304,3.157783130272419
37063002013,150.4282379,106.7771912,26.62234497,119.8725052,3.261837006,10096.33005,18853.50368,88.65384847,63256.837687408966,118123.41872923695,555.4456000604833,17.697704461377594,70.98214583287358,2.7210885436638055
37063002015,279.8700888,135.1578317,102.7230428,250.5785468,3.667760534,7907.678486,24331.92705,132.1207096,49544.21378816928,152447.54801015303,827.7798210759261,36.70383042376767,48.29306064092691,1.463716898688631
37063002016,213.4031677,103.1882401,78.26951599,191.217041,2.79766345,7884.848676,24291.23667,132.1595691,49401.17749889857,152192.60935914298,828.0232886598839,36.67682951174862,48.353659044584084,1.4630827019229944
37063002017,1431.882748,692.367703,525.1692126,1283.019334,18.77163407,7884.848643,24291.23614,132.1595798,49401.17729214269,152192.6060385182,828.0233556989128,36.676830790337874,48.35365912237389,1.4630827122048653
37063002018,1352.887464,654.2783635,496.0186873,1211.836942,17.74685025,7892.991096,24295.67117,132.1274746,49452.19244569329,152220.39296420896,827.8222060321266,36.663706368706514,48.36162511000989,1.4644585946283195
37063002019,411.7206525,291.8254035,73.21967554,328.2751458,8.911598606,10084.22081,18875.46762,89.07987449,63180.9693049963,118261.03005738046,558.1147935856843,17.783823836721428,70.87946687347679,2.714673565762224
37063002020,220.5844098,156.3490449,39.22834,175.8774461,4.774498593,10084.22043,18875.4691,89.07987143,63180.96692417097,118261.03933006858,558.1147744137751,17.78382254465202,70.87946289665662,2.7146735973669567
37063002021,229.0846502,162.3739817,40.74001065,182.6549113,4.958484503,10084.22012,18875.4678,89.07986916,63180.964981918725,118261.03118513983,558.1147601914765,17.783823846090236,70.87946816089207,2.714673516145415
37063002022,415.8805805,294.7739228,73.959463,331.5919554,9.001639269,10084.22062,18875.46851,89.07986614,63180.96811458364,118261.03563352399,558.1147412701804,17.783822199892306,70.87946314915754,2.7146735988034765
37063002023,228.3738518,171.2845449,34.7266717,189.9162712,3.349095374,7956.832282,15561.4364,67.64491513,49852.17853178343,97497.53144586807,423.81770361765905,15.206062964866977,75.001819844946,1.7634588931419584
37063002024,381.7339478,286.3074074,58.04670787,317.4509125,5.598116577,7956.832059,15561.43717,67.64491796,49852.17713461488,97497.53627017202,423.8177213485425,15.206063857965319,75.00181973598104,1.7634589653290096
37063002025,766.2492065,576.623291,115.3246613,638.8756714,10.90133667,7808.988672,15363.12879,65.00000015,48925.889554048335,96255.0688643335,407.2464389345224,15.050542345977622,75.2527097070475,1.706331475435801
37063002026,562.5528502,423.3278309,84.6723767,469.0316781,8.004999275,7810.00063,15364.45226,65.01879139,48932.22980467757,96263.36084038416,407.36417225076093,15.051452795927903,75.2512107528204,1.706707595407509
37063002027,1148.848377,821.7408047,198.7109178,917.0440388,24.55176562,10075.18122,18754.25664,87.97960946,63124.33329225118,117501.60329044431,551.2212702884897,17.296531185333258,71.52735044513189,2.6772722553354438
37063002028,423.3603907,302.8184681,73.22666205,337.938509,9.047534309,10075.18064,18754.2565,87.97961259,63124.32965835989,117501.60241329814,551.221289898972,17.296531196252037,71.5273499250387,2.6772723640678664
37063002100,1384.000344,1275.000262,34.00004999,1146.000277,46.00000273,6282.609843,10495.28763,18.8095275,39362.6227672667,65756.43850842427,117.84789345751979,2.456650400225623,92.12427348934243,4.013960873588863
37063002200,826,700,72,615,44,4338.577797,13028.26732,69.56562574,27182.62082755757,81626.39168173932,435.85158906906173,8.716707021791766,84.7457627118644,7.154471544715448
37063002300,1711.507263,1659.525452,22.99005699,1194.659729,57.98618889,2322.919327,7605.027764,45.71720446,14553.855717997678,47648.00719599958,286.43336417556094,1.3432637703039652,96.96280511781855,4.853782837271817
37063980100,113.3143909,81.05078387,19.59946106,90.4508307,2.421615086,10075.18132,18754.25735,87.9796111,63124.33391878416,117501.60773882849,551.2212805636306,17.296533039035204,71.52735255094593,2.677272355885616
