trtid10,ag25up90,hs90,col90,clf90,unemp90,hinc90,hincw90,hincb90,hinch90,hinca90,hinc90a17,hincw90a17,hincb90a17,hinch90a17,hinca90a17,pcol90,phs90,punemp90
37063002008,1641.999975,174,1150,1233.999981,0,76104.99883,76102.94,87499.99865,,,141294.67241732977,141290.85004409694,162450.34933099608,,,70.0365418702275,10.596833291669205,0.0
37063002009,3039.814721,1722.628855,508.7140266,2669.125473,202.0900561,30113.14004,33593.37484,29361.51407,31681.97025,29839.69264,55907.31650772665,62368.63499614573,54511.86618456544,58819.968160156364,55399.64077813792,16.73503398367153,56.66887666210495,7.571395880196599
37063002013,2580.999972,678,1191,2447.999974,92,49648.99946,50872.09247,43678.57096,34999.99962,55147.05823,92177.11349314902,94447.87794805567,81092.56251663611,64980.14002945051,102384.67442582392,46.1449055761555,26.268888312874417,3.7581699745557273
37063002015,2789.300989,580.9464443,1512.387656,2435.15267,51.01102852,29498.46851,30745.99259,26219.5241,20012.04553,36986.8496,54766.13243557904,57082.25501525442,48678.524743468326,37153.872426674585,68668.8769242971,54.22102748912051,20.8276713983555,2.0947774301148847
37063002016,1856.875163,284.6119699,1044.319655,2143.566957,109.9849611,27006.74905,30150.9401,25867.66085,30621.5125,26008.45516,50140.06725892728,55977.49517111493,48025.26407191243,56851.14833620015,48286.659331297575,56.24070351141855,15.327469265094587,5.130931914248574
37063002017,2669.068723,471.1711547,1685.694008,2180.977894,27.01047288,51241.11662,52943.6278,23352.52507,42516.40884,62493.38465,95132.9991252441,98293.8395846505,43355.72473042939,78934.92085622391,116023.68370172322,63.1566356262757,17.653016973291326,1.2384569763089948
37063002018,2588.237248,417.6781934,1672.179345,2359.921527,28.09076835,50769.05428,53402.98295,39958.26436,58061.72921,40626.45566,94256.57977413353,99146.66707877403,74185.53261820297,107795.98101086597,75426.08018139921,64.60688046631496,16.13755438079531,1.1903263743565995
37063002019,996.1696351,194.3975736,529.3541055,881.8625916,41.24743034,40261.62586,42574.11906,31619.16415,30944.92048,38558.91968,74748.7461314477,79042.0642338652,58703.363896813134,57451.57965206317,71587.54363982861,53.13895212705022,19.51450503512742,4.6773080900464405
37063002020,533.7101185,104.1508897,283.607965,472.4687158,22.09881699,40261.6239,42574.1218,31619.16331,30944.91936,38558.91875,74748.7424925598,79042.06932088194,58703.36233728976,57451.57757269867,71587.54191321344,53.138952245665536,19.514505363457896,4.677307989076384
37063002021,554.276717,108.1643552,294.5368477,490.6753678,22.95039894,40261.62511,42574.11878,31619.16437,30944.91954,38558.91713,74748.74473901611,79042.06371402407,58703.364305259725,57451.577906882245,71587.53890556122,53.13895364289676,19.514504557477203,4.677308144262627
37063002022,1006.23467,196.3617052,534.7025838,890.772698,41.66418436,40261.62666,42574.1208,31619.16484,30944.91919,38558.91744,74748.74761670805,79042.06746430648,58703.365177850195,57451.57725708084,71587.53948109961,53.138954534333415,19.51450402717688,4.677308190242715
37063002023,1407.048173,111.5457153,999.0453491,1349.029427,9.732176781,51317.99831,53224.68787,39772.72797,42500.0005,50000.0015,95275.73578341954,98815.64881046693,73841.07031152713,78904.45753501172,92828.775263362,71.00292429717685,7.927640107884209,0.7214206440731704
37063002024,2351.924497,186.4521179,1669.935181,2254.94437,16.26763344,51318.00184,53224.69028,39772.72771,42499.99979,49999.9978,95275.74233713087,98815.65328481376,73841.0698288175,78904.45621684316,92828.76839403283,71.00292475928066,7.927640455202929,0.7214206104782974
37063002025,1910.180727,540.9871826,842.0482788,1803.48283,61.13500977,38317.00104,41416.66676,35138.24776,42500.00138,37812.50111,71138.40343201126,76893.1667096369,65236.80813212322,78904.45916879812,70201.76124766348,44.0821262039673,28.32125646297551,3.3898304299353934
37063002026,1402.122258,397.150348,618.0404309,1323.784132,44.86969454,38315.71192,41412.21324,35138.57927,42496.76207,37810.3407,71136.01008346771,76884.89841374072,65237.42360545051,78898.44514537857,70197.75028349648,44.078925883508795,28.324944257464313,3.3895023709197925
37063002027,1529.267959,694.0732422,447.7891846,1347.438406,23.74639702,32697.99945,31318.89793,39828.76734,31666.66743,29705.88227,60706.30302892259,58145.897004425955,73945.11163007849,58791.55732023518,55151.21173029804,29.28127683344734,45.385979488765315,1.7623363646352825
37063002028,563.5482492,255.7718964,165.0141296,496.5425124,8.750749588,32698.001,31318.89599,39828.76665,31666.66767,29705.88275,60706.305906614536,58145.893402669586,73945.11034904142,58791.55776581329,55151.21262145426,29.28127801554707,45.385980129134964,1.7623364303096478
37063002100,2722.00111,1489.000504,535.0002935,2370.000956,38.00002171,38563.003,40631.31533,29318.18995,62499.99832,42500.00132,71595.12463149334,75435.10252541422,54431.43168699922,116035.96247907677,78904.4590574036,19.654668454562092,54.702420896514624,1.603375796697358
37063002200,858.0000033,486,206,571.0000028,108,18580.0001,26923.07707,15873.01596,14642.85722,,34495.17203866771,49984.72391504237,29469.451741968413,27185.569226210475,,24.009323916980456,56.64335642549758,18.914185546480354
37063002300,999.7862159,659.8834381,110.966301,864.7845583,116.9640961,11379.25863,8520.569891,11577.46833,,7500.000341,21126.452206765283,15819.08087597573,21494.443469651913,,13924.31650486705,11.09900289034381,66.00245408524441,13.525229489519205
37063980100,150.8363323,68.4585495,44.16680527,132.9019325,2.34217906,32697.99987,31318.89723,39828.76559,31666.66703,29705.88321,60706.30380868428,58145.89570482314,73945.10838107146,58791.556577605,55151.213475478966,29.28127765806196,45.38598125274092,1.76233634525969
