trtid10,pop90,nhwht90,nhblk90,ntv90,asian90,hisp90,haw90,hu90,vac90,ohu90,mhmval90,mrent90,own90,rent90,mhmval90a17,mrent90a17,pnhwht90,pnhblk90,pntv90,pasian90,phisp90,phaw90,pvac90,pohu90,pown90,prent90
37063000101,2881.037191,1485.020388,1349.016177,8.000066409,14.00030548,25.00026564,0,1231.018834,62.00144772,1169.017386,57800.15228,335.0000406,695.0070792,474.0103067,107310.3437044541,621.9528509829054,51.54464484662044,46.8239764906249,0.2776800811177033,0.48594671126548467,0.8677522705398495,0.0,5.036596192321133,94.96340378493349,56.45787537967109,38.50552839713905
37063000102,3637.000076,2845.00006,692,11,32,52,0,1957,90,1867,66500.00139,359.0000075,786,1081,123462.26997704332,666.5106003199373,78.22381084822392,19.026669935103957,0.3024470654424039,0.8798460085597206,1.4297497639095458,0.0,4.598875830352581,95.40112416964742,40.1635155850792,55.23760858456822
37063000200,2801.962755,1535.979583,1217.983765,4.99993372,22.99969482,19.99973488,0,1417.981201,108.9985504,1308.982544,72799.99936,337.0000001,532.9929199,775.9896851,135158.691540486,625.6659266907396,54.81798715058224,43.46894914382971,0.178443975069897,0.82084227490026,0.713775900279588,0.0,7.6868826133330375,92.31310986893682,37.58815134672579,54.72496282410164
37063000301,2337.000038,910.0000149,1364,7,22,31,0,1245,94,1151,54000.00089,269.0000044,248,903,100255.07592913088,499.4188041032557,38.938810445154125,58.36542481048945,0.29952930621218926,0.9413778195240234,1.326486927511124,0.0,7.550200803212852,92.44979919678715,19.919678714859437,72.53012048192771
37063000302,3352.000013,2420.000009,827,2,32,68,1,1721,85,1636,92800.00036,327.0000013,652,984,172290.20238846098,607.1001744229304,72.19570404578039,24.671837613146216,0.05966587089031733,0.9546539342450773,2.028639610270789,0.029832935445158665,4.9389889599070305,95.06101104009296,37.8849506101104,57.17606042998257
37063000401,2476.914088,2292.867055,149.8343558,5.024539877,8.065439671,21.12269938,0,1211.390593,41.21676891,1170.173824,81069.99734,365.549306,825.1002045,345.0736196,150512.5667581473,678.6698671269429,92.56950275782032,6.049235075447639,0.2028548305870833,0.32562452246829804,0.852782883440889,0.0,3.4024342890039265,96.59756570356659,68.11182200586892,28.48574370595265
37063000402,1440.085895,1185.132929,203.1656494,5.975460052,15.93456078,29.87730026,0,825.609436,52.78322983,772.8261719,58599.99689,290.9999947,267.8998108,504.9263916,108795.31557085097,540.2634459850133,82.29598894863143,14.107884127286727,0.4149377528623041,1.1065007188338583,2.0746887643115204,0.0,6.393244496541825,93.60675135258506,32.448734125175385,61.15802092165041
37063000500,3942.452472,1419.227053,2332.809691,3.951811749,106.623086,75.89881699,0.000425883,1988.4911,192.1802626,1796.310913,43767.1435,302.0261217,200.2272869,1596.08355,81257.00411990617,560.7342826770539,35.99858370087156,59.17153618383557,0.10023739733240847,2.7044862749077168,1.9251675836055582,1.0802489136513298e-05,9.664627747139527,90.33537605473819,10.069307672536226,80.26606455517957
37063000600,4528.757784,3015.814197,1370.08979,6.05840927,84.59581292,51.1399343,0,2301.631775,153.8810523,2147.750753,102406.8176,351.0090306,925.8174014,1221.933413,190125.98342475056,651.6747487893166,66.59252582804946,30.25310372836667,0.13377640313209563,1.867969473193623,1.1292265283137075,0.0,6.685737222236603,93.31426409422072,40.224392600766905,53.0898741611264
37063000700,2659.999989,1733.999993,873,10,14,24,0,1349,66,1283,109799.9995,253.9999989,678,605,203851.9834344957,471.57016214854104,65.18796993122845,32.81954900790039,0.37593985117869866,0.526315791650178,0.9022556428288768,0.0,4.892512972572276,95.10748702742772,50.259451445515204,44.84803558191253
