trtid10,ag25up80,hs80,col80,clf80,unemp80,hinc80,hincw80,hincb80,hinch80,hinca80,hinc80a17,hincw80a17,hincb80a17,hinch80a17,hinca80a17,pcol80,phs80,punemp80
37063001100,1833,1727,63,1256,127,7536.000089,12554.34746,7730.769011,,,21849.431466832524,36399.33004226813,22414.132921563076,,,3.436988543371522,94.21713038734315,10.111464968152866
37063001301,1113.299616,743.2622856,202.4674442,753.1502315,47.91127862,9605.031452,,4910.714271,2499.999807,,27848.258223029447,,14237.833552314723,7248.351088778901,,18.186249351944443,66.76210742535638,6.361450427304289
37063001303,1394.735718,834.5331421,284.9841919,1373.872437,51.4924736,11128.00033,,14081.43952,13437.50001,,32263.863813925273,,40826.89014238241,38959.89013888351,,20.432845321309827,59.83449992208488,3.7479806867979257
37063001304,1589.95813,951.3435059,324.8736877,1566.174561,58.69991684,11128.00057,,14081.44077,13437.49959,,32263.86450976703,,40826.893766558234,38959.88892116043,,20.432845467446366,59.83450054121865,3.7479804807019845
37063001400,1668.827965,1250.241621,175.6520967,1516.219879,94.19135936,9959.287277,14785.71408,11654.51237,,,28875.366540260216,42868.822009529664,33790.40157912967,,,10.52547658499958,74.9173460189469,6.21224933563874
37063001501,1150.115112,474.1958923,498.1688232,1746.514404,66.07168579,8795.0005,13384.14587,7172.131065,,,25499.702548571426,38805.19831143736,20794.451210874722,,,43.31469241663177,41.23029837208156,3.783059884228702
37063001502,1355.60553,745.5348816,424.9569855,1631.882324,64.13883209,8935.736363,13215.9317,8879.567092,,,25907.74375839472,38317.488128879115,25744.889907178895,,,31.34813012307496,54.996447351465136,3.9303588957802815
37063001503,171.768692,70.82074738,74.4010849,260.8404236,9.867749214,8794.999734,13384.14657,7172.131228,,,25499.700327676484,38805.200340975825,20794.45168346725,,,43.31469491541567,41.230300210937166,3.783059802545114
37063001601,2221.026855,1224.374268,531.3508301,2081.041992,12.8155117,24822.99943,26700.40291,23166.66725,,,71970.331534189,77413.56377774065,67168.06029934065,,,23.923656254034807,55.126495442577614,0.6158218694896955
37063001603,2632.556885,1216.24646,852.4470215,2351.648438,40.93383026,27077.99897,28369.07416,,36071.43187,,78508.34338730549,82251.61017993845,,104583.36906132747,,32.38095352685988,46.20019673383051,1.7406441200374694
37063001604,2508.127972,1158.759811,812.1594312,2240.49942,38.99890579,27077.7081,28368.95446,,36071.42863,,78507.5000560879,82251.26312886154,,104583.35966746372,,32.38110017777035,46.20018690976107,1.7406344961249753
37063001705,62.58557673,32.16987964,21.35741283,46.36677866,1.262863301,17199.18353,23297.60839,20312.33401,,,49866.2921159912,67547.70327052307,58892.375881301086,,,34.1251354479609,51.40142716713125,2.723638211445246
37063001706,895.3869523,411.4666288,324.7276199,830.3279244,12.94975372,20218.89498,24916.01532,7317.021568,,,58621.46430245274,72240.01628603076,21214.538137374944,,,36.266735746580295,45.95405681789943,1.5595951116972937
37063001707,2320.781555,1070.170818,837.8984621,2129.413917,32.26972887,20414.21406,24806.88621,18613.14152,,,59187.760852641746,71923.6138202901,53965.8380069978,,,36.10415035808917,46.112518246035435,1.5154277246136738
37063001708,1082.77021,617.2033062,288.1250925,979.3623238,57.68428102,17621.18289,19225.41917,18381.30568,,,51089.81201865494,55741.03949244835,53293.666929793406,,,26.609994423470518,57.00224299669272,5.889983677969213
37063001709,1367.850855,787.8464432,359.7894531,1234.899778,74.32144958,17402.19606,18475.05656,18331.93678,,,50454.89459857581,53565.48266802637,53150.529670716474,,,26.303266308957348,57.597393774338066,6.018419543355041
37063001710,1030.311344,561.435824,274.6495304,1002.489397,20.23194479,18375.98614,19471.45192,18716.39425,,,53278.24377118242,56454.372248052736,54265.202845274725,,,26.656945203934395,54.491860860264396,2.018170451532466
37063001711,1006.645691,548.5403442,268.3399963,979.4657593,19.76721954,18376.00032,19762.21157,18738.99778,,,53278.28488383296,57297.3835233934,54330.73817884835,,,26.656846465356793,54.49189810320263,2.018163407174861
37063001801,3144.451874,2712.274397,175.9116633,2721.057575,105.454387,17066.59203,20090.4543,14180.19231,,,49481.864188958236,58249.07101661538,41113.208121652744,,,5.594350632443485,86.25587242808602,3.8754926749390814
37063001802,2209.167503,1904.091187,98.04791895,1993.148604,109.0055354,14028.57999,20923.76276,11428.63559,,,40673.63235781978,60665.11611646593,33135.50784687472,,,4.438229279439115,86.1904398111183,5.4690119533104316
37063001806,1084.783403,916.8943672,57.01372719,954.1217537,14.41339707,19821.58614,21739.06214,15109.93071,,,57469.530628325265,63028.946758435166,43808.836467323075,,,5.255770601977029,84.5232665492763,1.5106454720381457
37063001807,2202.966393,1862.019085,115.7828574,1937.620029,29.27057034,19821.58645,21739.06036,15109.93094,,,57469.53152712087,63028.941597608784,43808.83713417142,,,5.255770481470073,84.52326331062643,1.5106455291498229
37063001808,992.2337942,832.8709888,55.8882041,873.3589354,12.5820892,20005.02265,21823.13425,15613.84809,,,58001.37556017582,63272.70044527471,45269.864616105486,,,5.632564061684728,83.93898632242332,1.440655003344917
37063001809,1063.889599,891.7524948,60.91001987,936.460001,13.57810998,20015.40649,21831.08295,15647.66279,,,58031.48184968791,63295.74643437362,45367.904950698896,,,5.725219978393641,83.8200218930799,1.449940196644875
37063001900,1129.828476,896.6440392,100.2726188,1009.486935,14.51958358,19893.78202,23186.05627,11613.71163,,,57678.85107864614,67224.27567337142,33672.10633471648,,,8.875030230694948,79.36107632677512,1.4383131744047781
37063002007,1663.883312,429.3380811,914.2790696,1241.501707,17.64393053,31549.84721,34635.0451,24111.12355,,,91473.75481193844,100418.79449652747,69906.3608509011,,,54.94850888918585,25.803376835598673,1.4211765018539761
37063002008,1444.568237,372.7468872,793.7698364,1077.855835,15.3183651,31550.00051,34635.25595,24111.11187,,,91474.19928086153,100419.40582250548,69906.32698660219,,,54.948587132751705,25.80334231729339,1.4211886787252952
37063002009,1768.795819,1151.707057,299.9488223,1590.638651,68.39997884,14928.40655,15569.7035,16898.32584,13437.50066,,43282.53608958241,45141.874411428566,48994.0031826989,38959.89202345494,,16.95779801591673,65.11249317918023,4.300158228708853
37063002013,245.3093262,133.5434418,70.17745972,217.6316833,8.10662365,22653.00041,24254.2353,26621.6192,,,65678.76514477361,70321.29056650549,77185.14296404395,,,28.60774223593298,54.43879524218433,3.724928065195919
37063002015,1513.289219,441.4401809,718.9425507,1717.740721,35.27716971,15994.87761,20457.8579,18994.05088,,,46374.598995850545,59314.29921248351,55070.22400196922,,,47.50860190328231,29.17090635137869,2.0536958388844067
37063002016,1157.056885,337.5641785,549.6127319,1313.84436,26.98799896,15985.0004,20440.14035,18990.38582,,,46345.9615992967,59262.929999384614,55059.5977444923,,,47.5009257561265,29.17438052321862,2.054124505280062
37063002017,1587.928133,428.2516186,831.2816872,1350.125015,14.41231698,26717.99833,28242.57521,26086.95756,,,77464.57889436482,81884.84663083954,75634.97673220218,,,52.35008247064038,26.969206584363725,1.067480182936985
37063002018,1527.221423,413.2183022,797.4287875,1307.574129,14.3803513,26373.21173,28121.52573,25106.42567,,,76464.925086189,81533.88295168351,72792.08075574505,,,52.21435317045052,27.05686915969879,1.0997733115901989
37063002019,670.4345322,364.4073504,192.2880803,594.7145368,22.1058783,22665.91799,24268.52364,26619.81099,,,65716.21760968791,70362.71733162197,77179.90034727032,,,28.68111218391683,54.353905250705694,3.717056996613169
37063002020,359.193519,195.235727,103.0207029,318.6256177,11.84349619,22665.91653,24268.52457,26619.81026,,,65716.21337665054,70362.72002800879,77179.89823075163,,,28.681114065423884,54.353911380010175,3.717057114080253
37063002021,373.0350903,202.7591646,106.99062,330.9038986,12.29988665,22665.91717,24268.52428,26619.80865,,,65716.21523222857,70362.7191872,77179.89356281317,,,28.681114131637504,54.353911970302384,3.717057037417449
37063002022,677.2083948,368.0892348,194.2309083,600.7233627,22.32922999,22665.91741,24268.52484,26619.81116,,,65716.21592807032,70362.72081083075,77179.90084015824,,,28.6811134934856,54.353909022156735,3.717057030983356
37063002023,377.3511429,236.6057014,70.88313532,334.4020824,12.87523103,17433.37324,19517.66543,18853.84293,,,50545.2878641934,56588.360956606586,54663.713391771416,,,18.784396616703606,62.70173175617006,3.8502245373577257
37063002024,630.754097,395.4937401,118.4833517,558.9634094,21.52134669,17433.37221,19517.66623,18853.84155,,,50545.284877872524,56588.36327607911,54663.70939068132,,,18.784396687002413,62.70173146413982,3.8502245993349273
37063002025,1267.136963,800.9613647,230.3624573,1122.837646,43.31847,17117.00021,14785.71455,18840.85128,,,49628.014674795595,42868.82337221978,54626.04617269449,,,18.179759885987952,63.210322805491394,3.8579459955157223
37063002026,930.2804971,588.0033319,169.1593842,824.3421408,31.80206578,17119.14522,14846.35551,18840.93319,,,49634.23378950328,43044.642173169224,54626.283657687905,,,18.183696715918177,63.20710084033858,3.8578721390049306
37063002027,1867.86684,1029.521538,524.4828982,1656.813778,60.85289615,22590.54514,24185.2361,26295.52364,,,65497.68604107251,70121.2383804835,76239.68084810549,,,28.079244567562434,55.11750173797185,3.6728868964053243
37063002028,688.3247919,379.3874311,193.2764122,610.5499277,22.42480966,22590.54544,24185.23496,26295.52404,,,65497.68691087472,70121.23507523516,76239.68200784175,,,28.07924608766369,55.117502022957424,3.672887120710407
37063002100,1689.000843,1305.000465,154.0002018,1265.00079,31.00000487,15370.00449,20044.64701,12989.13409,,,44562.878952105486,58116.26007822417,37659.92459676483,,,9.117828593055357,77.26464260858869,2.4505917399466606
37063002200,630,438,99,529,37,11361.00006,24750,9642.857595,,,32939.40940472967,71758.68131868131,27957.92909741538,,,15.714285714285714,69.52380952380952,6.994328922495274
37063002300,989.7514038,920.769104,18.99613285,570.8547058,117.9618835,6391.209987,,6998.021667,2500.00009,,18530.294977693186,,20289.648754079997,7248.351909292307,,1.9192832439607799,93.03034079717867,20.664081823532896
37063980100,184.2333527,101.5448289,51.73133904,163.4165545,6.00210553,22590.54536,24185.23653,26295.52432,,,65497.686678927465,70121.23962719999,76239.68281965713,,,28.079247477104612,55.11750582173496,3.6728870880703828
